Logging to ./data/ppo_3l/seed_3
---------------------------------
| rollout/           |          |
|    mean_reward          | 0.702        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.679        |
| time/                   |              |
|    fps                  | 208          |
|    iterations           | 10           |
|    time_elapsed         | 275          |
|    total_timesteps      | 57500        |
| train/                  |              |
|    approx_kl            | 0.0006920153 |
|    clip_fraction        | 0.00218      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.91        |
|    explained_variance   | -1.11        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0477       |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.000745    |
|    std                  | 0.183        |
|    value_loss           | 0.102        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.679        |
| time/                   |              |
|    fps                  | 211          |
|    iterations           | 11           |
|    time_elapsed         | 299          |
|    total_timesteps      | 63250        |
| train/                  |              |
|    approx_kl            | 0.0012808084 |
|    clip_fraction        | 0.00719      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.91        |
|    explained_variance   | -0.93        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0418       |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.00102     |
|    std                  | 0.183        |
|    value_loss           | 0.0906       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.681        |
| time/                   |              |
|    fps                  | 215          |
|    iterations           | 12           |
|    time_elapsed         | 320          |
|    total_timesteps      | 69000        |
| train/                  |              |
|    approx_kl            | 0.0011933115 |
|    clip_fraction        | 0.0115       |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | -0.847       |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0319       |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.0018      |
|    std                  | 0.183        |
|    value_loss           | 0.0847       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 218          |
|    iterations           | 13           |
|    time_elapsed         | 342          |
|    total_timesteps      | 74750        |
| train/                  |              |
|    approx_kl            | 0.0011379636 |
|    clip_fraction        | 0.00627      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | -0.712       |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0268       |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.00141     |
|    std                  | 0.183        |
|    value_loss           | 0.0816       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.68         |
| time/                   |              |
|    fps                  | 219          |
|    iterations           | 14           |
|    time_elapsed         | 365          |
|    total_timesteps      | 80500        |
| train/                  |              |
|    approx_kl            | 0.0012196922 |
|    clip_fraction        | 0.00477      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | -0.697       |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0307       |
|    n_updates            | 260          |
|    policy_gradient_loss | -0.00103     |
|    std                  | 0.183        |
|    value_loss           | 0.0755       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.674        |
| time/                   |              |
|    fps                  | 221          |
|    iterations           | 15           |
|    time_elapsed         | 388          |
|    total_timesteps      | 86250        |
| train/                  |              |
|    approx_kl            | 0.0009230902 |
|    clip_fraction        | 0.00587      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | -0.525       |
|    learning_rate        | 5e-06        |
|    loss                 | 0.027        |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.000714    |
|    std                  | 0.183        |
|    value_loss           | 0.0705       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.68         |
| time/                   |              |
|    fps                  | 224          |
|    iterations           | 16           |
|    time_elapsed         | 410          |
|    total_timesteps      | 92000        |
| train/                  |              |
|    approx_kl            | 0.0009859131 |
|    clip_fraction        | 0.00613      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | -0.473       |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0298       |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.00151     |
|    std                  | 0.183        |
|    value_loss           | 0.0669       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.68         |
| time/                   |              |
|    fps                  | 225          |
|    iterations           | 17           |
|    time_elapsed         | 433          |
|    total_timesteps      | 97750        |
| train/                  |              |
|    approx_kl            | 0.0009741454 |
|    clip_fraction        | 0.00637      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | -0.354       |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0228       |
|    n_updates            | 320          |
|    policy_gradient_loss | -0.00171     |
|    std                  | 0.183        |
|    value_loss           | 0.0619       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 227          |
|    iterations           | 18           |
|    time_elapsed         | 455          |
|    total_timesteps      | 103500       |
| train/                  |              |
|    approx_kl            | 0.0011964128 |
|    clip_fraction        | 0.00811      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | -0.354       |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0255       |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.000145    |
|    std                  | 0.183        |
|    value_loss           | 0.0607       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.675        |
| time/                   |              |
|    fps                  | 227          |
|    iterations           | 19           |
|    time_elapsed         | 480          |
|    total_timesteps      | 109250       |
| train/                  |              |
|    approx_kl            | 0.0011796762 |
|    clip_fraction        | 0.00867      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | -0.228       |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0179       |
|    n_updates            | 360          |
|    policy_gradient_loss | -0.000167    |
|    std                  | 0.183        |
|    value_loss           | 0.0555       |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.675        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 220          |
|    iterations           | 20           |
|    time_elapsed         | 522          |
|    total_timesteps      | 115000       |
| train/                  |              |
|    approx_kl            | 0.0009967561 |
|    clip_fraction        | 0.00569      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | -0.209       |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0226       |
|    n_updates            | 380          |
|    policy_gradient_loss | -0.000834    |
|    std                  | 0.183        |
|    value_loss           | 0.0559       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.684       |
| time/                   |             |
|    fps                  | 221         |
|    iterations           | 21          |
|    time_elapsed         | 544         |
|    total_timesteps      | 120750      |
| train/                  |             |
|    approx_kl            | 0.000920272 |
|    clip_fraction        | 0.00437     |
|    clip_range           | 0.1         |
|    entropy_loss         | -5.9        |
|    explained_variance   | -0.132      |
|    learning_rate        | 5e-06       |
|    loss                 | 0.0218      |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.00117    |
|    std                  | 0.183       |
|    value_loss           | 0.0511      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.685        |
| time/                   |              |
|    fps                  | 223          |
|    iterations           | 22           |
|    time_elapsed         | 565          |
|    total_timesteps      | 126500       |
| train/                  |              |
|    approx_kl            | 0.0009604089 |
|    clip_fraction        | 0.00582      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | -0.0873      |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0208       |
|    n_updates            | 420          |
|    policy_gradient_loss | -0.0008      |
|    std                  | 0.183        |
|    value_loss           | 0.0484       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.682        |
| time/                   |              |
|    fps                  | 225          |
|    iterations           | 23           |
|    time_elapsed         | 587          |
|    total_timesteps      | 132250       |
| train/                  |              |
|    approx_kl            | 0.0008816216 |
|    clip_fraction        | 0.00153      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | 0.00774      |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0166       |
|    n_updates            | 440          |
|    policy_gradient_loss | -0.000794    |
|    std                  | 0.183        |
|    value_loss           | 0.0463       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.685        |
| time/                   |              |
|    fps                  | 226          |
|    iterations           | 24           |
|    time_elapsed         | 609          |
|    total_timesteps      | 138000       |
| train/                  |              |
|    approx_kl            | 0.0006931077 |
|    clip_fraction        | 0.00309      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | 0.0114       |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0201       |
|    n_updates            | 460          |
|    policy_gradient_loss | -0.00082     |
|    std                  | 0.183        |
|    value_loss           | 0.0433       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.687        |
| time/                   |              |
|    fps                  | 227          |
|    iterations           | 25           |
|    time_elapsed         | 630          |
|    total_timesteps      | 143750       |
| train/                  |              |
|    approx_kl            | 0.0010860277 |
|    clip_fraction        | 0.00679      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | 0.0856       |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0154       |
|    n_updates            | 480          |
|    policy_gradient_loss | -0.000977    |
|    std                  | 0.183        |
|    value_loss           | 0.0406       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 0.684         |
| time/                   |               |
|    fps                  | 229           |
|    iterations           | 26            |
|    time_elapsed         | 652           |
|    total_timesteps      | 149500        |
| train/                  |               |
|    approx_kl            | 0.00092811865 |
|    clip_fraction        | 0.00252       |
|    clip_range           | 0.1           |
|    entropy_loss         | -5.9          |
|    explained_variance   | 0.125         |
|    learning_rate        | 5e-06         |
|    loss                 | 0.0128        |
|    n_updates            | 500           |
|    policy_gradient_loss | -0.00097      |
|    std                  | 0.183         |
|    value_loss           | 0.04          |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.681        |
| time/                   |              |
|    fps                  | 229          |
|    iterations           | 27           |
|    time_elapsed         | 675          |
|    total_timesteps      | 155250       |
| train/                  |              |
|    approx_kl            | 0.0014357949 |
|    clip_fraction        | 0.00925      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | 0.0971       |
|    learning_rate        | 5e-06        |
|    loss                 | 0.00616      |
|    n_updates            | 520          |
|    policy_gradient_loss | -0.000978    |
|    std                  | 0.183        |
|    value_loss           | 0.0387       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.678        |
| time/                   |              |
|    fps                  | 231          |
|    iterations           | 28           |
|    time_elapsed         | 696          |
|    total_timesteps      | 161000       |
| train/                  |              |
|    approx_kl            | 0.0008247272 |
|    clip_fraction        | 0.00593      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | 0.173        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0169       |
|    n_updates            | 540          |
|    policy_gradient_loss | -0.000695    |
|    std                  | 0.183        |
|    value_loss           | 0.0361       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.681       |
| time/                   |             |
|    fps                  | 232         |
|    iterations           | 29          |
|    time_elapsed         | 718         |
|    total_timesteps      | 166750      |
| train/                  |             |
|    approx_kl            | 0.001259815 |
|    clip_fraction        | 0.00475     |
|    clip_range           | 0.1         |
|    entropy_loss         | -5.9        |
|    explained_variance   | 0.223       |
|    learning_rate        | 5e-06       |
|    loss                 | 0.00819     |
|    n_updates            | 560         |
|    policy_gradient_loss | -0.00127    |
|    std                  | 0.183       |
|    value_loss           | 0.035       |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.668        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.679        |
| time/                   |              |
|    fps                  | 226          |
|    iterations           | 30           |
|    time_elapsed         | 762          |
|    total_timesteps      | 172500       |
| train/                  |              |
|    approx_kl            | 0.0009362935 |
|    clip_fraction        | 0.00559      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | 0.249        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0121       |
|    n_updates            | 580          |
|    policy_gradient_loss | -6.44e-05    |
|    std                  | 0.183        |
|    value_loss           | 0.0343       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.681        |
| time/                   |              |
|    fps                  | 227          |
|    iterations           | 31           |
|    time_elapsed         | 785          |
|    total_timesteps      | 178250       |
| train/                  |              |
|    approx_kl            | 0.0013057276 |
|    clip_fraction        | 0.00762      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | 0.262        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0107       |
|    n_updates            | 600          |
|    policy_gradient_loss | -0.00114     |
|    std                  | 0.183        |
|    value_loss           | 0.0334       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.683       |
| time/                   |             |
|    fps                  | 228         |
|    iterations           | 32          |
|    time_elapsed         | 806         |
|    total_timesteps      | 184000      |
| train/                  |             |
|    approx_kl            | 0.001121943 |
|    clip_fraction        | 0.00414     |
|    clip_range           | 0.1         |
|    entropy_loss         | -5.9        |
|    explained_variance   | 0.297       |
|    learning_rate        | 5e-06       |
|    loss                 | 0.00808     |
|    n_updates            | 620         |
|    policy_gradient_loss | -0.00165    |
|    std                  | 0.183       |
|    value_loss           | 0.031       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 228          |
|    iterations           | 33           |
|    time_elapsed         | 830          |
|    total_timesteps      | 189750       |
| train/                  |              |
|    approx_kl            | 0.0012115351 |
|    clip_fraction        | 0.00782      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | 0.29         |
|    learning_rate        | 5e-06        |
|    loss                 | 0.00624      |
|    n_updates            | 640          |
|    policy_gradient_loss | -0.00105     |
|    std                  | 0.183        |
|    value_loss           | 0.0321       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 0.684         |
| time/                   |               |
|    fps                  | 229           |
|    iterations           | 34            |
|    time_elapsed         | 852           |
|    total_timesteps      | 195500        |
| train/                  |               |
|    approx_kl            | 0.00080590276 |
|    clip_fraction        | 0.00508       |
|    clip_range           | 0.1           |
|    entropy_loss         | -5.9          |
|    explained_variance   | 0.343         |
|    learning_rate        | 5e-06         |
|    loss                 | 0.00747       |
|    n_updates            | 660           |
|    policy_gradient_loss | -0.00149      |
|    std                  | 0.183         |
|    value_loss           | 0.0306        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.687        |
| time/                   |              |
|    fps                  | 230          |
|    iterations           | 35           |
|    time_elapsed         | 873          |
|    total_timesteps      | 201250       |
| train/                  |              |
|    approx_kl            | 0.0009387758 |
|    clip_fraction        | 0.00333      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | 0.368        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.00739      |
|    n_updates            | 680          |
|    policy_gradient_loss | -0.00085     |
|    std                  | 0.183        |
|    value_loss           | 0.0261       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 230          |
|    iterations           | 36           |
|    time_elapsed         | 897          |
|    total_timesteps      | 207000       |
| train/                  |              |
|    approx_kl            | 0.0011229645 |
|    clip_fraction        | 0.00842      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | 0.382        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.00549      |
|    n_updates            | 700          |
|    policy_gradient_loss | -0.000899    |
|    std                  | 0.183        |
|    value_loss           | 0.0265       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.685        |
| time/                   |              |
|    fps                  | 231          |
|    iterations           | 37           |
|    time_elapsed         | 918          |
|    total_timesteps      | 212750       |
| train/                  |              |
|    approx_kl            | 0.0013107775 |
|    clip_fraction        | 0.0123       |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | 0.402        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.00673      |
|    n_updates            | 720          |
|    policy_gradient_loss | -0.00144     |
|    std                  | 0.183        |
|    value_loss           | 0.0268       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.68         |
| time/                   |              |
|    fps                  | 232          |
|    iterations           | 38           |
|    time_elapsed         | 940          |
|    total_timesteps      | 218500       |
| train/                  |              |
|    approx_kl            | 0.0010845758 |
|    clip_fraction        | 0.00617      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | 0.451        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.00178      |
|    n_updates            | 740          |
|    policy_gradient_loss | -0.00157     |
|    std                  | 0.183        |
|    value_loss           | 0.0257       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.685       |
| time/                   |             |
|    fps                  | 233         |
|    iterations           | 39          |
|    time_elapsed         | 962         |
|    total_timesteps      | 224250      |
| train/                  |             |
|    approx_kl            | 0.001050631 |
|    clip_fraction        | 0.00673     |
|    clip_range           | 0.1         |
|    entropy_loss         | -5.9        |
|    explained_variance   | 0.425       |
|    learning_rate        | 5e-06       |
|    loss                 | 0.00763     |
|    n_updates            | 760         |
|    policy_gradient_loss | -0.00114    |
|    std                  | 0.183       |
|    value_loss           | 0.0268      |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.634        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.684        |
| time/                   |              |
|    fps                  | 228          |
|    iterations           | 40           |
|    time_elapsed         | 1004         |
|    total_timesteps      | 230000       |
| train/                  |              |
|    approx_kl            | 0.0013027858 |
|    clip_fraction        | 0.00565      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | 0.448        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.00432      |
|    n_updates            | 780          |
|    policy_gradient_loss | -0.000921    |
|    std                  | 0.183        |
|    value_loss           | 0.024        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.688        |
| time/                   |              |
|    fps                  | 229          |
|    iterations           | 41           |
|    time_elapsed         | 1029         |
|    total_timesteps      | 235750       |
| train/                  |              |
|    approx_kl            | 0.0010861477 |
|    clip_fraction        | 0.0108       |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | 0.491        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.00517      |
|    n_updates            | 800          |
|    policy_gradient_loss | -0.00148     |
|    std                  | 0.183        |
|    value_loss           | 0.0227       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.68         |
| time/                   |              |
|    fps                  | 229          |
|    iterations           | 42           |
|    time_elapsed         | 1051         |
|    total_timesteps      | 241500       |
| train/                  |              |
|    approx_kl            | 0.0011578681 |
|    clip_fraction        | 0.00631      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | 0.476        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.00522      |
|    n_updates            | 820          |
|    policy_gradient_loss | -0.0014      |
|    std                  | 0.183        |
|    value_loss           | 0.0224       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.687        |
| time/                   |              |
|    fps                  | 230          |
|    iterations           | 43           |
|    time_elapsed         | 1073         |
|    total_timesteps      | 247250       |
| train/                  |              |
|    approx_kl            | 0.0012200746 |
|    clip_fraction        | 0.0119       |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | 0.484        |
|    learning_rate        | 5e-06        |
|    loss                 | -0.00332     |
|    n_updates            | 840          |
|    policy_gradient_loss | -0.00107     |
|    std                  | 0.183        |
|    value_loss           | 0.0229       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.687        |
| time/                   |              |
|    fps                  | 230          |
|    iterations           | 44           |
|    time_elapsed         | 1096         |
|    total_timesteps      | 253000       |
| train/                  |              |
|    approx_kl            | 0.0010702164 |
|    clip_fraction        | 0.00815      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | 0.522        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.000417     |
|    n_updates            | 860          |
|    policy_gradient_loss | -0.00137     |
|    std                  | 0.183        |
|    value_loss           | 0.0203       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 231          |
|    iterations           | 45           |
|    time_elapsed         | 1119         |
|    total_timesteps      | 258750       |
| train/                  |              |
|    approx_kl            | 0.0008605327 |
|    clip_fraction        | 0.00465      |
|    clip_range           | 0.1          |
