Logging to ./data/ppo_2l/seed_2
---------------------------------
| rollout/           |          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.582       |
| time/                   |             |
|    fps                  | 84          |
|    iterations           | 12          |
|    time_elapsed         | 534         |
|    total_timesteps      | 45000       |
| train/                  |             |
|    approx_kl            | 0.011593344 |
|    clip_fraction        | 0.454       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.698       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0494      |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.0022     |
|    std                  | 0.055       |
|    value_loss           | 0.0113      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.583      |
| time/                   |            |
|    fps                  | 84         |
|    iterations           | 13         |
|    time_elapsed         | 576        |
|    total_timesteps      | 48750      |
| train/                  |            |
|    approx_kl            | 0.04896533 |
|    clip_fraction        | 0.462      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.714      |
|    learning_rate        | 1e-05      |
|    loss                 | -0.024     |
|    n_updates            | 240        |
|    policy_gradient_loss | 0.00786    |
|    std                  | 0.055      |
|    value_loss           | 0.01       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.584       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 14          |
|    time_elapsed         | 616         |
|    total_timesteps      | 52500       |
| train/                  |             |
|    approx_kl            | 0.021424945 |
|    clip_fraction        | 0.425       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.742       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0598      |
|    n_updates            | 260         |
|    policy_gradient_loss | 0.00295     |
|    std                  | 0.055       |
|    value_loss           | 0.00807     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.584       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 15          |
|    time_elapsed         | 657         |
|    total_timesteps      | 56250       |
| train/                  |             |
|    approx_kl            | 0.019873481 |
|    clip_fraction        | 0.429       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.736       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0679      |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.00029    |
|    std                  | 0.055       |
|    value_loss           | 0.00835     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.583      |
| time/                   |            |
|    fps                  | 85         |
|    iterations           | 16         |
|    time_elapsed         | 698        |
|    total_timesteps      | 60000      |
| train/                  |            |
|    approx_kl            | 0.02821888 |
|    clip_fraction        | 0.444      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.742      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.0278     |
|    n_updates            | 300        |
|    policy_gradient_loss | 0.00243    |
|    std                  | 0.055      |
|    value_loss           | 0.0088     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.586       |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 17          |
|    time_elapsed         | 738         |
|    total_timesteps      | 63750       |
| train/                  |             |
|    approx_kl            | 0.019652747 |
|    clip_fraction        | 0.402       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.748       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0333      |
|    n_updates            | 320         |
|    policy_gradient_loss | 0.00424     |
|    std                  | 0.055       |
|    value_loss           | 0.0087      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.582       |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 18          |
|    time_elapsed         | 779         |
|    total_timesteps      | 67500       |
| train/                  |             |
|    approx_kl            | 0.020519244 |
|    clip_fraction        | 0.398       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.745       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0532      |
|    n_updates            | 340         |
|    policy_gradient_loss | 0.0068      |
|    std                  | 0.055       |
|    value_loss           | 0.00908     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.581       |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 19          |
|    time_elapsed         | 820         |
|    total_timesteps      | 71250       |
| train/                  |             |
|    approx_kl            | 0.012098471 |
|    clip_fraction        | 0.422       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.75        |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0674      |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.00173    |
|    std                  | 0.055       |
|    value_loss           | 0.0082      |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 5           |
|    mean_reward          | 0.613       |
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.589       |
| time/                   |             |
|    fps                  | 84          |
|    iterations           | 20          |
|    time_elapsed         | 883         |
|    total_timesteps      | 75000       |
| train/                  |             |
|    approx_kl            | 0.015962683 |
|    clip_fraction        | 0.435       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.761       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0629      |
|    n_updates            | 380         |
|    policy_gradient_loss | 0.000963    |
|    std                  | 0.055       |
|    value_loss           | 0.00858     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.584       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 21          |
|    time_elapsed         | 924         |
|    total_timesteps      | 78750       |
| train/                  |             |
|    approx_kl            | 0.018502582 |
|    clip_fraction        | 0.459       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.771       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0463      |
|    n_updates            | 400         |
|    policy_gradient_loss | 0.00335     |
|    std                  | 0.055       |
|    value_loss           | 0.00798     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.584       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 22          |
|    time_elapsed         | 967         |
|    total_timesteps      | 82500       |
| train/                  |             |
|    approx_kl            | 0.027180485 |
|    clip_fraction        | 0.455       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.773       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0257      |
|    n_updates            | 420         |
|    policy_gradient_loss | 0.00445     |
|    std                  | 0.055       |
|    value_loss           | 0.00794     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.587       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 23          |
|    time_elapsed         | 1008        |
|    total_timesteps      | 86250       |
| train/                  |             |
|    approx_kl            | 0.051319946 |
|    clip_fraction        | 0.458       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.778       |
|    learning_rate        | 1e-05       |
|    loss                 | -0.01       |
|    n_updates            | 440         |
|    policy_gradient_loss | 0.00606     |
|    std                  | 0.055       |
|    value_loss           | 0.00741     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.592       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 24          |
|    time_elapsed         | 1049        |
|    total_timesteps      | 90000       |
| train/                  |             |
|    approx_kl            | 0.029468669 |
|    clip_fraction        | 0.433       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.778       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0439      |
|    n_updates            | 460         |
|    policy_gradient_loss | 0.00327     |
|    std                  | 0.055       |
|    value_loss           | 0.00796     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.586      |
| time/                   |            |
|    fps                  | 86         |
|    iterations           | 25         |
|    time_elapsed         | 1089       |
|    total_timesteps      | 93750      |
| train/                  |            |
|    approx_kl            | 0.06285319 |
|    clip_fraction        | 0.458      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.782      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.00783    |
|    n_updates            | 480        |
|    policy_gradient_loss | 0.00963    |
|    std                  | 0.055      |
|    value_loss           | 0.00717    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.59        |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 26          |
|    time_elapsed         | 1130        |
|    total_timesteps      | 97500       |
| train/                  |             |
|    approx_kl            | 0.024158377 |
|    clip_fraction        | 0.441       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.787       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.051       |
|    n_updates            | 500         |
|    policy_gradient_loss | 0.0087      |
|    std                  | 0.055       |
|    value_loss           | 0.00726     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.591       |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 27          |
|    time_elapsed         | 1171        |
|    total_timesteps      | 101250      |
| train/                  |             |
|    approx_kl            | 0.017729979 |
|    clip_fraction        | 0.444       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.794       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.045       |
|    n_updates            | 520         |
|    policy_gradient_loss | 0.00596     |
|    std                  | 0.055       |
|    value_loss           | 0.00614     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.59        |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 28          |
|    time_elapsed         | 1211        |
|    total_timesteps      | 105000      |
| train/                  |             |
|    approx_kl            | 0.029344155 |
|    clip_fraction        | 0.492       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.797       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0432      |
|    n_updates            | 540         |
|    policy_gradient_loss | 0.00686     |
|    std                  | 0.055       |
|    value_loss           | 0.00659     |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 5         |
|    ep_rew_mean          | 0.592     |
| time/                   |           |
|    fps                  | 86        |
|    iterations           | 29        |
|    time_elapsed         | 1252      |
|    total_timesteps      | 108750    |
| train/                  |           |
|    approx_kl            | 0.0209642 |
|    clip_fraction        | 0.429     |
|    clip_range           | 0.1       |
|    entropy_loss         | -94.8     |
|    explained_variance   | 0.788     |
|    learning_rate        | 1e-05     |
|    loss                 | 0.0545    |
|    n_updates            | 560       |
|    policy_gradient_loss | 0.00918   |
|    std                  | 0.055     |
|    value_loss           | 0.00753   |
---------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 5           |
|    mean_reward          | 0.625       |
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.588       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 30          |
|    time_elapsed         | 1316        |
|    total_timesteps      | 112500      |
| train/                  |             |
|    approx_kl            | 0.012955237 |
|    clip_fraction        | 0.402       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.807       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0593      |
|    n_updates            | 580         |
|    policy_gradient_loss | 0.00207     |
|    std                  | 0.055       |
|    value_loss           | 0.00651     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.593      |
| time/                   |            |
|    fps                  | 85         |
|    iterations           | 31         |
|    time_elapsed         | 1357       |
|    total_timesteps      | 116250     |
| train/                  |            |
|    approx_kl            | 0.04577575 |
|    clip_fraction        | 0.476      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.804      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.00264    |
|    n_updates            | 600        |
|    policy_gradient_loss | 0.000123   |
|    std                  | 0.055      |
|    value_loss           | 0.00637    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.593       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 32          |
|    time_elapsed         | 1398        |
|    total_timesteps      | 120000      |
| train/                  |             |
|    approx_kl            | 0.016959429 |
|    clip_fraction        | 0.471       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.816       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0682      |
|    n_updates            | 620         |
|    policy_gradient_loss | 0.00892     |
|    std                  | 0.055       |
|    value_loss           | 0.00597     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.59        |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 33          |
|    time_elapsed         | 1438        |
|    total_timesteps      | 123750      |
| train/                  |             |
|    approx_kl            | 0.021776615 |
|    clip_fraction        | 0.413       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.82        |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0376      |
|    n_updates            | 640         |
|    policy_gradient_loss | 0.00321     |
|    std                  | 0.055       |
|    value_loss           | 0.00679     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.594       |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 34          |
|    time_elapsed         | 1480        |
|    total_timesteps      | 127500      |
| train/                  |             |
|    approx_kl            | 0.014353646 |
|    clip_fraction        | 0.42        |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.809       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0574      |
|    n_updates            | 660         |
|    policy_gradient_loss | -0.000998   |
|    std                  | 0.055       |
|    value_loss           | 0.00672     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.59        |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 35          |
|    time_elapsed         | 1521        |
|    total_timesteps      | 131250      |
| train/                  |             |
|    approx_kl            | 0.016710693 |
|    clip_fraction        | 0.472       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.815       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0551      |
|    n_updates            | 680         |
|    policy_gradient_loss | 0.0083      |
|    std                  | 0.055       |
|    value_loss           | 0.00678     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.592       |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 36          |
|    time_elapsed         | 1563        |
|    total_timesteps      | 135000      |
| train/                  |             |
|    approx_kl            | 0.017096743 |
|    clip_fraction        | 0.452       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.815       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0527      |
|    n_updates            | 700         |
|    policy_gradient_loss | 0.00299     |
|    std                  | 0.055       |
|    value_loss           | 0.00658     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.592      |
| time/                   |            |
|    fps                  | 86         |
|    iterations           | 37         |
|    time_elapsed         | 1604       |
|    total_timesteps      | 138750     |
| train/                  |            |
|    approx_kl            | 0.01462177 |
|    clip_fraction        | 0.404      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.828      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.0617     |
|    n_updates            | 720        |
|    policy_gradient_loss | 0.00579    |
|    std                  | 0.055      |
|    value_loss           | 0.00566    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.595      |
| time/                   |            |
|    fps                  | 86         |
|    iterations           | 38         |
|    time_elapsed         | 1644       |
|    total_timesteps      | 142500     |
| train/                  |            |
|    approx_kl            | 0.03165409 |
|    clip_fraction        | 0.415      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.813      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.024      |
|    n_updates            | 740        |
|    policy_gradient_loss | 0.00287    |
|    std                  | 0.055      |
|    value_loss           | 0.00632    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.596       |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 39          |
|    time_elapsed         | 1685        |
|    total_timesteps      | 146250      |
| train/                  |             |
|    approx_kl            | 0.026643846 |
|    clip_fraction        | 0.419       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.822       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0563      |
|    n_updates            | 760         |
|    policy_gradient_loss | 0.00356     |
|    std                  | 0.055       |
|    value_loss           | 0.00638     |
-----------------------------------------
----------------------------------------
| eval/                   |            |
|    mean_ep_length       | 5          |
|    mean_reward          | 0.641      |
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.594      |
| time/                   |            |
|    fps                  | 85         |
|    iterations           | 40         |
|    time_elapsed         | 1748       |
|    total_timesteps      | 150000     |
| train/                  |            |
|    approx_kl            | 0.02073944 |
|    clip_fraction        | 0.456      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.827      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.0542     |
|    n_updates            | 780        |
|    policy_gradient_loss | 0.00291    |
|    std                  | 0.055      |
|    value_loss           | 0.00605    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.595       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 41          |
|    time_elapsed         | 1789        |
|    total_timesteps      | 153750      |
| train/                  |             |
|    approx_kl            | 0.025254682 |
|    clip_fraction        | 0.456       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.824       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0508      |
|    n_updates            | 800         |
|    policy_gradient_loss | 0.00594     |
|    std                  | 0.055       |
|    value_loss           | 0.00561     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.597       |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 42          |
|    time_elapsed         | 1829        |
|    total_timesteps      | 157500      |
| train/                  |             |
|    approx_kl            | 0.024178894 |
|    clip_fraction        | 0.426       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.821       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0598      |
|    n_updates            | 820         |
|    policy_gradient_loss | 0.00736     |
|    std                  | 0.055       |
|    value_loss           | 0.00609     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.596      |
| time/                   |            |
|    fps                  | 86         |
|    iterations           | 43         |
|    time_elapsed         | 1871       |
|    total_timesteps      | 161250     |
| train/                  |            |
|    approx_kl            | 0.01566542 |
|    clip_fraction        | 0.495      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.826      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.0561     |
|    n_updates            | 840        |
|    policy_gradient_loss | 0.0104     |
|    std                  | 0.055      |
|    value_loss           | 0.00636    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.597      |
| time/                   |            |
|    fps                  | 86         |
|    iterations           | 44         |
|    time_elapsed         | 1911       |
|    total_timesteps      | 165000     |
| train/                  |            |
|    approx_kl            | 0.02532538 |
|    clip_fraction        | 0.447      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.836      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.0505     |
|    n_updates            | 860        |
|    policy_gradient_loss | 0.0134     |
|    std                  | 0.055      |
|    value_loss           | 0.00569    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.591       |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 45          |
|    time_elapsed         | 1952        |
|    total_timesteps      | 168750      |
| train/                  |             |
|    approx_kl            | 0.025014453 |
|    clip_fraction        | 0.484       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
