Logging to ./data/ppo_3l/seed_3
---------------------------------
| rollout/           |          |
|    loss                 | 0.0338      |
|    n_updates            | 80          |
|    policy_gradient_loss | 0.0161      |
|    std                  | 0.055       |
|    value_loss           | 0.0167      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.58        |
| time/                   |             |
|    fps                  | 109         |
|    iterations           | 6           |
|    time_elapsed         | 261         |
|    total_timesteps      | 28500       |
| train/                  |             |
|    approx_kl            | 0.030805083 |
|    clip_fraction        | 0.505       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.573       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0358      |
|    n_updates            | 100         |
|    policy_gradient_loss | 0.0179      |
|    std                  | 0.055       |
|    value_loss           | 0.0133      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.58        |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 7           |
|    time_elapsed         | 300         |
|    total_timesteps      | 33250       |
| train/                  |             |
|    approx_kl            | 0.028158939 |
|    clip_fraction        | 0.477       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.588       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0405      |
|    n_updates            | 120         |
|    policy_gradient_loss | 0.0135      |
|    std                  | 0.055       |
|    value_loss           | 0.014       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.582       |
| time/                   |             |
|    fps                  | 111         |
|    iterations           | 8           |
|    time_elapsed         | 340         |
|    total_timesteps      | 38000       |
| train/                  |             |
|    approx_kl            | 0.023413092 |
|    clip_fraction        | 0.49        |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.636       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0366      |
|    n_updates            | 140         |
|    policy_gradient_loss | 0.013       |
|    std                  | 0.055       |
|    value_loss           | 0.013       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.581       |
| time/                   |             |
|    fps                  | 112         |
|    iterations           | 9           |
|    time_elapsed         | 379         |
|    total_timesteps      | 42750       |
| train/                  |             |
|    approx_kl            | 0.035013724 |
|    clip_fraction        | 0.478       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.641       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.00732     |
|    n_updates            | 160         |
|    policy_gradient_loss | 0.0141      |
|    std                  | 0.055       |
|    value_loss           | 0.0134      |
-----------------------------------------
----------------------------------------
| eval/                   |            |
|    mean_ep_length       | 5          |
|    mean_reward          | 0.612      |
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.583      |
| time/                   |            |
|    fps                  | 107        |
|    iterations           | 10         |
|    time_elapsed         | 441        |
|    total_timesteps      | 47500      |
| train/                  |            |
|    approx_kl            | 0.04541217 |
|    clip_fraction        | 0.487      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.638      |
|    learning_rate        | 1e-05      |
|    loss                 | -0.0041    |
|    n_updates            | 180        |
|    policy_gradient_loss | 0.0134     |
|    std                  | 0.055      |
|    value_loss           | 0.013      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.581       |
| time/                   |             |
|    fps                  | 108         |
|    iterations           | 11          |
|    time_elapsed         | 482         |
|    total_timesteps      | 52250       |
| train/                  |             |
|    approx_kl            | 0.030433191 |
|    clip_fraction        | 0.486       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.673       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0218      |
|    n_updates            | 200         |
|    policy_gradient_loss | 0.00924     |
|    std                  | 0.055       |
|    value_loss           | 0.0119      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.581       |
| time/                   |             |
|    fps                  | 109         |
|    iterations           | 12          |
|    time_elapsed         | 521         |
|    total_timesteps      | 57000       |
| train/                  |             |
|    approx_kl            | 0.021708623 |
|    clip_fraction        | 0.436       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.676       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0473      |
|    n_updates            | 220         |
|    policy_gradient_loss | 0.00663     |
|    std                  | 0.055       |
|    value_loss           | 0.0116      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.583       |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 13          |
|    time_elapsed         | 560         |
|    total_timesteps      | 61750       |
| train/                  |             |
|    approx_kl            | 0.018404176 |
|    clip_fraction        | 0.424       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.706       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0489      |
|    n_updates            | 240         |
|    policy_gradient_loss | 0.00694     |
|    std                  | 0.055       |
|    value_loss           | 0.0101      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.591       |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 14          |
|    time_elapsed         | 600         |
|    total_timesteps      | 66500       |
| train/                  |             |
|    approx_kl            | 0.028666066 |
|    clip_fraction        | 0.49        |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.71        |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0611      |
|    n_updates            | 260         |
|    policy_gradient_loss | 0.0126      |
|    std                  | 0.055       |
|    value_loss           | 0.0102      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.587       |
| time/                   |             |
|    fps                  | 111         |
|    iterations           | 15          |
|    time_elapsed         | 639         |
|    total_timesteps      | 71250       |
| train/                  |             |
|    approx_kl            | 0.022952253 |
|    clip_fraction        | 0.443       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.712       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0339      |
|    n_updates            | 280         |
|    policy_gradient_loss | 0.00854     |
|    std                  | 0.055       |
|    value_loss           | 0.0113      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.588       |
| time/                   |             |
|    fps                  | 112         |
|    iterations           | 16          |
|    time_elapsed         | 678         |
|    total_timesteps      | 76000       |
| train/                  |             |
|    approx_kl            | 0.024384504 |
|    clip_fraction        | 0.422       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.736       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0573      |
|    n_updates            | 300         |
|    policy_gradient_loss | 0.0125      |
|    std                  | 0.055       |
|    value_loss           | 0.00931     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.588       |
| time/                   |             |
|    fps                  | 112         |
|    iterations           | 17          |
|    time_elapsed         | 719         |
|    total_timesteps      | 80750       |
| train/                  |             |
|    approx_kl            | 0.021652842 |
|    clip_fraction        | 0.468       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.722       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0291      |
|    n_updates            | 320         |
|    policy_gradient_loss | 0.0077      |
|    std                  | 0.055       |
|    value_loss           | 0.01        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.587      |
| time/                   |            |
|    fps                  | 112        |
|    iterations           | 18         |
|    time_elapsed         | 757        |
|    total_timesteps      | 85500      |
| train/                  |            |
|    approx_kl            | 0.02767486 |
|    clip_fraction        | 0.445      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.747      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.0278     |
|    n_updates            | 340        |
|    policy_gradient_loss | 0.00988    |
|    std                  | 0.055      |
|    value_loss           | 0.00906    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.586       |
| time/                   |             |
|    fps                  | 113         |
|    iterations           | 19          |
|    time_elapsed         | 796         |
|    total_timesteps      | 90250       |
| train/                  |             |
|    approx_kl            | 0.026061853 |
|    clip_fraction        | 0.469       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.747       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0272      |
|    n_updates            | 360         |
|    policy_gradient_loss | 0.0171      |
|    std                  | 0.055       |
|    value_loss           | 0.00994     |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 5           |
|    mean_reward          | 0.626       |
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.591       |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 20          |
|    time_elapsed         | 860         |
|    total_timesteps      | 95000       |
| train/                  |             |
|    approx_kl            | 0.032605823 |
|    clip_fraction        | 0.468       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.755       |
|    learning_rate        | 1e-05       |
|    loss                 | -0.00284    |
|    n_updates            | 380         |
|    policy_gradient_loss | 0.00862     |
|    std                  | 0.055       |
|    value_loss           | 0.00896     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.584      |
| time/                   |            |
|    fps                  | 110        |
|    iterations           | 21         |
|    time_elapsed         | 900        |
|    total_timesteps      | 99750      |
| train/                  |            |
|    approx_kl            | 0.04334027 |
|    clip_fraction        | 0.489      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.767      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.0242     |
|    n_updates            | 400        |
|    policy_gradient_loss | 0.0173     |
|    std                  | 0.055      |
|    value_loss           | 0.0085     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.584       |
| time/                   |             |
|    fps                  | 111         |
|    iterations           | 22          |
|    time_elapsed         | 940         |
|    total_timesteps      | 104500      |
| train/                  |             |
|    approx_kl            | 0.031238072 |
|    clip_fraction        | 0.495       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.777       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.00219     |
|    n_updates            | 420         |
|    policy_gradient_loss | 0.0124      |
|    std                  | 0.055       |
|    value_loss           | 0.00837     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.59        |
| time/                   |             |
|    fps                  | 111         |
|    iterations           | 23          |
|    time_elapsed         | 979         |
|    total_timesteps      | 109250      |
| train/                  |             |
|    approx_kl            | 0.022329465 |
|    clip_fraction        | 0.486       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.772       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0298      |
|    n_updates            | 440         |
|    policy_gradient_loss | 0.0138      |
|    std                  | 0.055       |
|    value_loss           | 0.00846     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.591       |
| time/                   |             |
|    fps                  | 111         |
|    iterations           | 24          |
|    time_elapsed         | 1018        |
|    total_timesteps      | 114000      |
| train/                  |             |
|    approx_kl            | 0.022372574 |
|    clip_fraction        | 0.444       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.781       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.012       |
|    n_updates            | 460         |
|    policy_gradient_loss | 0.00847     |
|    std                  | 0.055       |
|    value_loss           | 0.00818     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.592       |
| time/                   |             |
|    fps                  | 112         |
|    iterations           | 25          |
|    time_elapsed         | 1056        |
|    total_timesteps      | 118750      |
| train/                  |             |
|    approx_kl            | 0.017302215 |
|    clip_fraction        | 0.431       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.781       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0416      |
|    n_updates            | 480         |
|    policy_gradient_loss | 0.00817     |
|    std                  | 0.055       |
|    value_loss           | 0.00854     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.593       |
| time/                   |             |
|    fps                  | 112         |
|    iterations           | 26          |
|    time_elapsed         | 1097        |
|    total_timesteps      | 123500      |
| train/                  |             |
|    approx_kl            | 0.027970612 |
|    clip_fraction        | 0.481       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.775       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0261      |
|    n_updates            | 500         |
|    policy_gradient_loss | 0.00797     |
|    std                  | 0.055       |
|    value_loss           | 0.00781     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.59        |
| time/                   |             |
|    fps                  | 112         |
|    iterations           | 27          |
|    time_elapsed         | 1135        |
|    total_timesteps      | 128250      |
| train/                  |             |
|    approx_kl            | 0.015352069 |
|    clip_fraction        | 0.42        |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.784       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0607      |
|    n_updates            | 520         |
|    policy_gradient_loss | 0.008       |
|    std                  | 0.055       |
|    value_loss           | 0.00792     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.596       |
| time/                   |             |
|    fps                  | 113         |
|    iterations           | 28          |
|    time_elapsed         | 1174        |
|    total_timesteps      | 133000      |
| train/                  |             |
|    approx_kl            | 0.019132864 |
|    clip_fraction        | 0.457       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.795       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0345      |
|    n_updates            | 540         |
|    policy_gradient_loss | 0.00753     |
|    std                  | 0.055       |
|    value_loss           | 0.00764     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.594       |
| time/                   |             |
|    fps                  | 113         |
|    iterations           | 29          |
|    time_elapsed         | 1212        |
|    total_timesteps      | 137750      |
| train/                  |             |
|    approx_kl            | 0.024670513 |
|    clip_fraction        | 0.44        |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.803       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0329      |
|    n_updates            | 560         |
|    policy_gradient_loss | 0.0106      |
|    std                  | 0.055       |
|    value_loss           | 0.00735     |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 5           |
|    mean_reward          | 0.636       |
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.591       |
| time/                   |             |
|    fps                  | 112         |
|    iterations           | 30          |
|    time_elapsed         | 1272        |
|    total_timesteps      | 142500      |
| train/                  |             |
|    approx_kl            | 0.026975533 |
|    clip_fraction        | 0.433       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.816       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0451      |
|    n_updates            | 580         |
|    policy_gradient_loss | 0.0117      |
|    std                  | 0.055       |
|    value_loss           | 0.00678     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.592       |
| time/                   |             |
|    fps                  | 112         |
|    iterations           | 31          |
|    time_elapsed         | 1311        |
|    total_timesteps      | 147250      |
| train/                  |             |
|    approx_kl            | 0.028170941 |
|    clip_fraction        | 0.457       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.805       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0332      |
|    n_updates            | 600         |
|    policy_gradient_loss | 0.0113      |
|    std                  | 0.055       |
|    value_loss           | 0.007       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.596       |
| time/                   |             |
|    fps                  | 112         |
|    iterations           | 32          |
|    time_elapsed         | 1349        |
|    total_timesteps      | 152000      |
| train/                  |             |
|    approx_kl            | 0.021581916 |
|    clip_fraction        | 0.475       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.808       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0608      |
|    n_updates            | 620         |
|    policy_gradient_loss | 0.0112      |
|    std                  | 0.055       |
|    value_loss           | 0.00697     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.597       |
| time/                   |             |
|    fps                  | 112         |
|    iterations           | 33          |
|    time_elapsed         | 1388        |
|    total_timesteps      | 156750      |
| train/                  |             |
|    approx_kl            | 0.020938085 |
|    clip_fraction        | 0.467       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.812       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0277      |
|    n_updates            | 640         |
|    policy_gradient_loss | 0.00598     |
|    std                  | 0.055       |
|    value_loss           | 0.0069      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.596       |
| time/                   |             |
|    fps                  | 113         |
|    iterations           | 34          |
|    time_elapsed         | 1426        |
|    total_timesteps      | 161500      |
| train/                  |             |
|    approx_kl            | 0.023406336 |
|    clip_fraction        | 0.439       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.817       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0482      |
|    n_updates            | 660         |
|    policy_gradient_loss | 0.00781     |
|    std                  | 0.055       |
|    value_loss           | 0.00687     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.597       |
| time/                   |             |
|    fps                  | 113         |
|    iterations           | 35          |
|    time_elapsed         | 1465        |
|    total_timesteps      | 166250      |
| train/                  |             |
|    approx_kl            | 0.016054438 |
|    clip_fraction        | 0.427       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.817       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0613      |
|    n_updates            | 680         |
|    policy_gradient_loss | 0.0115      |
|    std                  | 0.055       |
|    value_loss           | 0.00679     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.597       |
| time/                   |             |
|    fps                  | 113         |
|    iterations           | 36          |
|    time_elapsed         | 1502        |
|    total_timesteps      | 171000      |
| train/                  |             |
|    approx_kl            | 0.011906146 |
|    clip_fraction        | 0.356       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.82        |
|    learning_rate        | 1e-05       |
|    loss                 | 0.08        |
|    n_updates            | 700         |
|    policy_gradient_loss | 0.00467     |
|    std                  | 0.055       |
|    value_loss           | 0.00672     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.596       |
| time/                   |             |
|    fps                  | 113         |
|    iterations           | 37          |
|    time_elapsed         | 1542        |
|    total_timesteps      | 175750      |
| train/                  |             |
|    approx_kl            | 0.027491653 |
|    clip_fraction        | 0.448       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.821       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0312      |
|    n_updates            | 720         |
|    policy_gradient_loss | 0.00578     |
|    std                  | 0.055       |
|    value_loss           | 0.00668     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.599       |
| time/                   |             |
|    fps                  | 114         |
|    iterations           | 38          |
|    time_elapsed         | 1581        |
|    total_timesteps      | 180500      |
| train/                  |             |
|    approx_kl            | 0.020692287 |
|    clip_fraction        | 0.455       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.828       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0433      |
|    n_updates            | 740         |
|    policy_gradient_loss | 0.0106      |
|    std                  | 0.055       |
|    value_loss           | 0.00613     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.598       |
| time/                   |             |
|    fps                  | 114         |
|    iterations           | 39          |
|    time_elapsed         | 1620        |
|    total_timesteps      | 185250      |
| train/                  |             |
|    approx_kl            | 0.023192368 |
|    clip_fraction        | 0.47        |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.828       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0598      |
|    n_updates            | 760         |
|    policy_gradient_loss | 0.0145      |
|    std                  | 0.055       |
|    value_loss           | 0.00634     |
-----------------------------------------
----------------------------------------
| eval/                   |            |
|    mean_ep_length       | 5          |
|    mean_reward          | 0.644      |
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.597      |
| time/                   |            |
|    fps                  | 112        |
|    iterations           | 40         |
|    time_elapsed         | 1682       |
|    total_timesteps      | 190000     |
| train/                  |            |
|    approx_kl            | 0.02249044 |
|    clip_fraction        | 0.471      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.833      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.0344     |
|    n_updates            | 780        |
|    policy_gradient_loss | 0.0137     |
|    std                  | 0.055      |
|    value_loss           | 0.00601    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.598      |
| time/                   |            |
|    fps                  | 113        |
|    iterations           | 41         |
|    time_elapsed         | 1721       |
|    total_timesteps      | 194750     |
| train/                  |            |
|    approx_kl            | 0.03125961 |
|    clip_fraction        | 0.452      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.829      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.0341     |
|    n_updates            | 800        |
|    policy_gradient_loss | 0.0156     |
|    std                  | 0.055      |
|    value_loss           | 0.00599    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.6         |
| time/                   |             |
|    fps                  | 113         |
|    iterations           | 42          |
|    time_elapsed         | 1760        |
|    total_timesteps      | 199500      |
| train/                  |             |
|    approx_kl            | 0.014787123 |
|    clip_fraction        | 0.407       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.837       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0397      |
|    n_updates            | 820         |
|    policy_gradient_loss | 0.00662     |
|    std                  | 0.055       |
|    value_loss           | 0.00595     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.6        |
| time/                   |            |
|    fps                  | 113        |
|    iterations           | 43         |
|    time_elapsed         | 1799       |
|    total_timesteps      | 204250     |
| train/                  |            |
|    approx_kl            | 0.02333018 |
|    clip_fraction        | 0.476      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.842      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.0317     |
|    n_updates            | 840        |
|    policy_gradient_loss | 0.0135     |
|    std                  | 0.055      |
|    value_loss           | 0.00568    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.603      |
| time/                   |            |
|    fps                  | 113        |
|    iterations           | 44         |
|    time_elapsed         | 1839       |
|    total_timesteps      | 209000     |
| train/                  |            |
|    approx_kl            | 0.04535812 |
|    clip_fraction        | 0.471      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.839      |
|    learning_rate        | 1e-05      |
|    loss                 | -0.0204    |
|    n_updates            | 860        |
|    policy_gradient_loss | 0.00727    |
|    std                  | 0.055      |
|    value_loss           | 0.00611    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.599       |
| time/                   |             |
|    fps                  | 113         |
|    iterations           | 45          |
|    time_elapsed         | 1878        |
|    total_timesteps      | 213750      |
| train/                  |             |
|    approx_kl            | 0.025499536 |
|    clip_fraction        | 0.482       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
