Logging to ./data/ppo_1l/seed_3
---------------------------------
| rollout/           |          |
|    clip_fraction        | 0.012        |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.95        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.131        |
|    n_updates            | 120          |
|    policy_gradient_loss | -0.00408     |
|    std                  | 0.055        |
|    value_loss           | 0.226        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.681        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 8            |
|    time_elapsed         | 617          |
|    total_timesteps      | 40000        |
| train/                  |              |
|    approx_kl            | 0.0011440417 |
|    clip_fraction        | 0.00788      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.8         |
|    learning_rate        | 1e-06        |
|    loss                 | 0.123        |
|    n_updates            | 140          |
|    policy_gradient_loss | -0.00356     |
|    std                  | 0.055        |
|    value_loss           | 0.204        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.682        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 9            |
|    time_elapsed         | 693          |
|    total_timesteps      | 45000        |
| train/                  |              |
|    approx_kl            | 0.0010492911 |
|    clip_fraction        | 0.0114       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.79        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.121        |
|    n_updates            | 160          |
|    policy_gradient_loss | -0.00386     |
|    std                  | 0.055        |
|    value_loss           | 0.193        |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.696        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.678        |
| time/                   |              |
|    fps                  | 63           |
|    iterations           | 10           |
|    time_elapsed         | 788          |
|    total_timesteps      | 50000        |
| train/                  |              |
|    approx_kl            | 0.0012437816 |
|    clip_fraction        | 0.0105       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.65        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.108        |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.00423     |
|    std                  | 0.055        |
|    value_loss           | 0.179        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 63           |
|    iterations           | 11           |
|    time_elapsed         | 864          |
|    total_timesteps      | 55000        |
| train/                  |              |
|    approx_kl            | 0.0011059571 |
|    clip_fraction        | 0.00626      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.59        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.106        |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.00372     |
|    std                  | 0.055        |
|    value_loss           | 0.174        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.674        |
| time/                   |              |
|    fps                  | 63           |
|    iterations           | 12           |
|    time_elapsed         | 939          |
|    total_timesteps      | 60000        |
| train/                  |              |
|    approx_kl            | 0.0010320887 |
|    clip_fraction        | 0.0106       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.46        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0958       |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.00415     |
|    std                  | 0.055        |
|    value_loss           | 0.154        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 13           |
|    time_elapsed         | 1014         |
|    total_timesteps      | 65000        |
| train/                  |              |
|    approx_kl            | 0.0010836389 |
|    clip_fraction        | 0.00837      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.57        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0991       |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.00398     |
|    std                  | 0.055        |
|    value_loss           | 0.153        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.679        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 14           |
|    time_elapsed         | 1090         |
|    total_timesteps      | 70000        |
| train/                  |              |
|    approx_kl            | 0.0014027274 |
|    clip_fraction        | 0.0187       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.42        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0886       |
|    n_updates            | 260          |
|    policy_gradient_loss | -0.00477     |
|    std                  | 0.055        |
|    value_loss           | 0.141        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 15           |
|    time_elapsed         | 1166         |
|    total_timesteps      | 75000        |
| train/                  |              |
|    approx_kl            | 0.0011889434 |
|    clip_fraction        | 0.00831      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.49        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0982       |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.0038      |
|    std                  | 0.055        |
|    value_loss           | 0.139        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.678        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 16           |
|    time_elapsed         | 1241         |
|    total_timesteps      | 80000        |
| train/                  |              |
|    approx_kl            | 0.0012882968 |
|    clip_fraction        | 0.0189       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.42        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0837       |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.00491     |
|    std                  | 0.055        |
|    value_loss           | 0.132        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.672        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 17           |
|    time_elapsed         | 1317         |
|    total_timesteps      | 85000        |
| train/                  |              |
|    approx_kl            | 0.0013082089 |
|    clip_fraction        | 0.0181       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.38        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0874       |
|    n_updates            | 320          |
|    policy_gradient_loss | -0.00388     |
|    std                  | 0.055        |
|    value_loss           | 0.127        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 18           |
|    time_elapsed         | 1393         |
|    total_timesteps      | 90000        |
| train/                  |              |
|    approx_kl            | 0.0012521808 |
|    clip_fraction        | 0.011        |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.36        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0838       |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.00353     |
|    std                  | 0.055        |
|    value_loss           | 0.123        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.679        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 19           |
|    time_elapsed         | 1468         |
|    total_timesteps      | 95000        |
| train/                  |              |
|    approx_kl            | 0.0010420482 |
|    clip_fraction        | 0.00647      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.34        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0788       |
|    n_updates            | 360          |
|    policy_gradient_loss | -0.00333     |
|    std                  | 0.055        |
|    value_loss           | 0.12         |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 5           |
|    mean_reward          | 0.692       |
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.688       |
| time/                   |             |
|    fps                  | 63          |
|    iterations           | 20          |
|    time_elapsed         | 1564        |
|    total_timesteps      | 100000      |
| train/                  |             |
|    approx_kl            | 0.001341179 |
|    clip_fraction        | 0.0161      |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -1.26       |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0845      |
|    n_updates            | 380         |
|    policy_gradient_loss | -0.00416    |
|    std                  | 0.055       |
|    value_loss           | 0.115       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.685        |
| time/                   |              |
|    fps                  | 63           |
|    iterations           | 21           |
|    time_elapsed         | 1640         |
|    total_timesteps      | 105000       |
| train/                  |              |
|    approx_kl            | 0.0010119064 |
|    clip_fraction        | 0.0089       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.3         |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0826       |
|    n_updates            | 400          |
|    policy_gradient_loss | -0.00331     |
|    std                  | 0.055        |
|    value_loss           | 0.112        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.682       |
| time/                   |             |
|    fps                  | 64          |
|    iterations           | 22          |
|    time_elapsed         | 1716        |
|    total_timesteps      | 110000      |
| train/                  |             |
|    approx_kl            | 0.001022099 |
|    clip_fraction        | 0.00968     |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -1.24       |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0798      |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.00384    |
|    std                  | 0.055       |
|    value_loss           | 0.107       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.679        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 23           |
|    time_elapsed         | 1792         |
|    total_timesteps      | 115000       |
| train/                  |              |
|    approx_kl            | 0.0010344984 |
|    clip_fraction        | 0.00636      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.24        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0784       |
|    n_updates            | 440          |
|    policy_gradient_loss | -0.00369     |
|    std                  | 0.055        |
|    value_loss           | 0.107        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.681        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 24           |
|    time_elapsed         | 1868         |
|    total_timesteps      | 120000       |
| train/                  |              |
|    approx_kl            | 0.0012547132 |
|    clip_fraction        | 0.0131       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.14        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0751       |
|    n_updates            | 460          |
|    policy_gradient_loss | -0.00392     |
|    std                  | 0.055        |
|    value_loss           | 0.101        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.675        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 25           |
|    time_elapsed         | 1944         |
|    total_timesteps      | 125000       |
| train/                  |              |
|    approx_kl            | 0.0011365765 |
|    clip_fraction        | 0.00882      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.09        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0658       |
|    n_updates            | 480          |
|    policy_gradient_loss | -0.00358     |
|    std                  | 0.055        |
|    value_loss           | 0.0988       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.69        |
| time/                   |             |
|    fps                  | 64          |
|    iterations           | 26          |
|    time_elapsed         | 2019        |
|    total_timesteps      | 130000      |
| train/                  |             |
|    approx_kl            | 0.001199428 |
|    clip_fraction        | 0.00876     |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -1.09       |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0712      |
|    n_updates            | 500         |
|    policy_gradient_loss | -0.00392    |
|    std                  | 0.055       |
|    value_loss           | 0.0961      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.682        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 27           |
|    time_elapsed         | 2096         |
|    total_timesteps      | 135000       |
| train/                  |              |
|    approx_kl            | 0.0010397434 |
|    clip_fraction        | 0.00789      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.983       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0707       |
|    n_updates            | 520          |
|    policy_gradient_loss | -0.00341     |
|    std                  | 0.055        |
|    value_loss           | 0.0928       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 0.68          |
| time/                   |               |
|    fps                  | 64            |
|    iterations           | 28            |
|    time_elapsed         | 2172          |
|    total_timesteps      | 140000        |
| train/                  |               |
|    approx_kl            | 0.00088493363 |
|    clip_fraction        | 0.00325       |
|    clip_range           | 0.1           |
|    entropy_loss         | -31.1         |
|    explained_variance   | -1.1          |
|    learning_rate        | 1e-06         |
|    loss                 | 0.0723        |
|    n_updates            | 540           |
|    policy_gradient_loss | -0.00335      |
|    std                  | 0.055         |
|    value_loss           | 0.0963        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.682        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 29           |
|    time_elapsed         | 2247         |
|    total_timesteps      | 145000       |
| train/                  |              |
|    approx_kl            | 0.0012854724 |
|    clip_fraction        | 0.0104       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.877       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0682       |
|    n_updates            | 560          |
|    policy_gradient_loss | -0.00414     |
|    std                  | 0.055        |
|    value_loss           | 0.0866       |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.684        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 30           |
|    time_elapsed         | 2342         |
|    total_timesteps      | 150000       |
| train/                  |              |
|    approx_kl            | 0.0013494435 |
|    clip_fraction        | 0.0139       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.927       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0654       |
|    n_updates            | 580          |
|    policy_gradient_loss | -0.00427     |
|    std                  | 0.055        |
|    value_loss           | 0.0887       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 0.687         |
| time/                   |               |
|    fps                  | 64            |
|    iterations           | 31            |
|    time_elapsed         | 2418          |
|    total_timesteps      | 155000        |
| train/                  |               |
|    approx_kl            | 0.00093328924 |
|    clip_fraction        | 0.00397       |
|    clip_range           | 0.1           |
|    entropy_loss         | -31.1         |
|    explained_variance   | -0.827        |
|    learning_rate        | 1e-06         |
|    loss                 | 0.0661        |
|    n_updates            | 600           |
|    policy_gradient_loss | -0.00309      |
|    std                  | 0.055         |
|    value_loss           | 0.0841        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.692        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 32           |
|    time_elapsed         | 2494         |
|    total_timesteps      | 160000       |
| train/                  |              |
|    approx_kl            | 0.0011308164 |
|    clip_fraction        | 0.0118       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.899       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0719       |
|    n_updates            | 620          |
|    policy_gradient_loss | -0.00365     |
|    std                  | 0.055        |
|    value_loss           | 0.0853       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.684       |
| time/                   |             |
|    fps                  | 64          |
|    iterations           | 33          |
|    time_elapsed         | 2570        |
|    total_timesteps      | 165000      |
| train/                  |             |
|    approx_kl            | 0.001146021 |
|    clip_fraction        | 0.00897     |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -0.746      |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0661      |
|    n_updates            | 640         |
|    policy_gradient_loss | -0.00393    |
|    std                  | 0.055       |
|    value_loss           | 0.0799      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.684        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 34           |
|    time_elapsed         | 2645         |
|    total_timesteps      | 170000       |
| train/                  |              |
|    approx_kl            | 0.0012464123 |
|    clip_fraction        | 0.00891      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.75        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0652       |
|    n_updates            | 660          |
|    policy_gradient_loss | -0.00375     |
|    std                  | 0.055        |
|    value_loss           | 0.0783       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.684        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 35           |
|    time_elapsed         | 2719         |
|    total_timesteps      | 175000       |
| train/                  |              |
|    approx_kl            | 0.0011362636 |
|    clip_fraction        | 0.0129       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.638       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0627       |
|    n_updates            | 680          |
|    policy_gradient_loss | -0.00385     |
|    std                  | 0.055        |
|    value_loss           | 0.0738       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.687        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 36           |
|    time_elapsed         | 2794         |
|    total_timesteps      | 180000       |
| train/                  |              |
|    approx_kl            | 0.0010507818 |
|    clip_fraction        | 0.00878      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.634       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0623       |
|    n_updates            | 700          |
|    policy_gradient_loss | -0.00377     |
|    std                  | 0.055        |
|    value_loss           | 0.0735       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.684        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 37           |
|    time_elapsed         | 2869         |
|    total_timesteps      | 185000       |
| train/                  |              |
|    approx_kl            | 0.0013298098 |
|    clip_fraction        | 0.014        |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.597       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0576       |
|    n_updates            | 720          |
|    policy_gradient_loss | -0.00381     |
|    std                  | 0.055        |
|    value_loss           | 0.0725       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.688        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 38           |
|    time_elapsed         | 2943         |
|    total_timesteps      | 190000       |
| train/                  |              |
|    approx_kl            | 0.0011482546 |
|    clip_fraction        | 0.0107       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.606       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0601       |
|    n_updates            | 740          |
|    policy_gradient_loss | -0.00405     |
|    std                  | 0.055        |
|    value_loss           | 0.0718       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.684        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 39           |
|    time_elapsed         | 3018         |
|    total_timesteps      | 195000       |
| train/                  |              |
|    approx_kl            | 0.0011425912 |
|    clip_fraction        | 0.00653      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.591       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0561       |
|    n_updates            | 760          |
|    policy_gradient_loss | -0.00385     |
|    std                  | 0.055        |
|    value_loss           | 0.0706       |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 5           |
|    mean_reward          | 0.676       |
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.682       |
| time/                   |             |
|    fps                  | 64          |
|    iterations           | 40          |
|    time_elapsed         | 3111        |
|    total_timesteps      | 200000      |
| train/                  |             |
|    approx_kl            | 0.001314831 |
|    clip_fraction        | 0.0184      |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -0.521      |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0631      |
|    n_updates            | 780         |
|    policy_gradient_loss | -0.00404    |
|    std                  | 0.055       |
|    value_loss           | 0.068       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.689        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 41           |
|    time_elapsed         | 3186         |
|    total_timesteps      | 205000       |
| train/                  |              |
|    approx_kl            | 0.0012783164 |
|    clip_fraction        | 0.0118       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.46        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0555       |
|    n_updates            | 800          |
|    policy_gradient_loss | -0.00411     |
|    std                  | 0.055        |
|    value_loss           | 0.0647       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.691        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 42           |
|    time_elapsed         | 3261         |
|    total_timesteps      | 210000       |
| train/                  |              |
|    approx_kl            | 0.0011234687 |
|    clip_fraction        | 0.00992      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.435       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0557       |
|    n_updates            | 820          |
|    policy_gradient_loss | -0.00335     |
|    std                  | 0.055        |
|    value_loss           | 0.0639       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.692        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 43           |
|    time_elapsed         | 3335         |
|    total_timesteps      | 215000       |
| train/                  |              |
|    approx_kl            | 0.0012854167 |
|    clip_fraction        | 0.0144       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.402       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0525       |
|    n_updates            | 840          |
|    policy_gradient_loss | -0.00414     |
|    std                  | 0.055        |
|    value_loss           | 0.063        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.682        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 44           |
|    time_elapsed         | 3410         |
|    total_timesteps      | 220000       |
| train/                  |              |
|    approx_kl            | 0.0012814174 |
|    clip_fraction        | 0.0134       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.361       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0527       |
|    n_updates            | 860          |
|    policy_gradient_loss | -0.00395     |
|    std                  | 0.055        |
|    value_loss           | 0.0608       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.68         |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 45           |
|    time_elapsed         | 3484         |
|    total_timesteps      | 225000       |
| train/                  |              |
|    approx_kl            | 0.0012355028 |
|    clip_fraction        | 0.00936      |
|    clip_range           | 0.1          |
