Logging to ./data/ppo_3l/seed_1
---------------------------------
| rollout/           |          |
|    total_timesteps      | 52250       |
| train/                  |             |
|    approx_kl            | 0.032280423 |
|    clip_fraction        | 0.485       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.696       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0108      |
|    n_updates            | 200         |
|    policy_gradient_loss | 0.00871     |
|    std                  | 0.055       |
|    value_loss           | 0.0105      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.58        |
| time/                   |             |
|    fps                  | 106         |
|    iterations           | 12          |
|    time_elapsed         | 535         |
|    total_timesteps      | 57000       |
| train/                  |             |
|    approx_kl            | 0.021785682 |
|    clip_fraction        | 0.44        |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.706       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0431      |
|    n_updates            | 220         |
|    policy_gradient_loss | 0.0122      |
|    std                  | 0.055       |
|    value_loss           | 0.0101      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.584      |
| time/                   |            |
|    fps                  | 107        |
|    iterations           | 13         |
|    time_elapsed         | 574        |
|    total_timesteps      | 61750      |
| train/                  |            |
|    approx_kl            | 0.03520666 |
|    clip_fraction        | 0.4        |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.706      |
|    learning_rate        | 1e-05      |
|    loss                 | -0.0131    |
|    n_updates            | 240        |
|    policy_gradient_loss | 0.00428    |
|    std                  | 0.055      |
|    value_loss           | 0.0109     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.583       |
| time/                   |             |
|    fps                  | 108         |
|    iterations           | 14          |
|    time_elapsed         | 615         |
|    total_timesteps      | 66500       |
| train/                  |             |
|    approx_kl            | 0.028826445 |
|    clip_fraction        | 0.505       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.724       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0234      |
|    n_updates            | 260         |
|    policy_gradient_loss | 0.0128      |
|    std                  | 0.055       |
|    value_loss           | 0.00925     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.585       |
| time/                   |             |
|    fps                  | 109         |
|    iterations           | 15          |
|    time_elapsed         | 653         |
|    total_timesteps      | 71250       |
| train/                  |             |
|    approx_kl            | 0.014304477 |
|    clip_fraction        | 0.39        |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.73        |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0645      |
|    n_updates            | 280         |
|    policy_gradient_loss | 0.00255     |
|    std                  | 0.055       |
|    value_loss           | 0.00956     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.586       |
| time/                   |             |
|    fps                  | 109         |
|    iterations           | 16          |
|    time_elapsed         | 693         |
|    total_timesteps      | 76000       |
| train/                  |             |
|    approx_kl            | 0.025623724 |
|    clip_fraction        | 0.5         |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.741       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.054       |
|    n_updates            | 300         |
|    policy_gradient_loss | 0.0165      |
|    std                  | 0.055       |
|    value_loss           | 0.00927     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.587       |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 17          |
|    time_elapsed         | 733         |
|    total_timesteps      | 80750       |
| train/                  |             |
|    approx_kl            | 0.025304334 |
|    clip_fraction        | 0.499       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.749       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.038       |
|    n_updates            | 320         |
|    policy_gradient_loss | 0.00988     |
|    std                  | 0.055       |
|    value_loss           | 0.00892     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.58        |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 18          |
|    time_elapsed         | 775         |
|    total_timesteps      | 85500       |
| train/                  |             |
|    approx_kl            | 0.029473761 |
|    clip_fraction        | 0.479       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.757       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0214      |
|    n_updates            | 340         |
|    policy_gradient_loss | 0.00937     |
|    std                  | 0.055       |
|    value_loss           | 0.009       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.59        |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 19          |
|    time_elapsed         | 815         |
|    total_timesteps      | 90250       |
| train/                  |             |
|    approx_kl            | 0.043496788 |
|    clip_fraction        | 0.473       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.761       |
|    learning_rate        | 1e-05       |
|    loss                 | -0.00253    |
|    n_updates            | 360         |
|    policy_gradient_loss | 0.0124      |
|    std                  | 0.055       |
|    value_loss           | 0.00924     |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 5           |
|    mean_reward          | 0.623       |
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.588       |
| time/                   |             |
|    fps                  | 108         |
|    iterations           | 20          |
|    time_elapsed         | 878         |
|    total_timesteps      | 95000       |
| train/                  |             |
|    approx_kl            | 0.037440237 |
|    clip_fraction        | 0.481       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.771       |
|    learning_rate        | 1e-05       |
|    loss                 | -0.00742    |
|    n_updates            | 380         |
|    policy_gradient_loss | 0.00877     |
|    std                  | 0.055       |
|    value_loss           | 0.00796     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.586       |
| time/                   |             |
|    fps                  | 108         |
|    iterations           | 21          |
|    time_elapsed         | 917         |
|    total_timesteps      | 99750       |
| train/                  |             |
|    approx_kl            | 0.026332982 |
|    clip_fraction        | 0.439       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.779       |
|    learning_rate        | 1e-05       |
|    loss                 | -0.00242    |
|    n_updates            | 400         |
|    policy_gradient_loss | 0.00732     |
|    std                  | 0.055       |
|    value_loss           | 0.00785     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.581       |
| time/                   |             |
|    fps                  | 109         |
|    iterations           | 22          |
|    time_elapsed         | 957         |
|    total_timesteps      | 104500      |
| train/                  |             |
|    approx_kl            | 0.021730045 |
|    clip_fraction        | 0.484       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.776       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0379      |
|    n_updates            | 420         |
|    policy_gradient_loss | 0.014       |
|    std                  | 0.055       |
|    value_loss           | 0.00841     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.586       |
| time/                   |             |
|    fps                  | 109         |
|    iterations           | 23          |
|    time_elapsed         | 996         |
|    total_timesteps      | 109250      |
| train/                  |             |
|    approx_kl            | 0.021662885 |
|    clip_fraction        | 0.448       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.782       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0406      |
|    n_updates            | 440         |
|    policy_gradient_loss | 0.00803     |
|    std                  | 0.055       |
|    value_loss           | 0.00819     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.588       |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 24          |
|    time_elapsed         | 1035        |
|    total_timesteps      | 114000      |
| train/                  |             |
|    approx_kl            | 0.023007287 |
|    clip_fraction        | 0.469       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.785       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0325      |
|    n_updates            | 460         |
|    policy_gradient_loss | 0.0143      |
|    std                  | 0.055       |
|    value_loss           | 0.00819     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.59        |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 25          |
|    time_elapsed         | 1076        |
|    total_timesteps      | 118750      |
| train/                  |             |
|    approx_kl            | 0.014925934 |
|    clip_fraction        | 0.449       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.785       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0551      |
|    n_updates            | 480         |
|    policy_gradient_loss | 0.00302     |
|    std                  | 0.055       |
|    value_loss           | 0.00813     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.591       |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 26          |
|    time_elapsed         | 1116        |
|    total_timesteps      | 123500      |
| train/                  |             |
|    approx_kl            | 0.021376945 |
|    clip_fraction        | 0.473       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.808       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0561      |
|    n_updates            | 500         |
|    policy_gradient_loss | 0.00815     |
|    std                  | 0.055       |
|    value_loss           | 0.00718     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.585      |
| time/                   |            |
|    fps                  | 111        |
|    iterations           | 27         |
|    time_elapsed         | 1155       |
|    total_timesteps      | 128250     |
| train/                  |            |
|    approx_kl            | 0.01971485 |
|    clip_fraction        | 0.45       |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.807      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.0444     |
|    n_updates            | 520        |
|    policy_gradient_loss | 0.00778    |
|    std                  | 0.055      |
|    value_loss           | 0.00753    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.591       |
| time/                   |             |
|    fps                  | 111         |
|    iterations           | 28          |
|    time_elapsed         | 1192        |
|    total_timesteps      | 133000      |
| train/                  |             |
|    approx_kl            | 0.013399586 |
|    clip_fraction        | 0.341       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.796       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0568      |
|    n_updates            | 540         |
|    policy_gradient_loss | 0.00545     |
|    std                  | 0.055       |
|    value_loss           | 0.0081      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.588      |
| time/                   |            |
|    fps                  | 111        |
|    iterations           | 29         |
|    time_elapsed         | 1231       |
|    total_timesteps      | 137750     |
| train/                  |            |
|    approx_kl            | 0.04021172 |
|    clip_fraction        | 0.476      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.817      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.000417   |
|    n_updates            | 560        |
|    policy_gradient_loss | 0.00989    |
|    std                  | 0.055      |
|    value_loss           | 0.0069     |
----------------------------------------
----------------------------------------
| eval/                   |            |
|    mean_ep_length       | 5          |
|    mean_reward          | 0.632      |
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.59       |
| time/                   |            |
|    fps                  | 110        |
|    iterations           | 30         |
|    time_elapsed         | 1294       |
|    total_timesteps      | 142500     |
| train/                  |            |
|    approx_kl            | 0.03803683 |
|    clip_fraction        | 0.472      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.806      |
|    learning_rate        | 1e-05      |
|    loss                 | -0.0271    |
|    n_updates            | 580        |
|    policy_gradient_loss | 0.00633    |
|    std                  | 0.055      |
|    value_loss           | 0.00733    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.589       |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 31          |
|    time_elapsed         | 1332        |
|    total_timesteps      | 147250      |
| train/                  |             |
|    approx_kl            | 0.033260852 |
|    clip_fraction        | 0.407       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.812       |
|    learning_rate        | 1e-05       |
|    loss                 | -0.0644     |
|    n_updates            | 600         |
|    policy_gradient_loss | 0.00779     |
|    std                  | 0.055       |
|    value_loss           | 0.00642     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.594       |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 32          |
|    time_elapsed         | 1371        |
|    total_timesteps      | 152000      |
| train/                  |             |
|    approx_kl            | 0.024579547 |
|    clip_fraction        | 0.448       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.812       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0416      |
|    n_updates            | 620         |
|    policy_gradient_loss | 0.00926     |
|    std                  | 0.055       |
|    value_loss           | 0.0069      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.596      |
| time/                   |            |
|    fps                  | 111        |
|    iterations           | 33         |
|    time_elapsed         | 1410       |
|    total_timesteps      | 156750     |
| train/                  |            |
|    approx_kl            | 0.04676634 |
|    clip_fraction        | 0.438      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.824      |
|    learning_rate        | 1e-05      |
|    loss                 | -0.0272    |
|    n_updates            | 640        |
|    policy_gradient_loss | 0.0118     |
|    std                  | 0.055      |
|    value_loss           | 0.00642    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.594      |
| time/                   |            |
|    fps                  | 111        |
|    iterations           | 34         |
|    time_elapsed         | 1450       |
|    total_timesteps      | 161500     |
| train/                  |            |
|    approx_kl            | 0.03564902 |
|    clip_fraction        | 0.472      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.825      |
|    learning_rate        | 1e-05      |
|    loss                 | -0.00901   |
|    n_updates            | 660        |
|    policy_gradient_loss | 0.0132     |
|    std                  | 0.055      |
|    value_loss           | 0.00657    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.595       |
| time/                   |             |
|    fps                  | 111         |
|    iterations           | 35          |
|    time_elapsed         | 1488        |
|    total_timesteps      | 166250      |
| train/                  |             |
|    approx_kl            | 0.023149244 |
|    clip_fraction        | 0.46        |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.827       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0572      |
|    n_updates            | 680         |
|    policy_gradient_loss | 0.00826     |
|    std                  | 0.055       |
|    value_loss           | 0.00644     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.592      |
| time/                   |            |
|    fps                  | 111        |
|    iterations           | 36         |
|    time_elapsed         | 1528       |
|    total_timesteps      | 171000     |
| train/                  |            |
|    approx_kl            | 0.02606604 |
|    clip_fraction        | 0.471      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.832      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.028      |
|    n_updates            | 700        |
|    policy_gradient_loss | 0.016      |
|    std                  | 0.055      |
|    value_loss           | 0.00618    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.597       |
| time/                   |             |
|    fps                  | 112         |
|    iterations           | 37          |
|    time_elapsed         | 1568        |
|    total_timesteps      | 175750      |
| train/                  |             |
|    approx_kl            | 0.024962112 |
|    clip_fraction        | 0.458       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.83        |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0283      |
|    n_updates            | 720         |
|    policy_gradient_loss | 0.00908     |
|    std                  | 0.055       |
|    value_loss           | 0.00631     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.596       |
| time/                   |             |
|    fps                  | 112         |
|    iterations           | 38          |
|    time_elapsed         | 1607        |
|    total_timesteps      | 180500      |
| train/                  |             |
|    approx_kl            | 0.018910645 |
|    clip_fraction        | 0.471       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.834       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0362      |
|    n_updates            | 740         |
|    policy_gradient_loss | 0.00887     |
|    std                  | 0.055       |
|    value_loss           | 0.00674     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.594      |
| time/                   |            |
|    fps                  | 112        |
|    iterations           | 39         |
|    time_elapsed         | 1646       |
|    total_timesteps      | 185250     |
| train/                  |            |
|    approx_kl            | 0.01855188 |
|    clip_fraction        | 0.447      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.847      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.036      |
|    n_updates            | 760        |
|    policy_gradient_loss | 0.00748    |
|    std                  | 0.055      |
|    value_loss           | 0.00613    |
----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 5           |
|    mean_reward          | 0.649       |
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.594       |
| time/                   |             |
|    fps                  | 111         |
|    iterations           | 40          |
|    time_elapsed         | 1706        |
|    total_timesteps      | 190000      |
| train/                  |             |
|    approx_kl            | 0.016633622 |
|    clip_fraction        | 0.402       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.837       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0443      |
|    n_updates            | 780         |
|    policy_gradient_loss | 0.00967     |
|    std                  | 0.055       |
|    value_loss           | 0.00621     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.595       |
| time/                   |             |
|    fps                  | 111         |
|    iterations           | 41          |
|    time_elapsed         | 1747        |
|    total_timesteps      | 194750      |
| train/                  |             |
|    approx_kl            | 0.046347838 |
|    clip_fraction        | 0.513       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.845       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.00958     |
|    n_updates            | 800         |
|    policy_gradient_loss | 0.0125      |
|    std                  | 0.055       |
|    value_loss           | 0.00608     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.598       |
| time/                   |             |
|    fps                  | 111         |
|    iterations           | 42          |
|    time_elapsed         | 1787        |
|    total_timesteps      | 199500      |
| train/                  |             |
|    approx_kl            | 0.028769245 |
|    clip_fraction        | 0.478       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.838       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0313      |
|    n_updates            | 820         |
|    policy_gradient_loss | 0.0117      |
|    std                  | 0.055       |
|    value_loss           | 0.00649     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.596       |
| time/                   |             |
|    fps                  | 111         |
|    iterations           | 43          |
|    time_elapsed         | 1827        |
|    total_timesteps      | 204250      |
| train/                  |             |
|    approx_kl            | 0.022840917 |
|    clip_fraction        | 0.46        |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.844       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0181      |
|    n_updates            | 840         |
|    policy_gradient_loss | 0.00662     |
|    std                  | 0.055       |
|    value_loss           | 0.00592     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.601       |
| time/                   |             |
|    fps                  | 111         |
|    iterations           | 44          |
|    time_elapsed         | 1867        |
|    total_timesteps      | 209000      |
| train/                  |             |
|    approx_kl            | 0.024037356 |
|    clip_fraction        | 0.486       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.853       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0464      |
|    n_updates            | 860         |
|    policy_gradient_loss | 0.0096      |
|    std                  | 0.055       |
|    value_loss           | 0.00588     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.599       |
| time/                   |             |
|    fps                  | 112         |
|    iterations           | 45          |
|    time_elapsed         | 1908        |
|    total_timesteps      | 213750      |
| train/                  |             |
|    approx_kl            | 0.021497095 |
|    clip_fraction        | 0.49        |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
