Logging to ./data/ppo_1l/seed_1
---------------------------------
| rollout/           |          |
|    mean_reward          | 0.686        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.678        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 10           |
|    time_elapsed         | 778          |
|    total_timesteps      | 50000        |
| train/                  |              |
|    approx_kl            | 0.0010675994 |
|    clip_fraction        | 0.00679      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -3.92        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.125        |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.00369     |
|    std                  | 0.055        |
|    value_loss           | 0.224        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.687        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 11           |
|    time_elapsed         | 852          |
|    total_timesteps      | 55000        |
| train/                  |              |
|    approx_kl            | 0.0012228637 |
|    clip_fraction        | 0.00902      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -3.64        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.122        |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.00373     |
|    std                  | 0.055        |
|    value_loss           | 0.213        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 12           |
|    time_elapsed         | 926          |
|    total_timesteps      | 60000        |
| train/                  |              |
|    approx_kl            | 0.0013831775 |
|    clip_fraction        | 0.0176       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -3.49        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.128        |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.00441     |
|    std                  | 0.055        |
|    value_loss           | 0.203        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.682        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 13           |
|    time_elapsed         | 1000         |
|    total_timesteps      | 65000        |
| train/                  |              |
|    approx_kl            | 0.0010597337 |
|    clip_fraction        | 0.01         |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -3.15        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.119        |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.00411     |
|    std                  | 0.055        |
|    value_loss           | 0.189        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 14           |
|    time_elapsed         | 1074         |
|    total_timesteps      | 70000        |
| train/                  |              |
|    approx_kl            | 0.0011931288 |
|    clip_fraction        | 0.00914      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -3.05        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.115        |
|    n_updates            | 260          |
|    policy_gradient_loss | -0.00398     |
|    std                  | 0.055        |
|    value_loss           | 0.183        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 15           |
|    time_elapsed         | 1149         |
|    total_timesteps      | 75000        |
| train/                  |              |
|    approx_kl            | 0.0010672816 |
|    clip_fraction        | 0.00667      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -2.9         |
|    learning_rate        | 1e-06        |
|    loss                 | 0.107        |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.00344     |
|    std                  | 0.055        |
|    value_loss           | 0.175        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.68         |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 16           |
|    time_elapsed         | 1223         |
|    total_timesteps      | 80000        |
| train/                  |              |
|    approx_kl            | 0.0010267792 |
|    clip_fraction        | 0.00977      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -2.57        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0988       |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.00405     |
|    std                  | 0.055        |
|    value_loss           | 0.161        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.682        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 17           |
|    time_elapsed         | 1298         |
|    total_timesteps      | 85000        |
| train/                  |              |
|    approx_kl            | 0.0008833388 |
|    clip_fraction        | 0.0034       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -2.52        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.107        |
|    n_updates            | 320          |
|    policy_gradient_loss | -0.00308     |
|    std                  | 0.055        |
|    value_loss           | 0.159        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.681        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 18           |
|    time_elapsed         | 1372         |
|    total_timesteps      | 90000        |
| train/                  |              |
|    approx_kl            | 0.0011141559 |
|    clip_fraction        | 0.00738      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -2.49        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0978       |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.00382     |
|    std                  | 0.055        |
|    value_loss           | 0.156        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 19           |
|    time_elapsed         | 1447         |
|    total_timesteps      | 95000        |
| train/                  |              |
|    approx_kl            | 0.0013296006 |
|    clip_fraction        | 0.0136       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -2.22        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0978       |
|    n_updates            | 360          |
|    policy_gradient_loss | -0.00443     |
|    std                  | 0.055        |
|    value_loss           | 0.145        |
------------------------------------------
-------------------------------------------
| eval/                   |               |
|    mean_ep_length       | 5             |
|    mean_reward          | 0.7           |
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 0.684         |
| time/                   |               |
|    fps                  | 64            |
|    iterations           | 20            |
|    time_elapsed         | 1540          |
|    total_timesteps      | 100000        |
| train/                  |               |
|    approx_kl            | 0.00094754226 |
|    clip_fraction        | 0.00603       |
|    clip_range           | 0.1           |
|    entropy_loss         | -31.1         |
|    explained_variance   | -2.08         |
|    learning_rate        | 1e-06         |
|    loss                 | 0.093         |
|    n_updates            | 380           |
|    policy_gradient_loss | -0.00354      |
|    std                  | 0.055         |
|    value_loss           | 0.14          |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.681        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 21           |
|    time_elapsed         | 1614         |
|    total_timesteps      | 105000       |
| train/                  |              |
|    approx_kl            | 0.0010074963 |
|    clip_fraction        | 0.006        |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -2.05        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0969       |
|    n_updates            | 400          |
|    policy_gradient_loss | -0.00373     |
|    std                  | 0.055        |
|    value_loss           | 0.137        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.684        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 22           |
|    time_elapsed         | 1688         |
|    total_timesteps      | 110000       |
| train/                  |              |
|    approx_kl            | 0.0008854388 |
|    clip_fraction        | 0.00317      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.85        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0886       |
|    n_updates            | 420          |
|    policy_gradient_loss | -0.00318     |
|    std                  | 0.055        |
|    value_loss           | 0.128        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 23           |
|    time_elapsed         | 1762         |
|    total_timesteps      | 115000       |
| train/                  |              |
|    approx_kl            | 0.0008131875 |
|    clip_fraction        | 0.00365      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.79        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0871       |
|    n_updates            | 440          |
|    policy_gradient_loss | -0.0032      |
|    std                  | 0.055        |
|    value_loss           | 0.126        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.69         |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 24           |
|    time_elapsed         | 1837         |
|    total_timesteps      | 120000       |
| train/                  |              |
|    approx_kl            | 0.0009430622 |
|    clip_fraction        | 0.00636      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.77        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0851       |
|    n_updates            | 460          |
|    policy_gradient_loss | -0.0037      |
|    std                  | 0.055        |
|    value_loss           | 0.124        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 25           |
|    time_elapsed         | 1911         |
|    total_timesteps      | 125000       |
| train/                  |              |
|    approx_kl            | 0.0010794329 |
|    clip_fraction        | 0.00582      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.59        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0844       |
|    n_updates            | 480          |
|    policy_gradient_loss | -0.00384     |
|    std                  | 0.055        |
|    value_loss           | 0.117        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 26           |
|    time_elapsed         | 1986         |
|    total_timesteps      | 130000       |
| train/                  |              |
|    approx_kl            | 0.0012743179 |
|    clip_fraction        | 0.0113       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.54        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0798       |
|    n_updates            | 500          |
|    policy_gradient_loss | -0.00429     |
|    std                  | 0.055        |
|    value_loss           | 0.114        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.689        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 27           |
|    time_elapsed         | 2061         |
|    total_timesteps      | 135000       |
| train/                  |              |
|    approx_kl            | 0.0012465671 |
|    clip_fraction        | 0.00758      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.45        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0743       |
|    n_updates            | 520          |
|    policy_gradient_loss | -0.00396     |
|    std                  | 0.055        |
|    value_loss           | 0.11         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.684        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 28           |
|    time_elapsed         | 2135         |
|    total_timesteps      | 140000       |
| train/                  |              |
|    approx_kl            | 0.0010838854 |
|    clip_fraction        | 0.00797      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.36        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0729       |
|    n_updates            | 540          |
|    policy_gradient_loss | -0.00412     |
|    std                  | 0.055        |
|    value_loss           | 0.107        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.679        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 29           |
|    time_elapsed         | 2209         |
|    total_timesteps      | 145000       |
| train/                  |              |
|    approx_kl            | 0.0013552009 |
|    clip_fraction        | 0.014        |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.26        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0745       |
|    n_updates            | 560          |
|    policy_gradient_loss | -0.00438     |
|    std                  | 0.055        |
|    value_loss           | 0.102        |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.712        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.688        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 30           |
|    time_elapsed         | 2303         |
|    total_timesteps      | 150000       |
| train/                  |              |
|    approx_kl            | 0.0010717168 |
|    clip_fraction        | 0.00612      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.25        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0746       |
|    n_updates            | 580          |
|    policy_gradient_loss | -0.00361     |
|    std                  | 0.055        |
|    value_loss           | 0.101        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 31           |
|    time_elapsed         | 2377         |
|    total_timesteps      | 155000       |
| train/                  |              |
|    approx_kl            | 0.0009551128 |
|    clip_fraction        | 0.00748      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.2         |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0754       |
|    n_updates            | 600          |
|    policy_gradient_loss | -0.00382     |
|    std                  | 0.055        |
|    value_loss           | 0.0992       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.687        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 32           |
|    time_elapsed         | 2452         |
|    total_timesteps      | 160000       |
| train/                  |              |
|    approx_kl            | 0.0009672282 |
|    clip_fraction        | 0.00646      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.07        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0696       |
|    n_updates            | 620          |
|    policy_gradient_loss | -0.00366     |
|    std                  | 0.055        |
|    value_loss           | 0.0932       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.684        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 33           |
|    time_elapsed         | 2527         |
|    total_timesteps      | 165000       |
| train/                  |              |
|    approx_kl            | 0.0009954348 |
|    clip_fraction        | 0.00446      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.14        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.076        |
|    n_updates            | 640          |
|    policy_gradient_loss | -0.00362     |
|    std                  | 0.055        |
|    value_loss           | 0.0959       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 34           |
|    time_elapsed         | 2600         |
|    total_timesteps      | 170000       |
| train/                  |              |
|    approx_kl            | 0.0010693272 |
|    clip_fraction        | 0.00807      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.965       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0704       |
|    n_updates            | 660          |
|    policy_gradient_loss | -0.00387     |
|    std                  | 0.055        |
|    value_loss           | 0.0885       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.689        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 35           |
|    time_elapsed         | 2674         |
|    total_timesteps      | 175000       |
| train/                  |              |
|    approx_kl            | 0.0011652639 |
|    clip_fraction        | 0.0122       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.922       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0671       |
|    n_updates            | 680          |
|    policy_gradient_loss | -0.00438     |
|    std                  | 0.055        |
|    value_loss           | 0.0864       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 36           |
|    time_elapsed         | 2748         |
|    total_timesteps      | 180000       |
| train/                  |              |
|    approx_kl            | 0.0010495007 |
|    clip_fraction        | 0.00707      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.911       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0667       |
|    n_updates            | 700          |
|    policy_gradient_loss | -0.00395     |
|    std                  | 0.055        |
|    value_loss           | 0.0858       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.685        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 37           |
|    time_elapsed         | 2821         |
|    total_timesteps      | 185000       |
| train/                  |              |
|    approx_kl            | 0.0010381336 |
|    clip_fraction        | 0.00634      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.835       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0639       |
|    n_updates            | 720          |
|    policy_gradient_loss | -0.00366     |
|    std                  | 0.055        |
|    value_loss           | 0.0826       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 38           |
|    time_elapsed         | 2894         |
|    total_timesteps      | 190000       |
| train/                  |              |
|    approx_kl            | 0.0008947121 |
|    clip_fraction        | 0.00302      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.838       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0621       |
|    n_updates            | 740          |
|    policy_gradient_loss | -0.00326     |
|    std                  | 0.055        |
|    value_loss           | 0.0822       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.683       |
| time/                   |             |
|    fps                  | 65          |
|    iterations           | 39          |
|    time_elapsed         | 2967        |
|    total_timesteps      | 195000      |
| train/                  |             |
|    approx_kl            | 0.001226897 |
|    clip_fraction        | 0.00928     |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -0.704      |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0617      |
|    n_updates            | 760         |
|    policy_gradient_loss | -0.00413    |
|    std                  | 0.055       |
|    value_loss           | 0.0769      |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.718        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 40           |
|    time_elapsed         | 3060         |
|    total_timesteps      | 200000       |
| train/                  |              |
|    approx_kl            | 0.0010451396 |
|    clip_fraction        | 0.00843      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.67        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0599       |
|    n_updates            | 780          |
|    policy_gradient_loss | -0.00392     |
|    std                  | 0.055        |
|    value_loss           | 0.0746       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.687        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 41           |
|    time_elapsed         | 3133         |
|    total_timesteps      | 205000       |
| train/                  |              |
|    approx_kl            | 0.0009587826 |
|    clip_fraction        | 0.00363      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.628       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0601       |
|    n_updates            | 800          |
|    policy_gradient_loss | -0.00348     |
|    std                  | 0.055        |
|    value_loss           | 0.073        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 42           |
|    time_elapsed         | 3207         |
|    total_timesteps      | 210000       |
| train/                  |              |
|    approx_kl            | 0.0012362035 |
|    clip_fraction        | 0.00903      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.596       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0573       |
|    n_updates            | 820          |
|    policy_gradient_loss | -0.00429     |
|    std                  | 0.055        |
|    value_loss           | 0.0714       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.693       |
| time/                   |             |
|    fps                  | 65          |
|    iterations           | 43          |
|    time_elapsed         | 3280        |
|    total_timesteps      | 215000      |
| train/                  |             |
|    approx_kl            | 0.001239608 |
|    clip_fraction        | 0.0108      |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -0.524      |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0556      |
|    n_updates            | 840         |
|    policy_gradient_loss | -0.00405    |
|    std                  | 0.055       |
|    value_loss           | 0.0686      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 44           |
|    time_elapsed         | 3353         |
|    total_timesteps      | 220000       |
| train/                  |              |
|    approx_kl            | 0.0011605104 |
|    clip_fraction        | 0.00774      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.469       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0509       |
|    n_updates            | 860          |
|    policy_gradient_loss | -0.00379     |
|    std                  | 0.055        |
|    value_loss           | 0.066        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 65           |
|    iterations           | 45           |
|    time_elapsed         | 3427         |
|    total_timesteps      | 225000       |
| train/                  |              |
|    approx_kl            | 0.0009406428 |
|    clip_fraction        | 0.00564      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
