Logging to ./data/ppo_3l/seed_2
---------------------------------
| rollout/           |          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.582       |
| time/                   |             |
|    fps                  | 108         |
|    iterations           | 12          |
|    time_elapsed         | 525         |
|    total_timesteps      | 57000       |
| train/                  |             |
|    approx_kl            | 0.027500546 |
|    clip_fraction        | 0.504       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.702       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0274      |
|    n_updates            | 220         |
|    policy_gradient_loss | 0.0123      |
|    std                  | 0.055       |
|    value_loss           | 0.0104      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.587       |
| time/                   |             |
|    fps                  | 109         |
|    iterations           | 13          |
|    time_elapsed         | 566         |
|    total_timesteps      | 61750       |
| train/                  |             |
|    approx_kl            | 0.024531668 |
|    clip_fraction        | 0.483       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.717       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0388      |
|    n_updates            | 240         |
|    policy_gradient_loss | 0.0125      |
|    std                  | 0.055       |
|    value_loss           | 0.00969     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.584       |
| time/                   |             |
|    fps                  | 109         |
|    iterations           | 14          |
|    time_elapsed         | 607         |
|    total_timesteps      | 66500       |
| train/                  |             |
|    approx_kl            | 0.021643644 |
|    clip_fraction        | 0.497       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.732       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0432      |
|    n_updates            | 260         |
|    policy_gradient_loss | 0.012       |
|    std                  | 0.055       |
|    value_loss           | 0.00921     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.584       |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 15          |
|    time_elapsed         | 647         |
|    total_timesteps      | 71250       |
| train/                  |             |
|    approx_kl            | 0.022459129 |
|    clip_fraction        | 0.481       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.724       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0634      |
|    n_updates            | 280         |
|    policy_gradient_loss | 0.00654     |
|    std                  | 0.055       |
|    value_loss           | 0.0107      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.589       |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 16          |
|    time_elapsed         | 686         |
|    total_timesteps      | 76000       |
| train/                  |             |
|    approx_kl            | 0.020658692 |
|    clip_fraction        | 0.482       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.75        |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0292      |
|    n_updates            | 300         |
|    policy_gradient_loss | 0.0122      |
|    std                  | 0.055       |
|    value_loss           | 0.00933     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.587       |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 17          |
|    time_elapsed         | 727         |
|    total_timesteps      | 80750       |
| train/                  |             |
|    approx_kl            | 0.028058087 |
|    clip_fraction        | 0.493       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.75        |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0373      |
|    n_updates            | 320         |
|    policy_gradient_loss | 0.00604     |
|    std                  | 0.055       |
|    value_loss           | 0.00867     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.581       |
| time/                   |             |
|    fps                  | 111         |
|    iterations           | 18          |
|    time_elapsed         | 767         |
|    total_timesteps      | 85500       |
| train/                  |             |
|    approx_kl            | 0.026633086 |
|    clip_fraction        | 0.498       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.756       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0331      |
|    n_updates            | 340         |
|    policy_gradient_loss | 0.015       |
|    std                  | 0.055       |
|    value_loss           | 0.00808     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.585       |
| time/                   |             |
|    fps                  | 111         |
|    iterations           | 19          |
|    time_elapsed         | 806         |
|    total_timesteps      | 90250       |
| train/                  |             |
|    approx_kl            | 0.020645695 |
|    clip_fraction        | 0.483       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.764       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0587      |
|    n_updates            | 360         |
|    policy_gradient_loss | 0.0156      |
|    std                  | 0.055       |
|    value_loss           | 0.00859     |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 5           |
|    mean_reward          | 0.613       |
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.587       |
| time/                   |             |
|    fps                  | 109         |
|    iterations           | 20          |
|    time_elapsed         | 869         |
|    total_timesteps      | 95000       |
| train/                  |             |
|    approx_kl            | 0.029782658 |
|    clip_fraction        | 0.482       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.774       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0189      |
|    n_updates            | 380         |
|    policy_gradient_loss | 0.0134      |
|    std                  | 0.055       |
|    value_loss           | 0.00787     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.586      |
| time/                   |            |
|    fps                  | 109        |
|    iterations           | 21         |
|    time_elapsed         | 908        |
|    total_timesteps      | 99750      |
| train/                  |            |
|    approx_kl            | 0.03461121 |
|    clip_fraction        | 0.404      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.775      |
|    learning_rate        | 1e-05      |
|    loss                 | -0.00388   |
|    n_updates            | 400        |
|    policy_gradient_loss | 0.00773    |
|    std                  | 0.055      |
|    value_loss           | 0.0086     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.581       |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 22          |
|    time_elapsed         | 949         |
|    total_timesteps      | 104500      |
| train/                  |             |
|    approx_kl            | 0.028157974 |
|    clip_fraction        | 0.459       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.777       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.00806     |
|    n_updates            | 420         |
|    policy_gradient_loss | 0.00778     |
|    std                  | 0.055       |
|    value_loss           | 0.00822     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.59        |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 23          |
|    time_elapsed         | 990         |
|    total_timesteps      | 109250      |
| train/                  |             |
|    approx_kl            | 0.031148842 |
|    clip_fraction        | 0.483       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.777       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0175      |
|    n_updates            | 440         |
|    policy_gradient_loss | 0.0132      |
|    std                  | 0.055       |
|    value_loss           | 0.00767     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.589       |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 24          |
|    time_elapsed         | 1030        |
|    total_timesteps      | 114000      |
| train/                  |             |
|    approx_kl            | 0.024584377 |
|    clip_fraction        | 0.459       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.785       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0399      |
|    n_updates            | 460         |
|    policy_gradient_loss | 0.0109      |
|    std                  | 0.055       |
|    value_loss           | 0.00786     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.589       |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 25          |
|    time_elapsed         | 1070        |
|    total_timesteps      | 118750      |
| train/                  |             |
|    approx_kl            | 0.019883601 |
|    clip_fraction        | 0.436       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.794       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0551      |
|    n_updates            | 480         |
|    policy_gradient_loss | 0.0161      |
|    std                  | 0.055       |
|    value_loss           | 0.00759     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.591      |
| time/                   |            |
|    fps                  | 111        |
|    iterations           | 26         |
|    time_elapsed         | 1108       |
|    total_timesteps      | 123500     |
| train/                  |            |
|    approx_kl            | 0.02540274 |
|    clip_fraction        | 0.471      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.794      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.0248     |
|    n_updates            | 500        |
|    policy_gradient_loss | 0.0125     |
|    std                  | 0.055      |
|    value_loss           | 0.00765    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.588       |
| time/                   |             |
|    fps                  | 111         |
|    iterations           | 27          |
|    time_elapsed         | 1147        |
|    total_timesteps      | 128250      |
| train/                  |             |
|    approx_kl            | 0.021362776 |
|    clip_fraction        | 0.465       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.804       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0619      |
|    n_updates            | 520         |
|    policy_gradient_loss | 0.00686     |
|    std                  | 0.055       |
|    value_loss           | 0.00704     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.589       |
| time/                   |             |
|    fps                  | 112         |
|    iterations           | 28          |
|    time_elapsed         | 1185        |
|    total_timesteps      | 133000      |
| train/                  |             |
|    approx_kl            | 0.025931686 |
|    clip_fraction        | 0.474       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.802       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0448      |
|    n_updates            | 540         |
|    policy_gradient_loss | 0.0124      |
|    std                  | 0.055       |
|    value_loss           | 0.00696     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.593       |
| time/                   |             |
|    fps                  | 112         |
|    iterations           | 29          |
|    time_elapsed         | 1225        |
|    total_timesteps      | 137750      |
| train/                  |             |
|    approx_kl            | 0.025131742 |
|    clip_fraction        | 0.507       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.802       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0466      |
|    n_updates            | 560         |
|    policy_gradient_loss | 0.0114      |
|    std                  | 0.055       |
|    value_loss           | 0.00775     |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 5           |
|    mean_reward          | 0.636       |
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.594       |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 30          |
|    time_elapsed         | 1288        |
|    total_timesteps      | 142500      |
| train/                  |             |
|    approx_kl            | 0.022021351 |
|    clip_fraction        | 0.477       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.806       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0535      |
|    n_updates            | 580         |
|    policy_gradient_loss | 0.00993     |
|    std                  | 0.055       |
|    value_loss           | 0.00701     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.594       |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 31          |
|    time_elapsed         | 1327        |
|    total_timesteps      | 147250      |
| train/                  |             |
|    approx_kl            | 0.041764926 |
|    clip_fraction        | 0.483       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.806       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0154      |
|    n_updates            | 600         |
|    policy_gradient_loss | 0.0157      |
|    std                  | 0.055       |
|    value_loss           | 0.00761     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.594       |
| time/                   |             |
|    fps                  | 111         |
|    iterations           | 32          |
|    time_elapsed         | 1366        |
|    total_timesteps      | 152000      |
| train/                  |             |
|    approx_kl            | 0.039046552 |
|    clip_fraction        | 0.49        |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.806       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0134      |
|    n_updates            | 620         |
|    policy_gradient_loss | 0.0117      |
|    std                  | 0.055       |
|    value_loss           | 0.00708     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.595       |
| time/                   |             |
|    fps                  | 111         |
|    iterations           | 33          |
|    time_elapsed         | 1405        |
|    total_timesteps      | 156750      |
| train/                  |             |
|    approx_kl            | 0.040022235 |
|    clip_fraction        | 0.462       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.813       |
|    learning_rate        | 1e-05       |
|    loss                 | -0.0434     |
|    n_updates            | 640         |
|    policy_gradient_loss | 0.00825     |
|    std                  | 0.055       |
|    value_loss           | 0.00683     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.593       |
| time/                   |             |
|    fps                  | 111         |
|    iterations           | 34          |
|    time_elapsed         | 1443        |
|    total_timesteps      | 161500      |
| train/                  |             |
|    approx_kl            | 0.018480275 |
|    clip_fraction        | 0.398       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.811       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0615      |
|    n_updates            | 660         |
|    policy_gradient_loss | 0.0101      |
|    std                  | 0.055       |
|    value_loss           | 0.00646     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.594       |
| time/                   |             |
|    fps                  | 112         |
|    iterations           | 35          |
|    time_elapsed         | 1482        |
|    total_timesteps      | 166250      |
| train/                  |             |
|    approx_kl            | 0.024663204 |
|    clip_fraction        | 0.472       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.812       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0593      |
|    n_updates            | 680         |
|    policy_gradient_loss | 0.0129      |
|    std                  | 0.055       |
|    value_loss           | 0.0069      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.59        |
| time/                   |             |
|    fps                  | 112         |
|    iterations           | 36          |
|    time_elapsed         | 1521        |
|    total_timesteps      | 171000      |
| train/                  |             |
|    approx_kl            | 0.024600143 |
|    clip_fraction        | 0.441       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.821       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0299      |
|    n_updates            | 700         |
|    policy_gradient_loss | 0.00568     |
|    std                  | 0.055       |
|    value_loss           | 0.00684     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.599       |
| time/                   |             |
|    fps                  | 112         |
|    iterations           | 37          |
|    time_elapsed         | 1561        |
|    total_timesteps      | 175750      |
| train/                  |             |
|    approx_kl            | 0.047241103 |
|    clip_fraction        | 0.483       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.817       |
|    learning_rate        | 1e-05       |
|    loss                 | -0.0282     |
|    n_updates            | 720         |
|    policy_gradient_loss | 0.0136      |
|    std                  | 0.055       |
|    value_loss           | 0.00604     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.599       |
| time/                   |             |
|    fps                  | 112         |
|    iterations           | 38          |
|    time_elapsed         | 1599        |
|    total_timesteps      | 180500      |
| train/                  |             |
|    approx_kl            | 0.022454953 |
|    clip_fraction        | 0.442       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.822       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0472      |
|    n_updates            | 740         |
|    policy_gradient_loss | 0.00954     |
|    std                  | 0.055       |
|    value_loss           | 0.0068      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.599      |
| time/                   |            |
|    fps                  | 113        |
|    iterations           | 39         |
|    time_elapsed         | 1638       |
|    total_timesteps      | 185250     |
| train/                  |            |
|    approx_kl            | 0.01483503 |
|    clip_fraction        | 0.405      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.815      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.0488     |
|    n_updates            | 760        |
|    policy_gradient_loss | 0.00565    |
|    std                  | 0.055      |
|    value_loss           | 0.00746    |
----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 5           |
|    mean_reward          | 0.646       |
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.595       |
| time/                   |             |
|    fps                  | 111         |
|    iterations           | 40          |
|    time_elapsed         | 1701        |
|    total_timesteps      | 190000      |
| train/                  |             |
|    approx_kl            | 0.028580375 |
|    clip_fraction        | 0.51        |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.825       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0405      |
|    n_updates            | 780         |
|    policy_gradient_loss | 0.0135      |
|    std                  | 0.055       |
|    value_loss           | 0.00638     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.597      |
| time/                   |            |
|    fps                  | 111        |
|    iterations           | 41         |
|    time_elapsed         | 1739       |
|    total_timesteps      | 194750     |
| train/                  |            |
|    approx_kl            | 0.02528368 |
|    clip_fraction        | 0.46       |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.839      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.0392     |
|    n_updates            | 800        |
|    policy_gradient_loss | 0.0141     |
|    std                  | 0.055      |
|    value_loss           | 0.00562    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.595       |
| time/                   |             |
|    fps                  | 112         |
|    iterations           | 42          |
|    time_elapsed         | 1779        |
|    total_timesteps      | 199500      |
| train/                  |             |
|    approx_kl            | 0.025002247 |
|    clip_fraction        | 0.456       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.828       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0284      |
|    n_updates            | 820         |
|    policy_gradient_loss | 0.00944     |
|    std                  | 0.055       |
|    value_loss           | 0.00679     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.6        |
| time/                   |            |
|    fps                  | 112        |
|    iterations           | 43         |
|    time_elapsed         | 1818       |
|    total_timesteps      | 204250     |
| train/                  |            |
|    approx_kl            | 0.03800727 |
|    clip_fraction        | 0.459      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.824      |
|    learning_rate        | 1e-05      |
|    loss                 | -0.0086    |
|    n_updates            | 840        |
|    policy_gradient_loss | 0.0124     |
|    std                  | 0.055      |
|    value_loss           | 0.00628    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.599      |
| time/                   |            |
|    fps                  | 112        |
|    iterations           | 44         |
|    time_elapsed         | 1856       |
|    total_timesteps      | 209000     |
| train/                  |            |
|    approx_kl            | 0.03700397 |
|    clip_fraction        | 0.484      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.828      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.0495     |
|    n_updates            | 860        |
|    policy_gradient_loss | 0.0156     |
|    std                  | 0.055      |
|    value_loss           | 0.00636    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.6         |
| time/                   |             |
|    fps                  | 112         |
|    iterations           | 45          |
|    time_elapsed         | 1895        |
|    total_timesteps      | 213750      |
| train/                  |             |
|    approx_kl            | 0.047211707 |
|    clip_fraction        | 0.473       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
