Logging to ./data/ppo_2l/seed_2
---------------------------------
| rollout/           |          |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.692        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 146          |
|    iterations           | 10           |
|    time_elapsed         | 530          |
|    total_timesteps      | 77500        |
| train/                  |              |
|    approx_kl            | 0.0012481255 |
|    clip_fraction        | 0.0147       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.82        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.098        |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.0013      |
|    std                  | 0.055        |
|    value_loss           | 0.166        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 146          |
|    iterations           | 11           |
|    time_elapsed         | 580          |
|    total_timesteps      | 85250        |
| train/                  |              |
|    approx_kl            | 0.0012454987 |
|    clip_fraction        | 0.0148       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.66        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0993       |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.00274     |
|    std                  | 0.055        |
|    value_loss           | 0.155        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.679        |
| time/                   |              |
|    fps                  | 147          |
|    iterations           | 12           |
|    time_elapsed         | 629          |
|    total_timesteps      | 93000        |
| train/                  |              |
|    approx_kl            | 0.0014515927 |
|    clip_fraction        | 0.0118       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.59        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.094        |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.00178     |
|    std                  | 0.055        |
|    value_loss           | 0.15         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.686       |
| time/                   |             |
|    fps                  | 148         |
|    iterations           | 13          |
|    time_elapsed         | 678         |
|    total_timesteps      | 100750      |
| train/                  |             |
|    approx_kl            | 0.001394395 |
|    clip_fraction        | 0.0135      |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -1.45       |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0903      |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.00142    |
|    std                  | 0.055       |
|    value_loss           | 0.136       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.688        |
| time/                   |              |
|    fps                  | 149          |
|    iterations           | 14           |
|    time_elapsed         | 727          |
|    total_timesteps      | 108500       |
| train/                  |              |
|    approx_kl            | 0.0013392891 |
|    clip_fraction        | 0.0162       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.38        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0893       |
|    n_updates            | 260          |
|    policy_gradient_loss | -0.00183     |
|    std                  | 0.055        |
|    value_loss           | 0.127        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.687        |
| time/                   |              |
|    fps                  | 149          |
|    iterations           | 15           |
|    time_elapsed         | 775          |
|    total_timesteps      | 116250       |
| train/                  |              |
|    approx_kl            | 0.0013007673 |
|    clip_fraction        | 0.0214       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.36        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0897       |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.00166     |
|    std                  | 0.055        |
|    value_loss           | 0.128        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.682        |
| time/                   |              |
|    fps                  | 150          |
|    iterations           | 16           |
|    time_elapsed         | 823          |
|    total_timesteps      | 124000       |
| train/                  |              |
|    approx_kl            | 0.0010176355 |
|    clip_fraction        | 0.00897      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.25        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.078        |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.00131     |
|    std                  | 0.055        |
|    value_loss           | 0.121        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.692        |
| time/                   |              |
|    fps                  | 151          |
|    iterations           | 17           |
|    time_elapsed         | 872          |
|    total_timesteps      | 131750       |
| train/                  |              |
|    approx_kl            | 0.0012482097 |
|    clip_fraction        | 0.0164       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.17        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0766       |
|    n_updates            | 320          |
|    policy_gradient_loss | -0.00167     |
|    std                  | 0.055        |
|    value_loss           | 0.115        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 151          |
|    iterations           | 18           |
|    time_elapsed         | 920          |
|    total_timesteps      | 139500       |
| train/                  |              |
|    approx_kl            | 0.0010655606 |
|    clip_fraction        | 0.00649      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.14        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.078        |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.00211     |
|    std                  | 0.055        |
|    value_loss           | 0.107        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.689        |
| time/                   |              |
|    fps                  | 152          |
|    iterations           | 19           |
|    time_elapsed         | 968          |
|    total_timesteps      | 147250       |
| train/                  |              |
|    approx_kl            | 0.0013719711 |
|    clip_fraction        | 0.0135       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.05        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0765       |
|    n_updates            | 360          |
|    policy_gradient_loss | -0.00115     |
|    std                  | 0.055        |
|    value_loss           | 0.104        |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.711        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.688        |
| time/                   |              |
|    fps                  | 149          |
|    iterations           | 20           |
|    time_elapsed         | 1036         |
|    total_timesteps      | 155000       |
| train/                  |              |
|    approx_kl            | 0.0012120304 |
|    clip_fraction        | 0.00931      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.939       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0748       |
|    n_updates            | 380          |
|    policy_gradient_loss | -0.00205     |
|    std                  | 0.055        |
|    value_loss           | 0.0993       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.691        |
| time/                   |              |
|    fps                  | 149          |
|    iterations           | 21           |
|    time_elapsed         | 1085         |
|    total_timesteps      | 162750       |
| train/                  |              |
|    approx_kl            | 0.0014278071 |
|    clip_fraction        | 0.00926      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.997       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.069        |
|    n_updates            | 400          |
|    policy_gradient_loss | -0.00135     |
|    std                  | 0.055        |
|    value_loss           | 0.0969       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.689        |
| time/                   |              |
|    fps                  | 150          |
|    iterations           | 22           |
|    time_elapsed         | 1132         |
|    total_timesteps      | 170500       |
| train/                  |              |
|    approx_kl            | 0.0011813424 |
|    clip_fraction        | 0.0102       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.938       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.07         |
|    n_updates            | 420          |
|    policy_gradient_loss | -0.00115     |
|    std                  | 0.055        |
|    value_loss           | 0.0937       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.685        |
| time/                   |              |
|    fps                  | 151          |
|    iterations           | 23           |
|    time_elapsed         | 1179         |
|    total_timesteps      | 178250       |
| train/                  |              |
|    approx_kl            | 0.0011833527 |
|    clip_fraction        | 0.0141       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.904       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0712       |
|    n_updates            | 440          |
|    policy_gradient_loss | -0.00187     |
|    std                  | 0.055        |
|    value_loss           | 0.0912       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.694        |
| time/                   |              |
|    fps                  | 151          |
|    iterations           | 24           |
|    time_elapsed         | 1227         |
|    total_timesteps      | 186000       |
| train/                  |              |
|    approx_kl            | 0.0013692507 |
|    clip_fraction        | 0.00998      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.806       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0609       |
|    n_updates            | 460          |
|    policy_gradient_loss | -0.00182     |
|    std                  | 0.055        |
|    value_loss           | 0.0877       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.687       |
| time/                   |             |
|    fps                  | 151         |
|    iterations           | 25          |
|    time_elapsed         | 1274        |
|    total_timesteps      | 193750      |
| train/                  |             |
|    approx_kl            | 0.001255645 |
|    clip_fraction        | 0.0116      |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -0.778      |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0667      |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.00178    |
|    std                  | 0.055       |
|    value_loss           | 0.0886      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.691        |
| time/                   |              |
|    fps                  | 152          |
|    iterations           | 26           |
|    time_elapsed         | 1322         |
|    total_timesteps      | 201500       |
| train/                  |              |
|    approx_kl            | 0.0014324314 |
|    clip_fraction        | 0.015        |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.708       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.068        |
|    n_updates            | 500          |
|    policy_gradient_loss | -0.0014      |
|    std                  | 0.055        |
|    value_loss           | 0.0783       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.69         |
| time/                   |              |
|    fps                  | 152          |
|    iterations           | 27           |
|    time_elapsed         | 1370         |
|    total_timesteps      | 209250       |
| train/                  |              |
|    approx_kl            | 0.0009911493 |
|    clip_fraction        | 0.0149       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.694       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0635       |
|    n_updates            | 520          |
|    policy_gradient_loss | -0.00181     |
|    std                  | 0.055        |
|    value_loss           | 0.0784       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.682        |
| time/                   |              |
|    fps                  | 152          |
|    iterations           | 28           |
|    time_elapsed         | 1418         |
|    total_timesteps      | 217000       |
| train/                  |              |
|    approx_kl            | 0.0010494066 |
|    clip_fraction        | 0.0101       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.652       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0595       |
|    n_updates            | 540          |
|    policy_gradient_loss | -0.00196     |
|    std                  | 0.055        |
|    value_loss           | 0.0751       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.685        |
| time/                   |              |
|    fps                  | 153          |
|    iterations           | 29           |
|    time_elapsed         | 1466         |
|    total_timesteps      | 224750       |
| train/                  |              |
|    approx_kl            | 0.0011228817 |
|    clip_fraction        | 0.00838      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.59        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0571       |
|    n_updates            | 560          |
|    policy_gradient_loss | -0.00192     |
|    std                  | 0.055        |
|    value_loss           | 0.0759       |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 5           |
|    mean_reward          | 0.718       |
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.69        |
| time/                   |             |
|    fps                  | 151         |
|    iterations           | 30          |
|    time_elapsed         | 1535        |
|    total_timesteps      | 232500      |
| train/                  |             |
|    approx_kl            | 0.001100192 |
|    clip_fraction        | 0.0143      |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -0.548      |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0609      |
|    n_updates            | 580         |
|    policy_gradient_loss | -0.00143    |
|    std                  | 0.055       |
|    value_loss           | 0.0704      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.689        |
| time/                   |              |
|    fps                  | 151          |
|    iterations           | 31           |
|    time_elapsed         | 1583         |
|    total_timesteps      | 240250       |
| train/                  |              |
|    approx_kl            | 0.0013425851 |
|    clip_fraction        | 0.02         |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.516       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0551       |
|    n_updates            | 600          |
|    policy_gradient_loss | -0.00159     |
|    std                  | 0.055        |
|    value_loss           | 0.0703       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.687        |
| time/                   |              |
|    fps                  | 151          |
|    iterations           | 32           |
|    time_elapsed         | 1632         |
|    total_timesteps      | 248000       |
| train/                  |              |
|    approx_kl            | 0.0014535626 |
|    clip_fraction        | 0.0161       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.511       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0555       |
|    n_updates            | 620          |
|    policy_gradient_loss | -0.00197     |
|    std                  | 0.055        |
|    value_loss           | 0.0707       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.692        |
| time/                   |              |
|    fps                  | 152          |
|    iterations           | 33           |
|    time_elapsed         | 1680         |
|    total_timesteps      | 255750       |
| train/                  |              |
|    approx_kl            | 0.0013288774 |
|    clip_fraction        | 0.0215       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.47        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.053        |
|    n_updates            | 640          |
|    policy_gradient_loss | -0.00133     |
|    std                  | 0.055        |
|    value_loss           | 0.0688       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.693        |
| time/                   |              |
|    fps                  | 152          |
|    iterations           | 34           |
|    time_elapsed         | 1727         |
|    total_timesteps      | 263500       |
| train/                  |              |
|    approx_kl            | 0.0015206374 |
|    clip_fraction        | 0.0116       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.408       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0562       |
|    n_updates            | 660          |
|    policy_gradient_loss | -0.0019      |
|    std                  | 0.055        |
|    value_loss           | 0.0649       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.688       |
| time/                   |             |
|    fps                  | 152         |
|    iterations           | 35          |
|    time_elapsed         | 1775        |
|    total_timesteps      | 271250      |
| train/                  |             |
|    approx_kl            | 0.000980593 |
|    clip_fraction        | 0.00643     |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -0.412      |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0525      |
|    n_updates            | 680         |
|    policy_gradient_loss | -0.00212    |
|    std                  | 0.055       |
|    value_loss           | 0.0654      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.687        |
| time/                   |              |
|    fps                  | 153          |
|    iterations           | 36           |
|    time_elapsed         | 1823         |
|    total_timesteps      | 279000       |
| train/                  |              |
|    approx_kl            | 0.0012867198 |
|    clip_fraction        | 0.02         |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.331       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.054        |
|    n_updates            | 700          |
|    policy_gradient_loss | -0.00226     |
|    std                  | 0.055        |
|    value_loss           | 0.0618       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.689        |
| time/                   |              |
|    fps                  | 153          |
|    iterations           | 37           |
|    time_elapsed         | 1871         |
|    total_timesteps      | 286750       |
| train/                  |              |
|    approx_kl            | 0.0011334454 |
|    clip_fraction        | 0.0131       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.294       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0516       |
|    n_updates            | 720          |
|    policy_gradient_loss | -0.00212     |
|    std                  | 0.055        |
|    value_loss           | 0.0579       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.689        |
| time/                   |              |
|    fps                  | 153          |
|    iterations           | 38           |
|    time_elapsed         | 1919         |
|    total_timesteps      | 294500       |
| train/                  |              |
|    approx_kl            | 0.0012174242 |
|    clip_fraction        | 0.0113       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.267       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0492       |
|    n_updates            | 740          |
|    policy_gradient_loss | -0.00127     |
|    std                  | 0.055        |
|    value_loss           | 0.0572       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.696        |
| time/                   |              |
|    fps                  | 153          |
|    iterations           | 39           |
|    time_elapsed         | 1967         |
|    total_timesteps      | 302250       |
| train/                  |              |
|    approx_kl            | 0.0012362543 |
|    clip_fraction        | 0.0196       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.257       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0524       |
|    n_updates            | 760          |
|    policy_gradient_loss | -0.00153     |
|    std                  | 0.055        |
|    value_loss           | 0.0563       |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.717        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.69         |
| time/                   |              |
|    fps                  | 152          |
|    iterations           | 40           |
|    time_elapsed         | 2035         |
|    total_timesteps      | 310000       |
| train/                  |              |
|    approx_kl            | 0.0014733808 |
|    clip_fraction        | 0.011        |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.218       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0501       |
|    n_updates            | 780          |
|    policy_gradient_loss | -0.00149     |
|    std                  | 0.055        |
|    value_loss           | 0.0555       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.691       |
| time/                   |             |
|    fps                  | 152         |
|    iterations           | 41          |
|    time_elapsed         | 2085        |
|    total_timesteps      | 317750      |
| train/                  |             |
|    approx_kl            | 0.001037071 |
|    clip_fraction        | 0.00877     |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -0.163      |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0514      |
|    n_updates            | 800         |
|    policy_gradient_loss | -0.000841   |
|    std                  | 0.055       |
|    value_loss           | 0.0516      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.687        |
| time/                   |              |
|    fps                  | 152          |
|    iterations           | 42           |
|    time_elapsed         | 2132         |
|    total_timesteps      | 325500       |
| train/                  |              |
|    approx_kl            | 0.0015629397 |
|    clip_fraction        | 0.019        |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.149       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0506       |
|    n_updates            | 820          |
|    policy_gradient_loss | -0.00215     |
|    std                  | 0.055        |
|    value_loss           | 0.0524       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.691        |
| time/                   |              |
|    fps                  | 152          |
|    iterations           | 43           |
|    time_elapsed         | 2179         |
|    total_timesteps      | 333250       |
| train/                  |              |
|    approx_kl            | 0.0011502808 |
|    clip_fraction        | 0.0122       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.122       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0443       |
|    n_updates            | 840          |
|    policy_gradient_loss | -0.00169     |
|    std                  | 0.055        |
|    value_loss           | 0.0498       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.69         |
| time/                   |              |
|    fps                  | 153          |
|    iterations           | 44           |
|    time_elapsed         | 2227         |
|    total_timesteps      | 341000       |
| train/                  |              |
|    approx_kl            | 0.0015039301 |
|    clip_fraction        | 0.0206       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.128       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0498       |
|    n_updates            | 860          |
|    policy_gradient_loss | -0.00309     |
|    std                  | 0.055        |
|    value_loss           | 0.05         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.694        |
| time/                   |              |
|    fps                  | 153          |
|    iterations           | 45           |
|    time_elapsed         | 2274         |
|    total_timesteps      | 348750       |
| train/                  |              |
|    approx_kl            | 0.0016459834 |
|    clip_fraction        | 0.0157       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
