Logging to ./data/ppo_2l/seed_1
---------------------------------
| rollout/           |          |
|    loss                 | 0.149        |
|    n_updates            | 140          |
|    policy_gradient_loss | -0.00178     |
|    std                  | 0.055        |
|    value_loss           | 0.261        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.684        |
| time/                   |              |
|    fps                  | 156          |
|    iterations           | 9            |
|    time_elapsed         | 446          |
|    total_timesteps      | 69750        |
| train/                  |              |
|    approx_kl            | 0.0011344152 |
|    clip_fraction        | 0.00798      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -4.15        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.143        |
|    n_updates            | 160          |
|    policy_gradient_loss | -0.00114     |
|    std                  | 0.055        |
|    value_loss           | 0.234        |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.681        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.679        |
| time/                   |              |
|    fps                  | 150          |
|    iterations           | 10           |
|    time_elapsed         | 516          |
|    total_timesteps      | 77500        |
| train/                  |              |
|    approx_kl            | 0.0010390297 |
|    clip_fraction        | 0.00697      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -3.89        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.135        |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.00103     |
|    std                  | 0.055        |
|    value_loss           | 0.218        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 150          |
|    iterations           | 11           |
|    time_elapsed         | 565          |
|    total_timesteps      | 85250        |
| train/                  |              |
|    approx_kl            | 0.0008638031 |
|    clip_fraction        | 0.00307      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -3.57        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.129        |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.00209     |
|    std                  | 0.055        |
|    value_loss           | 0.205        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.68         |
| time/                   |              |
|    fps                  | 151          |
|    iterations           | 12           |
|    time_elapsed         | 614          |
|    total_timesteps      | 93000        |
| train/                  |              |
|    approx_kl            | 0.0010977241 |
|    clip_fraction        | 0.00969      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -3.37        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.121        |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.00114     |
|    std                  | 0.055        |
|    value_loss           | 0.191        |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 0.68          |
| time/                   |               |
|    fps                  | 152           |
|    iterations           | 13            |
|    time_elapsed         | 661           |
|    total_timesteps      | 100750        |
| train/                  |               |
|    approx_kl            | 0.00080321904 |
|    clip_fraction        | 0.00734       |
|    clip_range           | 0.1           |
|    entropy_loss         | -31.1         |
|    explained_variance   | -3.2          |
|    learning_rate        | 1e-06         |
|    loss                 | 0.113         |
|    n_updates            | 240           |
|    policy_gradient_loss | -0.00107      |
|    std                  | 0.055         |
|    value_loss           | 0.189         |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 152          |
|    iterations           | 14           |
|    time_elapsed         | 709          |
|    total_timesteps      | 108500       |
| train/                  |              |
|    approx_kl            | 0.0010971178 |
|    clip_fraction        | 0.00926      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -2.99        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.116        |
|    n_updates            | 260          |
|    policy_gradient_loss | -0.00192     |
|    std                  | 0.055        |
|    value_loss           | 0.18         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.676        |
| time/                   |              |
|    fps                  | 153          |
|    iterations           | 15           |
|    time_elapsed         | 756          |
|    total_timesteps      | 116250       |
| train/                  |              |
|    approx_kl            | 0.0010658002 |
|    clip_fraction        | 0.00589      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -2.82        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.114        |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.00154     |
|    std                  | 0.055        |
|    value_loss           | 0.171        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 153          |
|    iterations           | 16           |
|    time_elapsed         | 805          |
|    total_timesteps      | 124000       |
| train/                  |              |
|    approx_kl            | 0.0010335599 |
|    clip_fraction        | 0.00622      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -2.62        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.108        |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.00171     |
|    std                  | 0.055        |
|    value_loss           | 0.165        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.689        |
| time/                   |              |
|    fps                  | 154          |
|    iterations           | 17           |
|    time_elapsed         | 852          |
|    total_timesteps      | 131750       |
| train/                  |              |
|    approx_kl            | 0.0011126602 |
|    clip_fraction        | 0.00644      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -2.57        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0983       |
|    n_updates            | 320          |
|    policy_gradient_loss | -0.00116     |
|    std                  | 0.055        |
|    value_loss           | 0.155        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 154          |
|    iterations           | 18           |
|    time_elapsed         | 902          |
|    total_timesteps      | 139500       |
| train/                  |              |
|    approx_kl            | 0.0011764038 |
|    clip_fraction        | 0.00902      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -2.42        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0982       |
|    n_updates            | 340          |
|    policy_gradient_loss | -2.35e-06    |
|    std                  | 0.055        |
|    value_loss           | 0.157        |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 0.68          |
| time/                   |               |
|    fps                  | 155           |
|    iterations           | 19            |
|    time_elapsed         | 949           |
|    total_timesteps      | 147250        |
| train/                  |               |
|    approx_kl            | 0.00081510865 |
|    clip_fraction        | 0.00667       |
|    clip_range           | 0.1           |
|    entropy_loss         | -31.1         |
|    explained_variance   | -2.19         |
|    learning_rate        | 1e-06         |
|    loss                 | 0.0973        |
|    n_updates            | 360           |
|    policy_gradient_loss | -0.000737     |
|    std                  | 0.055         |
|    value_loss           | 0.141         |
-------------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.694        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.685        |
| time/                   |              |
|    fps                  | 152          |
|    iterations           | 20           |
|    time_elapsed         | 1017         |
|    total_timesteps      | 155000       |
| train/                  |              |
|    approx_kl            | 0.0008888402 |
|    clip_fraction        | 0.00448      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -2.21        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.093        |
|    n_updates            | 380          |
|    policy_gradient_loss | -0.000413    |
|    std                  | 0.055        |
|    value_loss           | 0.143        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 152          |
|    iterations           | 21           |
|    time_elapsed         | 1064         |
|    total_timesteps      | 162750       |
| train/                  |              |
|    approx_kl            | 0.0011799937 |
|    clip_fraction        | 0.0115       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -2.01        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0869       |
|    n_updates            | 400          |
|    policy_gradient_loss | -0.0017      |
|    std                  | 0.055        |
|    value_loss           | 0.138        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.688       |
| time/                   |             |
|    fps                  | 153         |
|    iterations           | 22          |
|    time_elapsed         | 1112        |
|    total_timesteps      | 170500      |
| train/                  |             |
|    approx_kl            | 0.000884528 |
|    clip_fraction        | 0.00371     |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -1.99       |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0925      |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.00129    |
|    std                  | 0.055       |
|    value_loss           | 0.135       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 153          |
|    iterations           | 23           |
|    time_elapsed         | 1160         |
|    total_timesteps      | 178250       |
| train/                  |              |
|    approx_kl            | 0.0011667435 |
|    clip_fraction        | 0.0071       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.84        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0887       |
|    n_updates            | 440          |
|    policy_gradient_loss | -0.000727    |
|    std                  | 0.055        |
|    value_loss           | 0.127        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.69         |
| time/                   |              |
|    fps                  | 154          |
|    iterations           | 24           |
|    time_elapsed         | 1207         |
|    total_timesteps      | 186000       |
| train/                  |              |
|    approx_kl            | 0.0012670164 |
|    clip_fraction        | 0.0105       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.7         |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0836       |
|    n_updates            | 460          |
|    policy_gradient_loss | -0.00106     |
|    std                  | 0.055        |
|    value_loss           | 0.123        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.688        |
| time/                   |              |
|    fps                  | 154          |
|    iterations           | 25           |
|    time_elapsed         | 1255         |
|    total_timesteps      | 193750       |
| train/                  |              |
|    approx_kl            | 0.0011415405 |
|    clip_fraction        | 0.00756      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.69        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0806       |
|    n_updates            | 480          |
|    policy_gradient_loss | -0.00195     |
|    std                  | 0.055        |
|    value_loss           | 0.123        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.681        |
| time/                   |              |
|    fps                  | 154          |
|    iterations           | 26           |
|    time_elapsed         | 1301         |
|    total_timesteps      | 201500       |
| train/                  |              |
|    approx_kl            | 0.0009854444 |
|    clip_fraction        | 0.006        |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.53        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0794       |
|    n_updates            | 500          |
|    policy_gradient_loss | -0.00128     |
|    std                  | 0.055        |
|    value_loss           | 0.114        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.685       |
| time/                   |             |
|    fps                  | 155         |
|    iterations           | 27          |
|    time_elapsed         | 1348        |
|    total_timesteps      | 209250      |
| train/                  |             |
|    approx_kl            | 0.001113647 |
|    clip_fraction        | 0.00562     |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -1.52       |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0812      |
|    n_updates            | 520         |
|    policy_gradient_loss | -0.00188    |
|    std                  | 0.055       |
|    value_loss           | 0.113       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.682        |
| time/                   |              |
|    fps                  | 155          |
|    iterations           | 28           |
|    time_elapsed         | 1396         |
|    total_timesteps      | 217000       |
| train/                  |              |
|    approx_kl            | 0.0010487231 |
|    clip_fraction        | 0.00638      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.38        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0752       |
|    n_updates            | 540          |
|    policy_gradient_loss | -0.00241     |
|    std                  | 0.055        |
|    value_loss           | 0.111        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.688        |
| time/                   |              |
|    fps                  | 155          |
|    iterations           | 29           |
|    time_elapsed         | 1444         |
|    total_timesteps      | 224750       |
| train/                  |              |
|    approx_kl            | 0.0011168125 |
|    clip_fraction        | 0.0156       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.3         |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0759       |
|    n_updates            | 560          |
|    policy_gradient_loss | -0.00123     |
|    std                  | 0.055        |
|    value_loss           | 0.0995       |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 5           |
|    mean_reward          | 0.706       |
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.682       |
| time/                   |             |
|    fps                  | 153         |
|    iterations           | 30          |
|    time_elapsed         | 1512        |
|    total_timesteps      | 232500      |
| train/                  |             |
|    approx_kl            | 0.001171227 |
|    clip_fraction        | 0.00734     |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -1.2        |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0807      |
|    n_updates            | 580         |
|    policy_gradient_loss | -0.00155    |
|    std                  | 0.055       |
|    value_loss           | 0.0985      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.687        |
| time/                   |              |
|    fps                  | 154          |
|    iterations           | 31           |
|    time_elapsed         | 1559         |
|    total_timesteps      | 240250       |
| train/                  |              |
|    approx_kl            | 0.0011647607 |
|    clip_fraction        | 0.00982      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.13        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0696       |
|    n_updates            | 600          |
|    policy_gradient_loss | -0.00233     |
|    std                  | 0.055        |
|    value_loss           | 0.0956       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.687        |
| time/                   |              |
|    fps                  | 154          |
|    iterations           | 32           |
|    time_elapsed         | 1606         |
|    total_timesteps      | 248000       |
| train/                  |              |
|    approx_kl            | 0.0012717661 |
|    clip_fraction        | 0.00821      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.11        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0698       |
|    n_updates            | 620          |
|    policy_gradient_loss | -0.00148     |
|    std                  | 0.055        |
|    value_loss           | 0.0946       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 0.686         |
| time/                   |               |
|    fps                  | 154           |
|    iterations           | 33            |
|    time_elapsed         | 1652          |
|    total_timesteps      | 255750        |
| train/                  |               |
|    approx_kl            | 0.00091469067 |
|    clip_fraction        | 0.00419       |
|    clip_range           | 0.1           |
|    entropy_loss         | -31.1         |
|    explained_variance   | -1.01         |
|    learning_rate        | 1e-06         |
|    loss                 | 0.0714        |
|    n_updates            | 640           |
|    policy_gradient_loss | -0.0012       |
|    std                  | 0.055         |
|    value_loss           | 0.0906        |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 0.689         |
| time/                   |               |
|    fps                  | 155           |
|    iterations           | 34            |
|    time_elapsed         | 1699          |
|    total_timesteps      | 263500        |
| train/                  |               |
|    approx_kl            | 0.00087684486 |
|    clip_fraction        | 0.00635       |
|    clip_range           | 0.1           |
|    entropy_loss         | -31.1         |
|    explained_variance   | -1.01         |
|    learning_rate        | 1e-06         |
|    loss                 | 0.0696        |
|    n_updates            | 660           |
|    policy_gradient_loss | -0.00223      |
|    std                  | 0.055         |
|    value_loss           | 0.0883        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.685        |
| time/                   |              |
|    fps                  | 155          |
|    iterations           | 35           |
|    time_elapsed         | 1746         |
|    total_timesteps      | 271250       |
| train/                  |              |
|    approx_kl            | 0.0012839022 |
|    clip_fraction        | 0.0144       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.898       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0624       |
|    n_updates            | 680          |
|    policy_gradient_loss | -0.00179     |
|    std                  | 0.055        |
|    value_loss           | 0.0857       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.688        |
| time/                   |              |
|    fps                  | 155          |
|    iterations           | 36           |
|    time_elapsed         | 1793         |
|    total_timesteps      | 279000       |
| train/                  |              |
|    approx_kl            | 0.0011442234 |
|    clip_fraction        | 0.00713      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.901       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0664       |
|    n_updates            | 700          |
|    policy_gradient_loss | -0.00134     |
|    std                  | 0.055        |
|    value_loss           | 0.0836       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.688        |
| time/                   |              |
|    fps                  | 155          |
|    iterations           | 37           |
|    time_elapsed         | 1841         |
|    total_timesteps      | 286750       |
| train/                  |              |
|    approx_kl            | 0.0010719977 |
|    clip_fraction        | 0.00685      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.75        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0596       |
|    n_updates            | 720          |
|    policy_gradient_loss | -0.00187     |
|    std                  | 0.055        |
|    value_loss           | 0.0803       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.69         |
| time/                   |              |
|    fps                  | 155          |
|    iterations           | 38           |
|    time_elapsed         | 1888         |
|    total_timesteps      | 294500       |
| train/                  |              |
|    approx_kl            | 0.0010941554 |
|    clip_fraction        | 0.00813      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.779       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0598       |
|    n_updates            | 740          |
|    policy_gradient_loss | -0.00159     |
|    std                  | 0.055        |
|    value_loss           | 0.0784       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.69         |
| time/                   |              |
|    fps                  | 156          |
|    iterations           | 39           |
|    time_elapsed         | 1935         |
|    total_timesteps      | 302250       |
| train/                  |              |
|    approx_kl            | 0.0009310236 |
|    clip_fraction        | 0.00486      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.711       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0629       |
|    n_updates            | 760          |
|    policy_gradient_loss | -0.00108     |
|    std                  | 0.055        |
|    value_loss           | 0.0747       |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.719        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.69         |
| time/                   |              |
|    fps                  | 154          |
|    iterations           | 40           |
|    time_elapsed         | 2003         |
|    total_timesteps      | 310000       |
| train/                  |              |
|    approx_kl            | 0.0010181278 |
|    clip_fraction        | 0.0076       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.66        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0609       |
|    n_updates            | 780          |
|    policy_gradient_loss | -0.00132     |
|    std                  | 0.055        |
|    value_loss           | 0.0778       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.688        |
| time/                   |              |
|    fps                  | 155          |
|    iterations           | 41           |
|    time_elapsed         | 2049         |
|    total_timesteps      | 317750       |
| train/                  |              |
|    approx_kl            | 0.0011756828 |
|    clip_fraction        | 0.00979      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.602       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.062        |
|    n_updates            | 800          |
|    policy_gradient_loss | -0.00173     |
|    std                  | 0.055        |
|    value_loss           | 0.0729       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.686       |
| time/                   |             |
|    fps                  | 155         |
|    iterations           | 42          |
|    time_elapsed         | 2096        |
|    total_timesteps      | 325500      |
| train/                  |             |
|    approx_kl            | 0.000881452 |
|    clip_fraction        | 0.0048      |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -0.539      |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0567      |
|    n_updates            | 820         |
|    policy_gradient_loss | -0.00122    |
|    std                  | 0.055       |
|    value_loss           | 0.0697      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.685       |
| time/                   |             |
|    fps                  | 155         |
|    iterations           | 43          |
|    time_elapsed         | 2143        |
|    total_timesteps      | 333250      |
| train/                  |             |
|    approx_kl            | 0.001104058 |
|    clip_fraction        | 0.00884     |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -0.545      |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0593      |
|    n_updates            | 840         |
|    policy_gradient_loss | -0.00158    |
|    std                  | 0.055       |
|    value_loss           | 0.0694      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.687        |
| time/                   |              |
|    fps                  | 155          |
|    iterations           | 44           |
|    time_elapsed         | 2190         |
|    total_timesteps      | 341000       |
| train/                  |              |
|    approx_kl            | 0.0011101058 |
|    clip_fraction        | 0.00355      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.512       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0584       |
|    n_updates            | 860          |
|    policy_gradient_loss | -0.00156     |
|    std                  | 0.055        |
|    value_loss           | 0.0659       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 155          |
|    iterations           | 45           |
|    time_elapsed         | 2237         |
|    total_timesteps      | 348750       |
| train/                  |              |
|    approx_kl            | 0.0011247135 |
|    clip_fraction        | 0.0109       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
