Logging to ./data/ppo_2l/seed_3
---------------------------------
| rollout/           |          |
|    policy_gradient_loss | -0.00105    |
|    std                  | 0.055       |
|    value_loss           | 0.268       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.682        |
| time/                   |              |
|    fps                  | 151          |
|    iterations           | 6            |
|    time_elapsed         | 306          |
|    total_timesteps      | 46500        |
| train/                  |              |
|    approx_kl            | 0.0010654267 |
|    clip_fraction        | 0.0125       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -2           |
|    learning_rate        | 1e-06        |
|    loss                 | 0.136        |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.00243     |
|    std                  | 0.055        |
|    value_loss           | 0.246        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.68         |
| time/                   |              |
|    fps                  | 153          |
|    iterations           | 7            |
|    time_elapsed         | 353          |
|    total_timesteps      | 54250        |
| train/                  |              |
|    approx_kl            | 0.0014113844 |
|    clip_fraction        | 0.011        |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.77        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.129        |
|    n_updates            | 120          |
|    policy_gradient_loss | -0.00122     |
|    std                  | 0.055        |
|    value_loss           | 0.226        |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 0.682         |
| time/                   |               |
|    fps                  | 155           |
|    iterations           | 8             |
|    time_elapsed         | 399           |
|    total_timesteps      | 62000         |
| train/                  |               |
|    approx_kl            | 0.00082651793 |
|    clip_fraction        | 0.00457       |
|    clip_range           | 0.1           |
|    entropy_loss         | -31.1         |
|    explained_variance   | -1.76         |
|    learning_rate        | 1e-06         |
|    loss                 | 0.131         |
|    n_updates            | 140           |
|    policy_gradient_loss | -0.000697     |
|    std                  | 0.055         |
|    value_loss           | 0.207         |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.68         |
| time/                   |              |
|    fps                  | 156          |
|    iterations           | 9            |
|    time_elapsed         | 446          |
|    total_timesteps      | 69750        |
| train/                  |              |
|    approx_kl            | 0.0011873359 |
|    clip_fraction        | 0.01         |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.63        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.117        |
|    n_updates            | 160          |
|    policy_gradient_loss | -0.00176     |
|    std                  | 0.055        |
|    value_loss           | 0.194        |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.688        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.68         |
| time/                   |              |
|    fps                  | 150          |
|    iterations           | 10           |
|    time_elapsed         | 513          |
|    total_timesteps      | 77500        |
| train/                  |              |
|    approx_kl            | 0.0014148653 |
|    clip_fraction        | 0.0187       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.59        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.107        |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.00214     |
|    std                  | 0.055        |
|    value_loss           | 0.176        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.676        |
| time/                   |              |
|    fps                  | 152          |
|    iterations           | 11           |
|    time_elapsed         | 560          |
|    total_timesteps      | 85250        |
| train/                  |              |
|    approx_kl            | 0.0010190327 |
|    clip_fraction        | 0.00997      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.57        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.105        |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.00197     |
|    std                  | 0.055        |
|    value_loss           | 0.17         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.678        |
| time/                   |              |
|    fps                  | 153          |
|    iterations           | 12           |
|    time_elapsed         | 606          |
|    total_timesteps      | 93000        |
| train/                  |              |
|    approx_kl            | 0.0010817241 |
|    clip_fraction        | 0.0161       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.51        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.1          |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.00117     |
|    std                  | 0.055        |
|    value_loss           | 0.157        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.677        |
| time/                   |              |
|    fps                  | 154          |
|    iterations           | 13           |
|    time_elapsed         | 652          |
|    total_timesteps      | 100750       |
| train/                  |              |
|    approx_kl            | 0.0011410645 |
|    clip_fraction        | 0.0125       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.39        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0901       |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.00229     |
|    std                  | 0.055        |
|    value_loss           | 0.15         |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.681      |
| time/                   |            |
|    fps                  | 154        |
|    iterations           | 14         |
|    time_elapsed         | 701        |
|    total_timesteps      | 108500     |
| train/                  |            |
|    approx_kl            | 0.00086178 |
|    clip_fraction        | 0.0101     |
|    clip_range           | 0.1        |
|    entropy_loss         | -31.1      |
|    explained_variance   | -1.46      |
|    learning_rate        | 1e-06      |
|    loss                 | 0.0974     |
|    n_updates            | 260        |
|    policy_gradient_loss | -0.000995  |
|    std                  | 0.055      |
|    value_loss           | 0.142      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.676       |
| time/                   |             |
|    fps                  | 155         |
|    iterations           | 15          |
|    time_elapsed         | 748         |
|    total_timesteps      | 116250      |
| train/                  |             |
|    approx_kl            | 0.000985357 |
|    clip_fraction        | 0.00687     |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -1.37       |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0924      |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.00144    |
|    std                  | 0.055       |
|    value_loss           | 0.14        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.679        |
| time/                   |              |
|    fps                  | 155          |
|    iterations           | 16           |
|    time_elapsed         | 797          |
|    total_timesteps      | 124000       |
| train/                  |              |
|    approx_kl            | 0.0007954239 |
|    clip_fraction        | 0.00271      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.38        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.088        |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.00108     |
|    std                  | 0.055        |
|    value_loss           | 0.13         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 155          |
|    iterations           | 17           |
|    time_elapsed         | 844          |
|    total_timesteps      | 131750       |
| train/                  |              |
|    approx_kl            | 0.0014326505 |
|    clip_fraction        | 0.0121       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.31        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0841       |
|    n_updates            | 320          |
|    policy_gradient_loss | -0.00113     |
|    std                  | 0.055        |
|    value_loss           | 0.126        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.68        |
| time/                   |             |
|    fps                  | 156         |
|    iterations           | 18          |
|    time_elapsed         | 892         |
|    total_timesteps      | 139500      |
| train/                  |             |
|    approx_kl            | 0.001229136 |
|    clip_fraction        | 0.00987     |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -1.26       |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0854      |
|    n_updates            | 340         |
|    policy_gradient_loss | -0.00197    |
|    std                  | 0.055       |
|    value_loss           | 0.117       |
-----------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 0.681         |
| time/                   |               |
|    fps                  | 156           |
|    iterations           | 19            |
|    time_elapsed         | 940           |
|    total_timesteps      | 147250        |
| train/                  |               |
|    approx_kl            | 0.00088062533 |
|    clip_fraction        | 0.00388       |
|    clip_range           | 0.1           |
|    entropy_loss         | -31.1         |
|    explained_variance   | -1.27         |
|    learning_rate        | 1e-06         |
|    loss                 | 0.0862        |
|    n_updates            | 360           |
|    policy_gradient_loss | -0.00164      |
|    std                  | 0.055         |
|    value_loss           | 0.117         |
-------------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.68         |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.681        |
| time/                   |              |
|    fps                  | 153          |
|    iterations           | 20           |
|    time_elapsed         | 1008         |
|    total_timesteps      | 155000       |
| train/                  |              |
|    approx_kl            | 0.0009251061 |
|    clip_fraction        | 0.00814      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.21        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0809       |
|    n_updates            | 380          |
|    policy_gradient_loss | -0.00177     |
|    std                  | 0.055        |
|    value_loss           | 0.109        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.68         |
| time/                   |              |
|    fps                  | 154          |
|    iterations           | 21           |
|    time_elapsed         | 1055         |
|    total_timesteps      | 162750       |
| train/                  |              |
|    approx_kl            | 0.0011269378 |
|    clip_fraction        | 0.00924      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.17        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0752       |
|    n_updates            | 400          |
|    policy_gradient_loss | -0.00175     |
|    std                  | 0.055        |
|    value_loss           | 0.105        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.682        |
| time/                   |              |
|    fps                  | 154          |
|    iterations           | 22           |
|    time_elapsed         | 1102         |
|    total_timesteps      | 170500       |
| train/                  |              |
|    approx_kl            | 0.0012658702 |
|    clip_fraction        | 0.0115       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.17        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0785       |
|    n_updates            | 420          |
|    policy_gradient_loss | -0.00145     |
|    std                  | 0.055        |
|    value_loss           | 0.106        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.68         |
| time/                   |              |
|    fps                  | 155          |
|    iterations           | 23           |
|    time_elapsed         | 1149         |
|    total_timesteps      | 178250       |
| train/                  |              |
|    approx_kl            | 0.0011219264 |
|    clip_fraction        | 0.00904      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.08        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0725       |
|    n_updates            | 440          |
|    policy_gradient_loss | -0.0024      |
|    std                  | 0.055        |
|    value_loss           | 0.099        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 155          |
|    iterations           | 24           |
|    time_elapsed         | 1196         |
|    total_timesteps      | 186000       |
| train/                  |              |
|    approx_kl            | 0.0011946389 |
|    clip_fraction        | 0.0142       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.07        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0684       |
|    n_updates            | 460          |
|    policy_gradient_loss | -0.00184     |
|    std                  | 0.055        |
|    value_loss           | 0.104        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 155          |
|    iterations           | 25           |
|    time_elapsed         | 1244         |
|    total_timesteps      | 193750       |
| train/                  |              |
|    approx_kl            | 0.0013821349 |
|    clip_fraction        | 0.0135       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.07        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0657       |
|    n_updates            | 480          |
|    policy_gradient_loss | -0.00173     |
|    std                  | 0.055        |
|    value_loss           | 0.0976       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.684        |
| time/                   |              |
|    fps                  | 156          |
|    iterations           | 26           |
|    time_elapsed         | 1290         |
|    total_timesteps      | 201500       |
| train/                  |              |
|    approx_kl            | 0.0010077567 |
|    clip_fraction        | 0.00648      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.03        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0751       |
|    n_updates            | 500          |
|    policy_gradient_loss | -0.00132     |
|    std                  | 0.055        |
|    value_loss           | 0.0975       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.681       |
| time/                   |             |
|    fps                  | 156         |
|    iterations           | 27          |
|    time_elapsed         | 1337        |
|    total_timesteps      | 209250      |
| train/                  |             |
|    approx_kl            | 0.001220508 |
|    clip_fraction        | 0.0139      |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -0.949      |
|    learning_rate        | 1e-06       |
|    loss                 | 0.071       |
|    n_updates            | 520         |
|    policy_gradient_loss | -0.00157    |
|    std                  | 0.055       |
|    value_loss           | 0.0904      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.682        |
| time/                   |              |
|    fps                  | 156          |
|    iterations           | 28           |
|    time_elapsed         | 1384         |
|    total_timesteps      | 217000       |
| train/                  |              |
|    approx_kl            | 0.0013037573 |
|    clip_fraction        | 0.0145       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.916       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0742       |
|    n_updates            | 540          |
|    policy_gradient_loss | -0.00137     |
|    std                  | 0.055        |
|    value_loss           | 0.0912       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.682        |
| time/                   |              |
|    fps                  | 157          |
|    iterations           | 29           |
|    time_elapsed         | 1431         |
|    total_timesteps      | 224750       |
| train/                  |              |
|    approx_kl            | 0.0012336738 |
|    clip_fraction        | 0.0191       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.844       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0628       |
|    n_updates            | 560          |
|    policy_gradient_loss | -0.00141     |
|    std                  | 0.055        |
|    value_loss           | 0.0891       |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.676        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 155          |
|    iterations           | 30           |
|    time_elapsed         | 1498         |
|    total_timesteps      | 232500       |
| train/                  |              |
|    approx_kl            | 0.0012583799 |
|    clip_fraction        | 0.0128       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.86        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0648       |
|    n_updates            | 580          |
|    policy_gradient_loss | -0.00155     |
|    std                  | 0.055        |
|    value_loss           | 0.0859       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 155          |
|    iterations           | 31           |
|    time_elapsed         | 1544         |
|    total_timesteps      | 240250       |
| train/                  |              |
|    approx_kl            | 0.0011418848 |
|    clip_fraction        | 0.00666      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.806       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0676       |
|    n_updates            | 600          |
|    policy_gradient_loss | -0.00185     |
|    std                  | 0.055        |
|    value_loss           | 0.0833       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.687        |
| time/                   |              |
|    fps                  | 155          |
|    iterations           | 32           |
|    time_elapsed         | 1591         |
|    total_timesteps      | 248000       |
| train/                  |              |
|    approx_kl            | 0.0009906762 |
|    clip_fraction        | 0.00806      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.813       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0623       |
|    n_updates            | 620          |
|    policy_gradient_loss | -0.00125     |
|    std                  | 0.055        |
|    value_loss           | 0.0859       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.686       |
| time/                   |             |
|    fps                  | 156         |
|    iterations           | 33          |
|    time_elapsed         | 1637        |
|    total_timesteps      | 255750      |
| train/                  |             |
|    approx_kl            | 0.001163651 |
|    clip_fraction        | 0.0117      |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -0.744      |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0628      |
|    n_updates            | 640         |
|    policy_gradient_loss | -0.00235    |
|    std                  | 0.055       |
|    value_loss           | 0.0814      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.691        |
| time/                   |              |
|    fps                  | 156          |
|    iterations           | 34           |
|    time_elapsed         | 1684         |
|    total_timesteps      | 263500       |
| train/                  |              |
|    approx_kl            | 0.0010607706 |
|    clip_fraction        | 0.00789      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.665       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0672       |
|    n_updates            | 660          |
|    policy_gradient_loss | -0.00131     |
|    std                  | 0.055        |
|    value_loss           | 0.0788       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.678        |
| time/                   |              |
|    fps                  | 156          |
|    iterations           | 35           |
|    time_elapsed         | 1731         |
|    total_timesteps      | 271250       |
| train/                  |              |
|    approx_kl            | 0.0013046239 |
|    clip_fraction        | 0.0104       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.614       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0597       |
|    n_updates            | 680          |
|    policy_gradient_loss | -0.000946    |
|    std                  | 0.055        |
|    value_loss           | 0.0706       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.687        |
| time/                   |              |
|    fps                  | 156          |
|    iterations           | 36           |
|    time_elapsed         | 1778         |
|    total_timesteps      | 279000       |
| train/                  |              |
|    approx_kl            | 0.0010747922 |
|    clip_fraction        | 0.00895      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.614       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0618       |
|    n_updates            | 700          |
|    policy_gradient_loss | -0.00137     |
|    std                  | 0.055        |
|    value_loss           | 0.0719       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.681        |
| time/                   |              |
|    fps                  | 157          |
|    iterations           | 37           |
|    time_elapsed         | 1824         |
|    total_timesteps      | 286750       |
| train/                  |              |
|    approx_kl            | 0.0012731217 |
|    clip_fraction        | 0.0096       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.519       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0563       |
|    n_updates            | 720          |
|    policy_gradient_loss | -0.00141     |
|    std                  | 0.055        |
|    value_loss           | 0.0693       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.687        |
| time/                   |              |
|    fps                  | 157          |
|    iterations           | 38           |
|    time_elapsed         | 1870         |
|    total_timesteps      | 294500       |
| train/                  |              |
|    approx_kl            | 0.0011978496 |
|    clip_fraction        | 0.0118       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.491       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0587       |
|    n_updates            | 740          |
|    policy_gradient_loss | -0.00152     |
|    std                  | 0.055        |
|    value_loss           | 0.0662       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.685        |
| time/                   |              |
|    fps                  | 157          |
|    iterations           | 39           |
|    time_elapsed         | 1917         |
|    total_timesteps      | 302250       |
| train/                  |              |
|    approx_kl            | 0.0012985157 |
|    clip_fraction        | 0.0147       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.463       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0567       |
|    n_updates            | 760          |
|    policy_gradient_loss | -0.00212     |
|    std                  | 0.055        |
|    value_loss           | 0.0662       |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.686        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 156          |
|    iterations           | 40           |
|    time_elapsed         | 1983         |
|    total_timesteps      | 310000       |
| train/                  |              |
|    approx_kl            | 0.0014375616 |
|    clip_fraction        | 0.0125       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.466       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0464       |
|    n_updates            | 780          |
|    policy_gradient_loss | -0.00158     |
|    std                  | 0.055        |
|    value_loss           | 0.0648       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.687        |
| time/                   |              |
|    fps                  | 156          |
|    iterations           | 41           |
|    time_elapsed         | 2029         |
|    total_timesteps      | 317750       |
| train/                  |              |
|    approx_kl            | 0.0011313641 |
|    clip_fraction        | 0.0106       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.332       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0572       |
|    n_updates            | 800          |
|    policy_gradient_loss | -0.00227     |
|    std                  | 0.055        |
|    value_loss           | 0.0585       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.682        |
| time/                   |              |
|    fps                  | 156          |
|    iterations           | 42           |
|    time_elapsed         | 2075         |
|    total_timesteps      | 325500       |
| train/                  |              |
|    approx_kl            | 0.0010073169 |
|    clip_fraction        | 0.00616      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.381       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0562       |
|    n_updates            | 820          |
|    policy_gradient_loss | -0.00151     |
|    std                  | 0.055        |
|    value_loss           | 0.0638       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.684        |
| time/                   |              |
|    fps                  | 156          |
|    iterations           | 43           |
|    time_elapsed         | 2122         |
|    total_timesteps      | 333250       |
| train/                  |              |
|    approx_kl            | 0.0017461511 |
|    clip_fraction        | 0.0187       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.321       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0545       |
|    n_updates            | 840          |
|    policy_gradient_loss | -0.00185     |
|    std                  | 0.055        |
|    value_loss           | 0.0621       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 157          |
|    iterations           | 44           |
|    time_elapsed         | 2169         |
|    total_timesteps      | 341000       |
| train/                  |              |
|    approx_kl            | 0.0013183691 |
|    clip_fraction        | 0.0112       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.296       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.053        |
|    n_updates            | 860          |
|    policy_gradient_loss | -0.00173     |
|    std                  | 0.055        |
|    value_loss           | 0.0589       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 157          |
|    iterations           | 45           |
|    time_elapsed         | 2215         |
|    total_timesteps      | 348750       |
| train/                  |              |
|    approx_kl            | 0.0013056927 |
|    clip_fraction        | 0.014        |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
