Logging to ./data/ppo_2l/seed_3
---------------------------------
| rollout/           |          |
|    total_timesteps      | 41250       |
| train/                  |             |
|    approx_kl            | 0.017657954 |
|    clip_fraction        | 0.425       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.65        |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0565      |
|    n_updates            | 200         |
|    policy_gradient_loss | 0.00315     |
|    std                  | 0.055       |
|    value_loss           | 0.0112      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.585       |
| time/                   |             |
|    fps                  | 84          |
|    iterations           | 12          |
|    time_elapsed         | 531         |
|    total_timesteps      | 45000       |
| train/                  |             |
|    approx_kl            | 0.039315812 |
|    clip_fraction        | 0.468       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.677       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0298      |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.00159    |
|    std                  | 0.055       |
|    value_loss           | 0.0118      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.584      |
| time/                   |            |
|    fps                  | 85         |
|    iterations           | 13         |
|    time_elapsed         | 572        |
|    total_timesteps      | 48750      |
| train/                  |            |
|    approx_kl            | 0.01718224 |
|    clip_fraction        | 0.449      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.678      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.048      |
|    n_updates            | 240        |
|    policy_gradient_loss | 0.00406    |
|    std                  | 0.055      |
|    value_loss           | 0.0112     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.585      |
| time/                   |            |
|    fps                  | 85         |
|    iterations           | 14         |
|    time_elapsed         | 614        |
|    total_timesteps      | 52500      |
| train/                  |            |
|    approx_kl            | 0.04231205 |
|    clip_fraction        | 0.472      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.694      |
|    learning_rate        | 1e-05      |
|    loss                 | -0.00194   |
|    n_updates            | 260        |
|    policy_gradient_loss | 0.00403    |
|    std                  | 0.055      |
|    value_loss           | 0.00985    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.587       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 15          |
|    time_elapsed         | 655         |
|    total_timesteps      | 56250       |
| train/                  |             |
|    approx_kl            | 0.014941005 |
|    clip_fraction        | 0.43        |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.713       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.042       |
|    n_updates            | 280         |
|    policy_gradient_loss | 0.00363     |
|    std                  | 0.055       |
|    value_loss           | 0.0096      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.586       |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 16          |
|    time_elapsed         | 696         |
|    total_timesteps      | 60000       |
| train/                  |             |
|    approx_kl            | 0.031415503 |
|    clip_fraction        | 0.437       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.721       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.014       |
|    n_updates            | 300         |
|    policy_gradient_loss | 0.00226     |
|    std                  | 0.055       |
|    value_loss           | 0.00868     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.586       |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 17          |
|    time_elapsed         | 738         |
|    total_timesteps      | 63750       |
| train/                  |             |
|    approx_kl            | 0.015010973 |
|    clip_fraction        | 0.495       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.719       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0441      |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.00458    |
|    std                  | 0.055       |
|    value_loss           | 0.011       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.586       |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 18          |
|    time_elapsed         | 778         |
|    total_timesteps      | 67500       |
| train/                  |             |
|    approx_kl            | 0.016364597 |
|    clip_fraction        | 0.382       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.736       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0433      |
|    n_updates            | 340         |
|    policy_gradient_loss | 0.00285     |
|    std                  | 0.055       |
|    value_loss           | 0.00855     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.583       |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 19          |
|    time_elapsed         | 819         |
|    total_timesteps      | 71250       |
| train/                  |             |
|    approx_kl            | 0.013471609 |
|    clip_fraction        | 0.435       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.743       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0717      |
|    n_updates            | 360         |
|    policy_gradient_loss | 0.00231     |
|    std                  | 0.055       |
|    value_loss           | 0.00882     |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 5           |
|    mean_reward          | 0.636       |
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.588       |
| time/                   |             |
|    fps                  | 84          |
|    iterations           | 20          |
|    time_elapsed         | 883         |
|    total_timesteps      | 75000       |
| train/                  |             |
|    approx_kl            | 0.017095152 |
|    clip_fraction        | 0.433       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.727       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0414      |
|    n_updates            | 380         |
|    policy_gradient_loss | 0.0025      |
|    std                  | 0.055       |
|    value_loss           | 0.00971     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.586       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 21          |
|    time_elapsed         | 924         |
|    total_timesteps      | 78750       |
| train/                  |             |
|    approx_kl            | 0.020143695 |
|    clip_fraction        | 0.417       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.749       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0566      |
|    n_updates            | 400         |
|    policy_gradient_loss | 0.0134      |
|    std                  | 0.055       |
|    value_loss           | 0.00847     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.585       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 22          |
|    time_elapsed         | 966         |
|    total_timesteps      | 82500       |
| train/                  |             |
|    approx_kl            | 0.022101548 |
|    clip_fraction        | 0.442       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.75        |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0493      |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.000691   |
|    std                  | 0.055       |
|    value_loss           | 0.0086      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.593       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 23          |
|    time_elapsed         | 1007        |
|    total_timesteps      | 86250       |
| train/                  |             |
|    approx_kl            | 0.022825796 |
|    clip_fraction        | 0.458       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.765       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0363      |
|    n_updates            | 440         |
|    policy_gradient_loss | -0.00564    |
|    std                  | 0.055       |
|    value_loss           | 0.0085      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.593       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 24          |
|    time_elapsed         | 1048        |
|    total_timesteps      | 90000       |
| train/                  |             |
|    approx_kl            | 0.011692912 |
|    clip_fraction        | 0.421       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.781       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0477      |
|    n_updates            | 460         |
|    policy_gradient_loss | 0.00289     |
|    std                  | 0.055       |
|    value_loss           | 0.0067      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.591       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 25          |
|    time_elapsed         | 1091        |
|    total_timesteps      | 93750       |
| train/                  |             |
|    approx_kl            | 0.020898093 |
|    clip_fraction        | 0.447       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.775       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0455      |
|    n_updates            | 480         |
|    policy_gradient_loss | 0.00635     |
|    std                  | 0.055       |
|    value_loss           | 0.00737     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.591       |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 26          |
|    time_elapsed         | 1132        |
|    total_timesteps      | 97500       |
| train/                  |             |
|    approx_kl            | 0.013491586 |
|    clip_fraction        | 0.43        |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.78        |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0562      |
|    n_updates            | 500         |
|    policy_gradient_loss | 0.000919    |
|    std                  | 0.055       |
|    value_loss           | 0.0077      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.59        |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 27          |
|    time_elapsed         | 1173        |
|    total_timesteps      | 101250      |
| train/                  |             |
|    approx_kl            | 0.016876709 |
|    clip_fraction        | 0.412       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.783       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0565      |
|    n_updates            | 520         |
|    policy_gradient_loss | 0.00346     |
|    std                  | 0.055       |
|    value_loss           | 0.00792     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.588       |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 28          |
|    time_elapsed         | 1214        |
|    total_timesteps      | 105000      |
| train/                  |             |
|    approx_kl            | 0.013019012 |
|    clip_fraction        | 0.419       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.789       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0631      |
|    n_updates            | 540         |
|    policy_gradient_loss | 0.00367     |
|    std                  | 0.055       |
|    value_loss           | 0.00798     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.595       |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 29          |
|    time_elapsed         | 1256        |
|    total_timesteps      | 108750      |
| train/                  |             |
|    approx_kl            | 0.026888479 |
|    clip_fraction        | 0.468       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.784       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0397      |
|    n_updates            | 560         |
|    policy_gradient_loss | 0.00637     |
|    std                  | 0.055       |
|    value_loss           | 0.0078      |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 5           |
|    mean_reward          | 0.648       |
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.591       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 30          |
|    time_elapsed         | 1319        |
|    total_timesteps      | 112500      |
| train/                  |             |
|    approx_kl            | 0.010456633 |
|    clip_fraction        | 0.391       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.804       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0685      |
|    n_updates            | 580         |
|    policy_gradient_loss | 0.00531     |
|    std                  | 0.055       |
|    value_loss           | 0.00704     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.596       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 31          |
|    time_elapsed         | 1361        |
|    total_timesteps      | 116250      |
| train/                  |             |
|    approx_kl            | 0.033944093 |
|    clip_fraction        | 0.473       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.801       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0215      |
|    n_updates            | 600         |
|    policy_gradient_loss | 0.00555     |
|    std                  | 0.055       |
|    value_loss           | 0.00699     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.592       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 32          |
|    time_elapsed         | 1403        |
|    total_timesteps      | 120000      |
| train/                  |             |
|    approx_kl            | 0.018329553 |
|    clip_fraction        | 0.486       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.807       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0308      |
|    n_updates            | 620         |
|    policy_gradient_loss | 0.000229    |
|    std                  | 0.055       |
|    value_loss           | 0.00709     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.593       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 33          |
|    time_elapsed         | 1443        |
|    total_timesteps      | 123750      |
| train/                  |             |
|    approx_kl            | 0.044186775 |
|    clip_fraction        | 0.389       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.802       |
|    learning_rate        | 1e-05       |
|    loss                 | -0.04       |
|    n_updates            | 640         |
|    policy_gradient_loss | 0.00228     |
|    std                  | 0.055       |
|    value_loss           | 0.00708     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.593       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 34          |
|    time_elapsed         | 1484        |
|    total_timesteps      | 127500      |
| train/                  |             |
|    approx_kl            | 0.026375271 |
|    clip_fraction        | 0.41        |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.818       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0303      |
|    n_updates            | 660         |
|    policy_gradient_loss | 0.00534     |
|    std                  | 0.055       |
|    value_loss           | 0.00636     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.598       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 35          |
|    time_elapsed         | 1526        |
|    total_timesteps      | 131250      |
| train/                  |             |
|    approx_kl            | 0.028588647 |
|    clip_fraction        | 0.469       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.812       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0344      |
|    n_updates            | 680         |
|    policy_gradient_loss | 0.003       |
|    std                  | 0.055       |
|    value_loss           | 0.00668     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.594       |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 36          |
|    time_elapsed         | 1567        |
|    total_timesteps      | 135000      |
| train/                  |             |
|    approx_kl            | 0.016830415 |
|    clip_fraction        | 0.422       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.821       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0714      |
|    n_updates            | 700         |
|    policy_gradient_loss | 0.000574    |
|    std                  | 0.055       |
|    value_loss           | 0.0061      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.594      |
| time/                   |            |
|    fps                  | 86         |
|    iterations           | 37         |
|    time_elapsed         | 1608       |
|    total_timesteps      | 138750     |
| train/                  |            |
|    approx_kl            | 0.02154813 |
|    clip_fraction        | 0.401      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.825      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.0483     |
|    n_updates            | 720        |
|    policy_gradient_loss | 0.00115    |
|    std                  | 0.055      |
|    value_loss           | 0.00635    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.595       |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 38          |
|    time_elapsed         | 1649        |
|    total_timesteps      | 142500      |
| train/                  |             |
|    approx_kl            | 0.017825393 |
|    clip_fraction        | 0.455       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.828       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0558      |
|    n_updates            | 740         |
|    policy_gradient_loss | 0.00416     |
|    std                  | 0.055       |
|    value_loss           | 0.00618     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.597       |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 39          |
|    time_elapsed         | 1690        |
|    total_timesteps      | 146250      |
| train/                  |             |
|    approx_kl            | 0.013178372 |
|    clip_fraction        | 0.416       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.826       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0597      |
|    n_updates            | 760         |
|    policy_gradient_loss | 0.0035      |
|    std                  | 0.055       |
|    value_loss           | 0.00633     |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 5           |
|    mean_reward          | 0.653       |
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.594       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 40          |
|    time_elapsed         | 1756        |
|    total_timesteps      | 150000      |
| train/                  |             |
|    approx_kl            | 0.023658762 |
|    clip_fraction        | 0.467       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.829       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0461      |
|    n_updates            | 780         |
|    policy_gradient_loss | 0.00972     |
|    std                  | 0.055       |
|    value_loss           | 0.00591     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.597       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 41          |
|    time_elapsed         | 1796        |
|    total_timesteps      | 153750      |
| train/                  |             |
|    approx_kl            | 0.031758845 |
|    clip_fraction        | 0.437       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.835       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0103      |
|    n_updates            | 800         |
|    policy_gradient_loss | -8.91e-05   |
|    std                  | 0.055       |
|    value_loss           | 0.00583     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.6         |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 42          |
|    time_elapsed         | 1837        |
|    total_timesteps      | 157500      |
| train/                  |             |
|    approx_kl            | 0.015971586 |
|    clip_fraction        | 0.445       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.836       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0509      |
|    n_updates            | 820         |
|    policy_gradient_loss | 0.00224     |
|    std                  | 0.055       |
|    value_loss           | 0.00592     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.596       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 43          |
|    time_elapsed         | 1878        |
|    total_timesteps      | 161250      |
| train/                  |             |
|    approx_kl            | 0.008413073 |
|    clip_fraction        | 0.424       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.833       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0665      |
|    n_updates            | 840         |
|    policy_gradient_loss | -0.00158    |
|    std                  | 0.055       |
|    value_loss           | 0.00645     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.597       |
| time/                   |             |
|    fps                  | 85          |
|    iterations           | 44          |
|    time_elapsed         | 1919        |
|    total_timesteps      | 165000      |
| train/                  |             |
|    approx_kl            | 0.015813347 |
|    clip_fraction        | 0.467       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.838       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0539      |
|    n_updates            | 860         |
|    policy_gradient_loss | 0.00268     |
|    std                  | 0.055       |
|    value_loss           | 0.00559     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.602      |
| time/                   |            |
|    fps                  | 86         |
|    iterations           | 45         |
|    time_elapsed         | 1960       |
|    total_timesteps      | 168750     |
| train/                  |            |
|    approx_kl            | 0.03352215 |
|    clip_fraction        | 0.429      |
|    clip_range           | 0.1        |
