Logging to ./data/ppo_3l/seed_2
---------------------------------
| rollout/           |          |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.689        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.68         |
| time/                   |              |
|    fps                  | 211          |
|    iterations           | 10           |
|    time_elapsed         | 271          |
|    total_timesteps      | 57500        |
| train/                  |              |
|    approx_kl            | 0.0010884469 |
|    clip_fraction        | 0.00458      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | -0.808       |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0326       |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.000786    |
|    std                  | 0.183        |
|    value_loss           | 0.092        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.678        |
| time/                   |              |
|    fps                  | 214          |
|    iterations           | 11           |
|    time_elapsed         | 295          |
|    total_timesteps      | 63250        |
| train/                  |              |
|    approx_kl            | 0.0010630457 |
|    clip_fraction        | 0.00521      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | -0.725       |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0352       |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.00144     |
|    std                  | 0.183        |
|    value_loss           | 0.0791       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.682        |
| time/                   |              |
|    fps                  | 217          |
|    iterations           | 12           |
|    time_elapsed         | 317          |
|    total_timesteps      | 69000        |
| train/                  |              |
|    approx_kl            | 0.0012831398 |
|    clip_fraction        | 0.00481      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | -0.684       |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0322       |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.000865    |
|    std                  | 0.183        |
|    value_loss           | 0.0735       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 218          |
|    iterations           | 13           |
|    time_elapsed         | 341          |
|    total_timesteps      | 74750        |
| train/                  |              |
|    approx_kl            | 0.0009774812 |
|    clip_fraction        | 0.00789      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | -0.562       |
|    learning_rate        | 5e-06        |
|    loss                 | 0.035        |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.000693    |
|    std                  | 0.183        |
|    value_loss           | 0.0657       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 0.68          |
| time/                   |               |
|    fps                  | 220           |
|    iterations           | 14            |
|    time_elapsed         | 364           |
|    total_timesteps      | 80500         |
| train/                  |               |
|    approx_kl            | 0.00073014316 |
|    clip_fraction        | 0.00646       |
|    clip_range           | 0.1           |
|    entropy_loss         | -5.9          |
|    explained_variance   | -0.416        |
|    learning_rate        | 5e-06         |
|    loss                 | 0.0296        |
|    n_updates            | 260           |
|    policy_gradient_loss | -0.000935     |
|    std                  | 0.183         |
|    value_loss           | 0.0639        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.676        |
| time/                   |              |
|    fps                  | 222          |
|    iterations           | 15           |
|    time_elapsed         | 387          |
|    total_timesteps      | 86250        |
| train/                  |              |
|    approx_kl            | 0.0009617722 |
|    clip_fraction        | 0.00418      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | -0.33        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0234       |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.000733    |
|    std                  | 0.183        |
|    value_loss           | 0.0602       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.681        |
| time/                   |              |
|    fps                  | 224          |
|    iterations           | 16           |
|    time_elapsed         | 410          |
|    total_timesteps      | 92000        |
| train/                  |              |
|    approx_kl            | 0.0012214883 |
|    clip_fraction        | 0.00499      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | -0.297       |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0278       |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.00104     |
|    std                  | 0.183        |
|    value_loss           | 0.0561       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.684        |
| time/                   |              |
|    fps                  | 225          |
|    iterations           | 17           |
|    time_elapsed         | 432          |
|    total_timesteps      | 97750        |
| train/                  |              |
|    approx_kl            | 0.0009578811 |
|    clip_fraction        | 0.00652      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | -0.218       |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0209       |
|    n_updates            | 320          |
|    policy_gradient_loss | -0.0015      |
|    std                  | 0.183        |
|    value_loss           | 0.0536       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.678        |
| time/                   |              |
|    fps                  | 226          |
|    iterations           | 18           |
|    time_elapsed         | 457          |
|    total_timesteps      | 103500       |
| train/                  |              |
|    approx_kl            | 0.0009903339 |
|    clip_fraction        | 0.00566      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | -0.0816      |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0157       |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.00022     |
|    std                  | 0.183        |
|    value_loss           | 0.0497       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.677        |
| time/                   |              |
|    fps                  | 227          |
|    iterations           | 19           |
|    time_elapsed         | 479          |
|    total_timesteps      | 109250       |
| train/                  |              |
|    approx_kl            | 0.0011734887 |
|    clip_fraction        | 0.00593      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | -0.0447      |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0192       |
|    n_updates            | 360          |
|    policy_gradient_loss | -0.00195     |
|    std                  | 0.183        |
|    value_loss           | 0.048        |
------------------------------------------
-------------------------------------------
| eval/                   |               |
|    mean_ep_length       | 5             |
|    mean_reward          | 0.68          |
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 0.68          |
| time/                   |               |
|    fps                  | 220           |
|    iterations           | 20            |
|    time_elapsed         | 521           |
|    total_timesteps      | 115000        |
| train/                  |               |
|    approx_kl            | 0.00084647647 |
|    clip_fraction        | 0.00582       |
|    clip_range           | 0.1           |
|    entropy_loss         | -5.9          |
|    explained_variance   | 0.00149       |
|    learning_rate        | 5e-06         |
|    loss                 | 0.0139        |
|    n_updates            | 380           |
|    policy_gradient_loss | -0.00134      |
|    std                  | 0.183         |
|    value_loss           | 0.0449        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.682        |
| time/                   |              |
|    fps                  | 221          |
|    iterations           | 21           |
|    time_elapsed         | 544          |
|    total_timesteps      | 120750       |
| train/                  |              |
|    approx_kl            | 0.0008891495 |
|    clip_fraction        | 0.00685      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | 0.0397       |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0161       |
|    n_updates            | 400          |
|    policy_gradient_loss | -0.000618    |
|    std                  | 0.183        |
|    value_loss           | 0.046        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 223          |
|    iterations           | 22           |
|    time_elapsed         | 566          |
|    total_timesteps      | 126500       |
| train/                  |              |
|    approx_kl            | 0.0010034206 |
|    clip_fraction        | 0.00516      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | 0.0916       |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0215       |
|    n_updates            | 420          |
|    policy_gradient_loss | -2.07e-05    |
|    std                  | 0.183        |
|    value_loss           | 0.0416       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.679        |
| time/                   |              |
|    fps                  | 223          |
|    iterations           | 23           |
|    time_elapsed         | 590          |
|    total_timesteps      | 132250       |
| train/                  |              |
|    approx_kl            | 0.0009646896 |
|    clip_fraction        | 0.00517      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | 0.124        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.00948      |
|    n_updates            | 440          |
|    policy_gradient_loss | -0.00127     |
|    std                  | 0.183        |
|    value_loss           | 0.0403       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 0.683         |
| time/                   |               |
|    fps                  | 225           |
|    iterations           | 24            |
|    time_elapsed         | 612           |
|    total_timesteps      | 138000        |
| train/                  |               |
|    approx_kl            | 0.00091896387 |
|    clip_fraction        | 0.00489       |
|    clip_range           | 0.1           |
|    entropy_loss         | -5.9          |
|    explained_variance   | 0.157         |
|    learning_rate        | 5e-06         |
|    loss                 | 0.0182        |
|    n_updates            | 460           |
|    policy_gradient_loss | -0.000418     |
|    std                  | 0.183         |
|    value_loss           | 0.0366        |
-------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.683       |
| time/                   |             |
|    fps                  | 226         |
|    iterations           | 25          |
|    time_elapsed         | 634         |
|    total_timesteps      | 143750      |
| train/                  |             |
|    approx_kl            | 0.001074737 |
|    clip_fraction        | 0.00292     |
|    clip_range           | 0.1         |
|    entropy_loss         | -5.9        |
|    explained_variance   | 0.218       |
|    learning_rate        | 5e-06       |
|    loss                 | 0.0127      |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.000223   |
|    std                  | 0.183       |
|    value_loss           | 0.0361      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 227          |
|    iterations           | 26           |
|    time_elapsed         | 656          |
|    total_timesteps      | 149500       |
| train/                  |              |
|    approx_kl            | 0.0009859749 |
|    clip_fraction        | 0.00645      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | 0.26         |
|    learning_rate        | 5e-06        |
|    loss                 | 0.00718      |
|    n_updates            | 500          |
|    policy_gradient_loss | -0.00128     |
|    std                  | 0.183        |
|    value_loss           | 0.0325       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.685       |
| time/                   |             |
|    fps                  | 228         |
|    iterations           | 27          |
|    time_elapsed         | 679         |
|    total_timesteps      | 155250      |
| train/                  |             |
|    approx_kl            | 0.001341721 |
|    clip_fraction        | 0.0109      |
|    clip_range           | 0.1         |
|    entropy_loss         | -5.9        |
|    explained_variance   | 0.299       |
|    learning_rate        | 5e-06       |
|    loss                 | 0.00658     |
|    n_updates            | 520         |
|    policy_gradient_loss | -0.00154    |
|    std                  | 0.183       |
|    value_loss           | 0.0311      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.68         |
| time/                   |              |
|    fps                  | 229          |
|    iterations           | 28           |
|    time_elapsed         | 702          |
|    total_timesteps      | 161000       |
| train/                  |              |
|    approx_kl            | 0.0013405891 |
|    clip_fraction        | 0.00753      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.9         |
|    explained_variance   | 0.318        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0123       |
|    n_updates            | 540          |
|    policy_gradient_loss | -0.000822    |
|    std                  | 0.183        |
|    value_loss           | 0.0317       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 230          |
|    iterations           | 29           |
|    time_elapsed         | 724          |
|    total_timesteps      | 166750       |
| train/                  |              |
|    approx_kl            | 0.0010546691 |
|    clip_fraction        | 0.00645      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.89        |
|    explained_variance   | 0.328        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.00776      |
|    n_updates            | 560          |
|    policy_gradient_loss | -0.00241     |
|    std                  | 0.183        |
|    value_loss           | 0.0289       |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.69         |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 225          |
|    iterations           | 30           |
|    time_elapsed         | 766          |
|    total_timesteps      | 172500       |
| train/                  |              |
|    approx_kl            | 0.0012415604 |
|    clip_fraction        | 0.00874      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.89        |
|    explained_variance   | 0.366        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.00192      |
|    n_updates            | 580          |
|    policy_gradient_loss | -0.000788    |
|    std                  | 0.183        |
|    value_loss           | 0.0285       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.685        |
| time/                   |              |
|    fps                  | 226          |
|    iterations           | 31           |
|    time_elapsed         | 788          |
|    total_timesteps      | 178250       |
| train/                  |              |
|    approx_kl            | 0.0011384389 |
|    clip_fraction        | 0.00672      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.89        |
|    explained_variance   | 0.361        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.00945      |
|    n_updates            | 600          |
|    policy_gradient_loss | -0.000564    |
|    std                  | 0.183        |
|    value_loss           | 0.0281       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.689       |
| time/                   |             |
|    fps                  | 226         |
|    iterations           | 32          |
|    time_elapsed         | 810         |
|    total_timesteps      | 184000      |
| train/                  |             |
|    approx_kl            | 0.001332432 |
|    clip_fraction        | 0.00712     |
|    clip_range           | 0.1         |
|    entropy_loss         | -5.89       |
|    explained_variance   | 0.401       |
|    learning_rate        | 5e-06       |
|    loss                 | 0.0116      |
|    n_updates            | 620         |
|    policy_gradient_loss | -0.00102    |
|    std                  | 0.183       |
|    value_loss           | 0.0272      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.685        |
| time/                   |              |
|    fps                  | 227          |
|    iterations           | 33           |
|    time_elapsed         | 832          |
|    total_timesteps      | 189750       |
| train/                  |              |
|    approx_kl            | 0.0011359171 |
|    clip_fraction        | 0.00987      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.89        |
|    explained_variance   | 0.424        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0109       |
|    n_updates            | 640          |
|    policy_gradient_loss | -0.00117     |
|    std                  | 0.183        |
|    value_loss           | 0.0272       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 0.687         |
| time/                   |               |
|    fps                  | 228           |
|    iterations           | 34            |
|    time_elapsed         | 854           |
|    total_timesteps      | 195500        |
| train/                  |               |
|    approx_kl            | 0.00089202775 |
|    clip_fraction        | 0.00405       |
|    clip_range           | 0.1           |
|    entropy_loss         | -5.89         |
|    explained_variance   | 0.439         |
|    learning_rate        | 5e-06         |
|    loss                 | 0.00804       |
|    n_updates            | 660           |
|    policy_gradient_loss | -0.000436     |
|    std                  | 0.183         |
|    value_loss           | 0.0251        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.685        |
| time/                   |              |
|    fps                  | 229          |
|    iterations           | 35           |
|    time_elapsed         | 877          |
|    total_timesteps      | 201250       |
| train/                  |              |
|    approx_kl            | 0.0011782675 |
|    clip_fraction        | 0.0086       |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.89        |
|    explained_variance   | 0.45         |
|    learning_rate        | 5e-06        |
|    loss                 | 0.00613      |
|    n_updates            | 680          |
|    policy_gradient_loss | -0.00115     |
|    std                  | 0.183        |
|    value_loss           | 0.0265       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.692        |
| time/                   |              |
|    fps                  | 230          |
|    iterations           | 36           |
|    time_elapsed         | 899          |
|    total_timesteps      | 207000       |
| train/                  |              |
|    approx_kl            | 0.0012786109 |
|    clip_fraction        | 0.00814      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.89        |
|    explained_variance   | 0.479        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0105       |
|    n_updates            | 700          |
|    policy_gradient_loss | -0.000731    |
|    std                  | 0.183        |
|    value_loss           | 0.0234       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.687        |
| time/                   |              |
|    fps                  | 230          |
|    iterations           | 37           |
|    time_elapsed         | 922          |
|    total_timesteps      | 212750       |
| train/                  |              |
|    approx_kl            | 0.0011910151 |
|    clip_fraction        | 0.00499      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.89        |
|    explained_variance   | 0.5          |
|    learning_rate        | 5e-06        |
|    loss                 | -0.00121     |
|    n_updates            | 720          |
|    policy_gradient_loss | -0.000919    |
|    std                  | 0.183        |
|    value_loss           | 0.0235       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.682        |
| time/                   |              |
|    fps                  | 231          |
|    iterations           | 38           |
|    time_elapsed         | 945          |
|    total_timesteps      | 218500       |
| train/                  |              |
|    approx_kl            | 0.0011571994 |
|    clip_fraction        | 0.00787      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.89        |
|    explained_variance   | 0.494        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.000174     |
|    n_updates            | 740          |
|    policy_gradient_loss | -0.00215     |
|    std                  | 0.183        |
|    value_loss           | 0.0223       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 0.684         |
| time/                   |               |
|    fps                  | 231           |
|    iterations           | 39            |
|    time_elapsed         | 967           |
|    total_timesteps      | 224250        |
| train/                  |               |
|    approx_kl            | 0.00059371226 |
|    clip_fraction        | 0.00395       |
|    clip_range           | 0.1           |
|    entropy_loss         | -5.89         |
|    explained_variance   | 0.51          |
|    learning_rate        | 5e-06         |
|    loss                 | 0.00747       |
|    n_updates            | 760           |
|    policy_gradient_loss | -0.000759     |
|    std                  | 0.183         |
|    value_loss           | 0.0215        |
-------------------------------------------
-------------------------------------------
| eval/                   |               |
|    mean_ep_length       | 5             |
|    mean_reward          | 0.663         |
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 0.681         |
| time/                   |               |
|    fps                  | 228           |
|    iterations           | 40            |
|    time_elapsed         | 1008          |
|    total_timesteps      | 230000        |
| train/                  |               |
|    approx_kl            | 0.00070662826 |
|    clip_fraction        | 0.00489       |
|    clip_range           | 0.1           |
|    entropy_loss         | -5.89         |
|    explained_variance   | 0.526         |
|    learning_rate        | 5e-06         |
|    loss                 | 0.0108        |
|    n_updates            | 780           |
|    policy_gradient_loss | -0.00164      |
|    std                  | 0.183         |
|    value_loss           | 0.0212        |
-------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.69        |
| time/                   |             |
|    fps                  | 228         |
|    iterations           | 41          |
|    time_elapsed         | 1031        |
|    total_timesteps      | 235750      |
| train/                  |             |
|    approx_kl            | 0.000844313 |
|    clip_fraction        | 0.00379     |
|    clip_range           | 0.1         |
|    entropy_loss         | -5.89       |
|    explained_variance   | 0.544       |
|    learning_rate        | 5e-06       |
|    loss                 | 0.00953     |
|    n_updates            | 800         |
|    policy_gradient_loss | -0.00172    |
|    std                  | 0.183       |
|    value_loss           | 0.0205      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.688        |
| time/                   |              |
|    fps                  | 229          |
|    iterations           | 42           |
|    time_elapsed         | 1052         |
|    total_timesteps      | 241500       |
| train/                  |              |
|    approx_kl            | 0.0011023041 |
|    clip_fraction        | 0.00424      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.89        |
|    explained_variance   | 0.559        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.00573      |
|    n_updates            | 820          |
|    policy_gradient_loss | -0.00158     |
|    std                  | 0.183        |
|    value_loss           | 0.0198       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.689        |
| time/                   |              |
|    fps                  | 229          |
|    iterations           | 43           |
|    time_elapsed         | 1075         |
|    total_timesteps      | 247250       |
| train/                  |              |
|    approx_kl            | 0.0011619007 |
|    clip_fraction        | 0.00927      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.89        |
|    explained_variance   | 0.579        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.00334      |
|    n_updates            | 840          |
|    policy_gradient_loss | -0.00167     |
|    std                  | 0.183        |
|    value_loss           | 0.0192       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.685        |
| time/                   |              |
|    fps                  | 230          |
|    iterations           | 44           |
|    time_elapsed         | 1096         |
|    total_timesteps      | 253000       |
| train/                  |              |
|    approx_kl            | 0.0007939539 |
|    clip_fraction        | 0.00385      |
|    clip_range           | 0.1          |
|    entropy_loss         | -5.89        |
|    explained_variance   | 0.58         |
|    learning_rate        | 5e-06        |
|    loss                 | 0.00112      |
|    n_updates            | 860          |
|    policy_gradient_loss | 0.000585     |
|    std                  | 0.183        |
|    value_loss           | 0.0196       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.684        |
| time/                   |              |
|    fps                  | 231          |
|    iterations           | 45           |
|    time_elapsed         | 1118         |
|    total_timesteps      | 258750       |
| train/                  |              |
|    approx_kl            | 0.0011050369 |
|    clip_fraction        | 0.00504      |
