Logging to ./data/ppo_1l/seed_2
---------------------------------
| rollout/           |          |
|    mean_reward          | 0.688        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 62           |
|    iterations           | 10           |
|    time_elapsed         | 798          |
|    total_timesteps      | 50000        |
| train/                  |              |
|    approx_kl            | 0.0014095958 |
|    clip_fraction        | 0.0142       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.78        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.106        |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.00387     |
|    std                  | 0.055        |
|    value_loss           | 0.161        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 62           |
|    iterations           | 11           |
|    time_elapsed         | 874          |
|    total_timesteps      | 55000        |
| train/                  |              |
|    approx_kl            | 0.0014418078 |
|    clip_fraction        | 0.0213       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.67        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.103        |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.00469     |
|    std                  | 0.055        |
|    value_loss           | 0.152        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.685        |
| time/                   |              |
|    fps                  | 63           |
|    iterations           | 12           |
|    time_elapsed         | 950          |
|    total_timesteps      | 60000        |
| train/                  |              |
|    approx_kl            | 0.0011827156 |
|    clip_fraction        | 0.0103       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.42        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0959       |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.00396     |
|    std                  | 0.055        |
|    value_loss           | 0.14         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.689        |
| time/                   |              |
|    fps                  | 63           |
|    iterations           | 13           |
|    time_elapsed         | 1026         |
|    total_timesteps      | 65000        |
| train/                  |              |
|    approx_kl            | 0.0016225189 |
|    clip_fraction        | 0.0227       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.5         |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0885       |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.00446     |
|    std                  | 0.055        |
|    value_loss           | 0.135        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.685        |
| time/                   |              |
|    fps                  | 63           |
|    iterations           | 14           |
|    time_elapsed         | 1101         |
|    total_timesteps      | 70000        |
| train/                  |              |
|    approx_kl            | 0.0011210239 |
|    clip_fraction        | 0.0101       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.35        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0853       |
|    n_updates            | 260          |
|    policy_gradient_loss | -0.00348     |
|    std                  | 0.055        |
|    value_loss           | 0.126        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.687       |
| time/                   |             |
|    fps                  | 63          |
|    iterations           | 15          |
|    time_elapsed         | 1176        |
|    total_timesteps      | 75000       |
| train/                  |             |
|    approx_kl            | 0.001232126 |
|    clip_fraction        | 0.0149      |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -1.35       |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0817      |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.00387    |
|    std                  | 0.055       |
|    value_loss           | 0.123       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.685        |
| time/                   |              |
|    fps                  | 63           |
|    iterations           | 16           |
|    time_elapsed         | 1252         |
|    total_timesteps      | 80000        |
| train/                  |              |
|    approx_kl            | 0.0012603297 |
|    clip_fraction        | 0.0103       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.16        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0755       |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.00362     |
|    std                  | 0.055        |
|    value_loss           | 0.114        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.684        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 17           |
|    time_elapsed         | 1328         |
|    total_timesteps      | 85000        |
| train/                  |              |
|    approx_kl            | 0.0015067392 |
|    clip_fraction        | 0.0221       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.17        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0819       |
|    n_updates            | 320          |
|    policy_gradient_loss | -0.00445     |
|    std                  | 0.055        |
|    value_loss           | 0.112        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.684        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 18           |
|    time_elapsed         | 1403         |
|    total_timesteps      | 90000        |
| train/                  |              |
|    approx_kl            | 0.0011583157 |
|    clip_fraction        | 0.00778      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.08        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0777       |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.0036      |
|    std                  | 0.055        |
|    value_loss           | 0.105        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.685        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 19           |
|    time_elapsed         | 1479         |
|    total_timesteps      | 95000        |
| train/                  |              |
|    approx_kl            | 0.0010836928 |
|    clip_fraction        | 0.00954      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -1.06        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0819       |
|    n_updates            | 360          |
|    policy_gradient_loss | -0.00345     |
|    std                  | 0.055        |
|    value_loss           | 0.104        |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.702        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.687        |
| time/                   |              |
|    fps                  | 63           |
|    iterations           | 20           |
|    time_elapsed         | 1573         |
|    total_timesteps      | 100000       |
| train/                  |              |
|    approx_kl            | 0.0013724508 |
|    clip_fraction        | 0.0152       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.947       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0722       |
|    n_updates            | 380          |
|    policy_gradient_loss | -0.00411     |
|    std                  | 0.055        |
|    value_loss           | 0.0978       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 63           |
|    iterations           | 21           |
|    time_elapsed         | 1649         |
|    total_timesteps      | 105000       |
| train/                  |              |
|    approx_kl            | 0.0014245141 |
|    clip_fraction        | 0.0177       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.912       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0692       |
|    n_updates            | 400          |
|    policy_gradient_loss | -0.00411     |
|    std                  | 0.055        |
|    value_loss           | 0.0933       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.692        |
| time/                   |              |
|    fps                  | 63           |
|    iterations           | 22           |
|    time_elapsed         | 1725         |
|    total_timesteps      | 110000       |
| train/                  |              |
|    approx_kl            | 0.0014059279 |
|    clip_fraction        | 0.0151       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.913       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0661       |
|    n_updates            | 420          |
|    policy_gradient_loss | -0.00405     |
|    std                  | 0.055        |
|    value_loss           | 0.0919       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.683        |
| time/                   |              |
|    fps                  | 63           |
|    iterations           | 23           |
|    time_elapsed         | 1801         |
|    total_timesteps      | 115000       |
| train/                  |              |
|    approx_kl            | 0.0011896968 |
|    clip_fraction        | 0.0119       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.887       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0703       |
|    n_updates            | 440          |
|    policy_gradient_loss | -0.0039      |
|    std                  | 0.055        |
|    value_loss           | 0.0909       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.69         |
| time/                   |              |
|    fps                  | 63           |
|    iterations           | 24           |
|    time_elapsed         | 1876         |
|    total_timesteps      | 120000       |
| train/                  |              |
|    approx_kl            | 0.0013415425 |
|    clip_fraction        | 0.0176       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.767       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0686       |
|    n_updates            | 460          |
|    policy_gradient_loss | -0.00404     |
|    std                  | 0.055        |
|    value_loss           | 0.0847       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.687        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 25           |
|    time_elapsed         | 1953         |
|    total_timesteps      | 125000       |
| train/                  |              |
|    approx_kl            | 0.0012522514 |
|    clip_fraction        | 0.0149       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.742       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0616       |
|    n_updates            | 480          |
|    policy_gradient_loss | -0.00407     |
|    std                  | 0.055        |
|    value_loss           | 0.0828       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.688        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 26           |
|    time_elapsed         | 2029         |
|    total_timesteps      | 130000       |
| train/                  |              |
|    approx_kl            | 0.0014607349 |
|    clip_fraction        | 0.0178       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.692       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0597       |
|    n_updates            | 500          |
|    policy_gradient_loss | -0.00404     |
|    std                  | 0.055        |
|    value_loss           | 0.0798       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.685       |
| time/                   |             |
|    fps                  | 64          |
|    iterations           | 27          |
|    time_elapsed         | 2105        |
|    total_timesteps      | 135000      |
| train/                  |             |
|    approx_kl            | 0.001603053 |
|    clip_fraction        | 0.0216      |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -0.632      |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0574      |
|    n_updates            | 520         |
|    policy_gradient_loss | -0.00487    |
|    std                  | 0.055       |
|    value_loss           | 0.0764      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.685        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 28           |
|    time_elapsed         | 2181         |
|    total_timesteps      | 140000       |
| train/                  |              |
|    approx_kl            | 0.0013766377 |
|    clip_fraction        | 0.0143       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.567       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0582       |
|    n_updates            | 540          |
|    policy_gradient_loss | -0.00444     |
|    std                  | 0.055        |
|    value_loss           | 0.0724       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.689       |
| time/                   |             |
|    fps                  | 64          |
|    iterations           | 29          |
|    time_elapsed         | 2257        |
|    total_timesteps      | 145000      |
| train/                  |             |
|    approx_kl            | 0.001589483 |
|    clip_fraction        | 0.0167      |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -0.551      |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0566      |
|    n_updates            | 560         |
|    policy_gradient_loss | -0.00432    |
|    std                  | 0.055       |
|    value_loss           | 0.0722      |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.712        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.69         |
| time/                   |              |
|    fps                  | 63           |
|    iterations           | 30           |
|    time_elapsed         | 2351         |
|    total_timesteps      | 150000       |
| train/                  |              |
|    approx_kl            | 0.0012584856 |
|    clip_fraction        | 0.0136       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.469       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0594       |
|    n_updates            | 580          |
|    policy_gradient_loss | -0.00416     |
|    std                  | 0.055        |
|    value_loss           | 0.0686       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.689        |
| time/                   |              |
|    fps                  | 63           |
|    iterations           | 31           |
|    time_elapsed         | 2426         |
|    total_timesteps      | 155000       |
| train/                  |              |
|    approx_kl            | 0.0012596408 |
|    clip_fraction        | 0.0203       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.481       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0569       |
|    n_updates            | 600          |
|    policy_gradient_loss | -0.00446     |
|    std                  | 0.055        |
|    value_loss           | 0.0682       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.693        |
| time/                   |              |
|    fps                  | 63           |
|    iterations           | 32           |
|    time_elapsed         | 2500         |
|    total_timesteps      | 160000       |
| train/                  |              |
|    approx_kl            | 0.0010846613 |
|    clip_fraction        | 0.0147       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.425       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0581       |
|    n_updates            | 620          |
|    policy_gradient_loss | -0.00378     |
|    std                  | 0.055        |
|    value_loss           | 0.0659       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.692        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 33           |
|    time_elapsed         | 2574         |
|    total_timesteps      | 165000       |
| train/                  |              |
|    approx_kl            | 0.0012633138 |
|    clip_fraction        | 0.0185       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.362       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0542       |
|    n_updates            | 640          |
|    policy_gradient_loss | -0.00431     |
|    std                  | 0.055        |
|    value_loss           | 0.0628       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.686        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 34           |
|    time_elapsed         | 2649         |
|    total_timesteps      | 170000       |
| train/                  |              |
|    approx_kl            | 0.0015055062 |
|    clip_fraction        | 0.0188       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.332       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.055        |
|    n_updates            | 660          |
|    policy_gradient_loss | -0.00416     |
|    std                  | 0.055        |
|    value_loss           | 0.0611       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.689        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 35           |
|    time_elapsed         | 2724         |
|    total_timesteps      | 175000       |
| train/                  |              |
|    approx_kl            | 0.0012996794 |
|    clip_fraction        | 0.0104       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.342       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0565       |
|    n_updates            | 680          |
|    policy_gradient_loss | -0.00376     |
|    std                  | 0.055        |
|    value_loss           | 0.0612       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.692        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 36           |
|    time_elapsed         | 2798         |
|    total_timesteps      | 180000       |
| train/                  |              |
|    approx_kl            | 0.0011433704 |
|    clip_fraction        | 0.0102       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.293       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0476       |
|    n_updates            | 700          |
|    policy_gradient_loss | -0.00383     |
|    std                  | 0.055        |
|    value_loss           | 0.0594       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.691        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 37           |
|    time_elapsed         | 2873         |
|    total_timesteps      | 185000       |
| train/                  |              |
|    approx_kl            | 0.0016768886 |
|    clip_fraction        | 0.0186       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.32        |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0539       |
|    n_updates            | 720          |
|    policy_gradient_loss | -0.00453     |
|    std                  | 0.055        |
|    value_loss           | 0.0597       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.688        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 38           |
|    time_elapsed         | 2947         |
|    total_timesteps      | 190000       |
| train/                  |              |
|    approx_kl            | 0.0015840696 |
|    clip_fraction        | 0.0246       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.297       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0536       |
|    n_updates            | 740          |
|    policy_gradient_loss | -0.00481     |
|    std                  | 0.055        |
|    value_loss           | 0.0585       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.694       |
| time/                   |             |
|    fps                  | 64          |
|    iterations           | 39          |
|    time_elapsed         | 3022        |
|    total_timesteps      | 195000      |
| train/                  |             |
|    approx_kl            | 0.001402467 |
|    clip_fraction        | 0.0135      |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -0.254      |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0508      |
|    n_updates            | 760         |
|    policy_gradient_loss | -0.00406    |
|    std                  | 0.055       |
|    value_loss           | 0.0566      |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.729        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.692        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 40           |
|    time_elapsed         | 3116         |
|    total_timesteps      | 200000       |
| train/                  |              |
|    approx_kl            | 0.0011247575 |
|    clip_fraction        | 0.00582      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.223       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0545       |
|    n_updates            | 780          |
|    policy_gradient_loss | -0.00363     |
|    std                  | 0.055        |
|    value_loss           | 0.0556       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.693       |
| time/                   |             |
|    fps                  | 64          |
|    iterations           | 41          |
|    time_elapsed         | 3191        |
|    total_timesteps      | 205000      |
| train/                  |             |
|    approx_kl            | 0.001450765 |
|    clip_fraction        | 0.0169      |
|    clip_range           | 0.1         |
|    entropy_loss         | -31.1       |
|    explained_variance   | -0.175      |
|    learning_rate        | 1e-06       |
|    loss                 | 0.0499      |
|    n_updates            | 800         |
|    policy_gradient_loss | -0.00417    |
|    std                  | 0.055       |
|    value_loss           | 0.0534      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.695        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 42           |
|    time_elapsed         | 3265         |
|    total_timesteps      | 210000       |
| train/                  |              |
|    approx_kl            | 0.0012637905 |
|    clip_fraction        | 0.0143       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.184       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0506       |
|    n_updates            | 820          |
|    policy_gradient_loss | -0.00422     |
|    std                  | 0.055        |
|    value_loss           | 0.0536       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.693        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 43           |
|    time_elapsed         | 3340         |
|    total_timesteps      | 215000       |
| train/                  |              |
|    approx_kl            | 0.0009495965 |
|    clip_fraction        | 0.00429      |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.127       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0523       |
|    n_updates            | 840          |
|    policy_gradient_loss | -0.00332     |
|    std                  | 0.055        |
|    value_loss           | 0.0514       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.696        |
| time/                   |              |
|    fps                  | 64           |
|    iterations           | 44           |
|    time_elapsed         | 3414         |
|    total_timesteps      | 220000       |
| train/                  |              |
|    approx_kl            | 0.0011280642 |
|    clip_fraction        | 0.0108       |
|    clip_range           | 0.1          |
|    entropy_loss         | -31.1        |
|    explained_variance   | -0.121       |
|    learning_rate        | 1e-06        |
|    loss                 | 0.0472       |
|    n_updates            | 860          |
|    policy_gradient_loss | -0.00397     |
|    std                  | 0.055        |
|    value_loss           | 0.0509       |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.694      |
| time/                   |            |
|    fps                  | 64         |
|    iterations           | 45         |
|    time_elapsed         | 3488       |
|    total_timesteps      | 225000     |
| train/                  |            |
|    approx_kl            | 0.00125264 |
|    clip_fraction        | 0.00973    |
|    clip_range           | 0.1        |
