Logging to ./data/ppo_1l/seed_3
---------------------------------
| rollout/           |          |
|    value_loss           | 0.0103      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.586        |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 12           |
|    time_elapsed         | 2713         |
|    total_timesteps      | 30000        |
| train/                  |              |
|    approx_kl            | 0.0080244485 |
|    clip_fraction        | 0.387        |
|    clip_range           | 0.1          |
|    entropy_loss         | -94.8        |
|    explained_variance   | 0.669        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.055        |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.0357      |
|    std                  | 0.055        |
|    value_loss           | 0.0102       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.578        |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 13           |
|    time_elapsed         | 2938         |
|    total_timesteps      | 32500        |
| train/                  |              |
|    approx_kl            | 0.0073969746 |
|    clip_fraction        | 0.405        |
|    clip_range           | 0.1          |
|    entropy_loss         | -94.8        |
|    explained_variance   | 0.688        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.0554       |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.0371      |
|    std                  | 0.055        |
|    value_loss           | 0.00958      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.579        |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 14           |
|    time_elapsed         | 3161         |
|    total_timesteps      | 35000        |
| train/                  |              |
|    approx_kl            | 0.0074680317 |
|    clip_fraction        | 0.406        |
|    clip_range           | 0.1          |
|    entropy_loss         | -94.8        |
|    explained_variance   | 0.701        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.0537       |
|    n_updates            | 260          |
|    policy_gradient_loss | -0.0372      |
|    std                  | 0.055        |
|    value_loss           | 0.00911      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.587       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 15          |
|    time_elapsed         | 3386        |
|    total_timesteps      | 37500       |
| train/                  |             |
|    approx_kl            | 0.008813897 |
|    clip_fraction        | 0.408       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.714       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0521      |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.0386     |
|    std                  | 0.055       |
|    value_loss           | 0.00879     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.593       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 16          |
|    time_elapsed         | 3612        |
|    total_timesteps      | 40000       |
| train/                  |             |
|    approx_kl            | 0.007720428 |
|    clip_fraction        | 0.387       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.716       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0449      |
|    n_updates            | 300         |
|    policy_gradient_loss | -0.0376     |
|    std                  | 0.055       |
|    value_loss           | 0.00882     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.592       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 17          |
|    time_elapsed         | 3838        |
|    total_timesteps      | 42500       |
| train/                  |             |
|    approx_kl            | 0.008176104 |
|    clip_fraction        | 0.388       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.741       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0468      |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.0364     |
|    std                  | 0.055       |
|    value_loss           | 0.00807     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.589       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 18          |
|    time_elapsed         | 4061        |
|    total_timesteps      | 45000       |
| train/                  |             |
|    approx_kl            | 0.007494918 |
|    clip_fraction        | 0.409       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.733       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0484      |
|    n_updates            | 340         |
|    policy_gradient_loss | -0.0385     |
|    std                  | 0.055       |
|    value_loss           | 0.00834     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.592        |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 19           |
|    time_elapsed         | 4285         |
|    total_timesteps      | 47500        |
| train/                  |              |
|    approx_kl            | 0.0104846535 |
|    clip_fraction        | 0.409        |
|    clip_range           | 0.1          |
|    entropy_loss         | -94.8        |
|    explained_variance   | 0.756        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.0558       |
|    n_updates            | 360          |
|    policy_gradient_loss | -0.0382      |
|    std                  | 0.055        |
|    value_loss           | 0.00762      |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 5           |
|    mean_reward          | 0.634       |
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.587       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 20          |
|    time_elapsed         | 4533        |
|    total_timesteps      | 50000       |
| train/                  |             |
|    approx_kl            | 0.007901218 |
|    clip_fraction        | 0.386       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.752       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0516      |
|    n_updates            | 380         |
|    policy_gradient_loss | -0.036      |
|    std                  | 0.055       |
|    value_loss           | 0.00772     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.59        |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 21          |
|    time_elapsed         | 4757        |
|    total_timesteps      | 52500       |
| train/                  |             |
|    approx_kl            | 0.007847618 |
|    clip_fraction        | 0.377       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.751       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0468      |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.0358     |
|    std                  | 0.055       |
|    value_loss           | 0.00779     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.587       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 22          |
|    time_elapsed         | 4981        |
|    total_timesteps      | 55000       |
| train/                  |             |
|    approx_kl            | 0.009345074 |
|    clip_fraction        | 0.406       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.777       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0486      |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.0387     |
|    std                  | 0.055       |
|    value_loss           | 0.007       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.592       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 23          |
|    time_elapsed         | 5205        |
|    total_timesteps      | 57500       |
| train/                  |             |
|    approx_kl            | 0.008503375 |
|    clip_fraction        | 0.401       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.777       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0475      |
|    n_updates            | 440         |
|    policy_gradient_loss | -0.0376     |
|    std                  | 0.055       |
|    value_loss           | 0.00695     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.589       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 24          |
|    time_elapsed         | 5429        |
|    total_timesteps      | 60000       |
| train/                  |             |
|    approx_kl            | 0.009141136 |
|    clip_fraction        | 0.403       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.781       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0497      |
|    n_updates            | 460         |
|    policy_gradient_loss | -0.0378     |
|    std                  | 0.055       |
|    value_loss           | 0.00683     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.593        |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 25           |
|    time_elapsed         | 5653         |
|    total_timesteps      | 62500        |
| train/                  |              |
|    approx_kl            | 0.0075290897 |
|    clip_fraction        | 0.382        |
|    clip_range           | 0.1          |
|    entropy_loss         | -94.8        |
|    explained_variance   | 0.776        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.0511       |
|    n_updates            | 480          |
|    policy_gradient_loss | -0.0361      |
|    std                  | 0.055        |
|    value_loss           | 0.00701      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.598       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 26          |
|    time_elapsed         | 5878        |
|    total_timesteps      | 65000       |
| train/                  |             |
|    approx_kl            | 0.007577146 |
|    clip_fraction        | 0.383       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.782       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0524      |
|    n_updates            | 500         |
|    policy_gradient_loss | -0.0371     |
|    std                  | 0.055       |
|    value_loss           | 0.00684     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.592       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 27          |
|    time_elapsed         | 6103        |
|    total_timesteps      | 67500       |
| train/                  |             |
|    approx_kl            | 0.007302696 |
|    clip_fraction        | 0.393       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.784       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0508      |
|    n_updates            | 520         |
|    policy_gradient_loss | -0.0369     |
|    std                  | 0.055       |
|    value_loss           | 0.00679     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.594       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 28          |
|    time_elapsed         | 6327        |
|    total_timesteps      | 70000       |
| train/                  |             |
|    approx_kl            | 0.008278361 |
|    clip_fraction        | 0.393       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.794       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0451      |
|    n_updates            | 540         |
|    policy_gradient_loss | -0.0386     |
|    std                  | 0.0551      |
|    value_loss           | 0.0065      |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 5         |
|    ep_rew_mean          | 0.595     |
| time/                   |           |
|    fps                  | 11        |
|    iterations           | 29        |
|    time_elapsed         | 6553      |
|    total_timesteps      | 72500     |
| train/                  |           |
|    approx_kl            | 0.0088255 |
|    clip_fraction        | 0.379     |
|    clip_range           | 0.1       |
|    entropy_loss         | -94.8     |
|    explained_variance   | 0.801     |
|    learning_rate        | 1e-05     |
|    loss                 | 0.0518    |
|    n_updates            | 560       |
|    policy_gradient_loss | -0.0369   |
|    std                  | 0.0551    |
|    value_loss           | 0.00637   |
---------------------------------------
----------------------------------------
| eval/                   |            |
|    mean_ep_length       | 5          |
|    mean_reward          | 0.646      |
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.6        |
| time/                   |            |
|    fps                  | 11         |
|    iterations           | 30         |
|    time_elapsed         | 6800       |
|    total_timesteps      | 75000      |
| train/                  |            |
|    approx_kl            | 0.00901265 |
|    clip_fraction        | 0.411      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.7      |
|    explained_variance   | 0.805      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.0533     |
|    n_updates            | 580        |
|    policy_gradient_loss | -0.0387    |
|    std                  | 0.0551     |
|    value_loss           | 0.00621    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.598       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 31          |
|    time_elapsed         | 7025        |
|    total_timesteps      | 77500       |
| train/                  |             |
|    approx_kl            | 0.008369054 |
|    clip_fraction        | 0.408       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.811       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.05        |
|    n_updates            | 600         |
|    policy_gradient_loss | -0.0388     |
|    std                  | 0.0551      |
|    value_loss           | 0.00598     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.591       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 32          |
|    time_elapsed         | 7248        |
|    total_timesteps      | 80000       |
| train/                  |             |
|    approx_kl            | 0.007837387 |
|    clip_fraction        | 0.379       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.816       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0539      |
|    n_updates            | 620         |
|    policy_gradient_loss | -0.037      |
|    std                  | 0.0551      |
|    value_loss           | 0.00585     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.593       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 33          |
|    time_elapsed         | 7472        |
|    total_timesteps      | 82500       |
| train/                  |             |
|    approx_kl            | 0.008336358 |
|    clip_fraction        | 0.393       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.807       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0495      |
|    n_updates            | 640         |
|    policy_gradient_loss | -0.0377     |
|    std                  | 0.0551      |
|    value_loss           | 0.0061      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.596       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 34          |
|    time_elapsed         | 7698        |
|    total_timesteps      | 85000       |
| train/                  |             |
|    approx_kl            | 0.008016045 |
|    clip_fraction        | 0.395       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.826       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0463      |
|    n_updates            | 660         |
|    policy_gradient_loss | -0.0366     |
|    std                  | 0.0551      |
|    value_loss           | 0.00552     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.598       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 35          |
|    time_elapsed         | 7922        |
|    total_timesteps      | 87500       |
| train/                  |             |
|    approx_kl            | 0.009358118 |
|    clip_fraction        | 0.427       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.824       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0471      |
|    n_updates            | 680         |
|    policy_gradient_loss | -0.0385     |
|    std                  | 0.0551      |
|    value_loss           | 0.00562     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.6         |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 36          |
|    time_elapsed         | 8147        |
|    total_timesteps      | 90000       |
| train/                  |             |
|    approx_kl            | 0.008824874 |
|    clip_fraction        | 0.415       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.838       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.044       |
|    n_updates            | 700         |
|    policy_gradient_loss | -0.0388     |
|    std                  | 0.0551      |
|    value_loss           | 0.00513     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.597       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 37          |
|    time_elapsed         | 8374        |
|    total_timesteps      | 92500       |
| train/                  |             |
|    approx_kl            | 0.008136142 |
|    clip_fraction        | 0.394       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.827       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0482      |
|    n_updates            | 720         |
|    policy_gradient_loss | -0.0381     |
|    std                  | 0.0551      |
|    value_loss           | 0.00551     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.599        |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 38           |
|    time_elapsed         | 8596         |
|    total_timesteps      | 95000        |
| train/                  |              |
|    approx_kl            | 0.0074480814 |
|    clip_fraction        | 0.383        |
|    clip_range           | 0.1          |
|    entropy_loss         | -94.7        |
|    explained_variance   | 0.823        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.0514       |
|    n_updates            | 740          |
|    policy_gradient_loss | -0.0376      |
|    std                  | 0.0551       |
|    value_loss           | 0.00566      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.603       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 39          |
|    time_elapsed         | 8822        |
|    total_timesteps      | 97500       |
| train/                  |             |
|    approx_kl            | 0.008604613 |
|    clip_fraction        | 0.402       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.829       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0503      |
|    n_updates            | 760         |
|    policy_gradient_loss | -0.0373     |
|    std                  | 0.0551      |
|    value_loss           | 0.0055      |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 5           |
|    mean_reward          | 0.655       |
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.598       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 40          |
|    time_elapsed         | 9067        |
|    total_timesteps      | 100000      |
| train/                  |             |
|    approx_kl            | 0.007424286 |
|    clip_fraction        | 0.398       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.822       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.051       |
|    n_updates            | 780         |
|    policy_gradient_loss | -0.0368     |
|    std                  | 0.0551      |
|    value_loss           | 0.00572     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.607       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 41          |
|    time_elapsed         | 9291        |
|    total_timesteps      | 102500      |
| train/                  |             |
|    approx_kl            | 0.009181908 |
|    clip_fraction        | 0.392       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.841       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0477      |
|    n_updates            | 800         |
|    policy_gradient_loss | -0.0382     |
|    std                  | 0.0551      |
|    value_loss           | 0.00508     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.602       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 42          |
|    time_elapsed         | 9513        |
|    total_timesteps      | 105000      |
| train/                  |             |
|    approx_kl            | 0.008625825 |
|    clip_fraction        | 0.391       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.837       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0438      |
|    n_updates            | 820         |
|    policy_gradient_loss | -0.0372     |
|    std                  | 0.0551      |
|    value_loss           | 0.00524     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.6        |
| time/                   |            |
|    fps                  | 11         |
|    iterations           | 43         |
|    time_elapsed         | 9737       |
|    total_timesteps      | 107500     |
| train/                  |            |
|    approx_kl            | 0.00949063 |
|    clip_fraction        | 0.421      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.7      |
|    explained_variance   | 0.845      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.0508     |
|    n_updates            | 840        |
|    policy_gradient_loss | -0.0392    |
|    std                  | 0.0551     |
|    value_loss           | 0.00497    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.6         |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 44          |
|    time_elapsed         | 9965        |
|    total_timesteps      | 110000      |
| train/                  |             |
|    approx_kl            | 0.008546363 |
|    clip_fraction        | 0.402       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.837       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0467      |
|    n_updates            | 860         |
|    policy_gradient_loss | -0.0379     |
|    std                  | 0.0551      |
|    value_loss           | 0.00524     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.603       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 45          |
|    time_elapsed         | 10188       |
|    total_timesteps      | 112500      |
| train/                  |             |
|    approx_kl            | 0.007427749 |
|    clip_fraction        | 0.402       |
